 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Sexo: Feminino
Faixa Etária 1: 15 a 19 anos
Período:2002
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";1414
"110002 ARIQUEMES";4304
"110003 CABIXI";391
"110004 CACOAL";4066
"110005 CEREJEIRAS";957
"110006 COLORADO DO OESTE";1183
"110007 CORUMBIARA";524
"110008 COSTA MARQUES";530
"110009 ESPIGAO D'OESTE";1475
"110010 GUAJARA-MIRIM";2179
"110011 JARU";3088
"110012 JI-PARANA";6146
"110013 MACHADINHO D'OESTE";1344
"110014 NOVA BRASILANDIA D'OESTE";1039
"110015 OURO PRETO DO OESTE";2276
"110018 PIMENTA BUENO";1757
"110020 PORTO VELHO";20210
"110025 PRESIDENTE MEDICI";1439
"110026 RIO CRESPO";152
"110028 ROLIM DE MOURA";2684
"110029 SANTA LUZIA D'OESTE";583
"110030 VILHENA";3255
"110032 SAO MIGUEL DO GUAPORE";1181
"110033 NOVA MAMORE";959
"110034 ALVORADA D'OESTE";1052
"110037 ALTO ALEGRE DOS PARECIS";644
"110040 ALTO PARAISO";709
"110045 BURITIS";1556
"110050 NOVO HORIZONTE DO OESTE";629
"110060 CACAULANDIA";280
"110070 CAMPO NOVO DE RONDONIA";621
"110080 CANDEIAS DO JAMARI";772
"110090 CASTANHEIRAS";194
"110092 CHUPINGUAIA";321
"110094 CUJUBIM";432
"110100 GOVERNADOR JORGE TEIXEIRA";692
"110110 ITAPUA DO OESTE";373
"110120 MINISTRO ANDREAZZA";609
"110130 MIRANTE DA SERRA";691
"110140 MONTE NEGRO";685
"110143 NOVA UNIAO";443
"110145 PARECIS";209
"110146 PIMENTEIRAS DO OESTE";117
"110147 PRIMAVERA DE RONDONIA";196
"110148 SAO FELIPE D'OESTE";380
"110149 SAO FRANCISCO DO GUAPORE";663
"110150 SERINGUEIRAS";607
"110155 TEIXEIROPOLIS";268
"110160 THEOBROMA";594
"110170 URUPA";838
"110175 VALE DO ANARI";418
"110180 VALE DO PARAISO";508
"120001 ACRELANDIA";519
"120005 ASSIS BRASIL";271
"120010 BRASILEIA";949
"120013 BUJARI";361
"120017 CAPIXABA";267
"120020 CRUZEIRO DO SUL";4511
"120025 EPITACIOLANDIA";673
"120030 FEIJO";1833
"120032 JORDAO";259
"120033 MANCIO LIMA";702
"120034 MANOEL URBANO";390
"120035 MARECHAL THAUMATURGO";531
"120038 PLACIDO DE CASTRO";832
"120039 PORTO WALTER";364
"120040 RIO BRANCO";15811
"120042 RODRIGUES ALVES";554
"120043 SANTA ROSA DO PURUS";151
"120045 SENADOR GUIOMARD";977
"120050 SENA MADUREIRA";1795
"120060 TARAUACA";1671
"120070 XAPURI";701
"120080 PORTO ACRE";593
"130002 ALVARAES";710
"130006 AMATURA";444
"130008 ANAMA";432
"130010 ANORI";705
"130014 APUI";833
"130020 ATALAIA DO NORTE";641
"130030 AUTAZES";1429
"130040 BARCELOS";1447
"130050 BARREIRINHA";1260
"130060 BENJAMIN CONSTANT";1509
"130063 BERURI";685
"130068 BOA VISTA DO RAMOS";642
"130070 BOCA DO ACRE";1563
"130080 BORBA";1731
"130083 CAAPIRANGA";528
"130090 CANUTAMA";709
"130100 CARAUARI";1396
"130110 CAREIRO";1693
"130115 CAREIRO DA VARZEA";989
"130120 COARI";4199
"130130 CODAJAS";1123
"130140 EIRUNEPE";1598
"130150 ENVIRA";821
"130160 FONTE BOA";1651
"130165 GUAJARA";673
"130170 HUMAITA";2074
"130180 IPIXUNA";919
"130185 IRANDUBA";1974
"130190 ITACOATIARA";4388
"130195 ITAMARATI";511
"130200 ITAPIRANGA";437
"130210 JAPURA";712
"130220 JURUA";437
"130230 JUTAI";1223
"130240 LABREA";1788
"130250 MANACAPURU";4554
"130255 MANAQUIRI";833
"130260 MANAUS";85105
"130270 MANICORE";2324
"130280 MARAA";1051
"130290 MAUES";2364
"130300 NHAMUNDA";916
"130310 NOVA OLINDA DO NORTE";1468
"130320 NOVO AIRAO";639
"130330 NOVO ARIPUANA";1061
"130340 PARINTINS";5593
"130350 PAUINI";1104
"130353 PRESIDENTE FIGUEIREDO";999
"130356 RIO PRETO DA EVA";1117
"130360 SANTA ISABEL DO RIO NEGRO";637
"130370 SANTO ANTONIO DO ICA";1601
"130380 SAO GABRIEL DA CACHOEIRA";1660
"130390 SAO PAULO DE OLIVENCA";1388
"130395 SAO SEBASTIAO DO UATUMA";446
"130400 SILVES";401
"130406 TABATINGA";2437
"130410 TAPAUA";1245
"130420 TEFE";3992
"130423 TONANTINS";886
"130426 UARINI";608
"130430 URUCARA";1012
"130440 URUCURITUBA";734
"140002 AMAJARI";269
"140005 ALTO ALEGRE";1036
"140010 BOA VISTA";12534
"140015 BONFIM";444
"140017 CANTA";457
"140020 CARACARAI";815
"140023 CAROEBE";365
"140028 IRACEMA";293
"140030 MUCAJAI";662
"140040 NORMANDIA";350
"140045 PACARAIMA";398
"140047 RORAINOPOLIS";1094
"140050 SAO JOAO DA BALIZA";322
"140060 SAO LUIZ";337
"140070 UIRAMUTA";342
"150010 ABAETETUBA";7580
"150013 ABEL FIGUEIREDO";362
"150020 ACARA";2963
"150030 AFUA";1731
"150034 AGUA AZUL DO NORTE";1274
"150040 ALENQUER";2797
"150050 ALMEIRIM";1936
"150060 ALTAMIRA";4869
"150070 ANAJAS";1160
"150080 ANANINDEUA";24048
"150085 ANAPU";715
"150090 AUGUSTO CORREA";1959
"150095 AURORA DO PARA";1259
"150100 AVEIRO";818
"150110 BAGRE";914
"150120 BAIAO";1455
"150125 BANNACH";211
"150130 BARCARENA";4270
"150140 BELEM";73987
"150145 BELTERRA";790
"150150 BENEVIDES";2252
"150157 BOM JESUS DO TOCANTINS";761
"150160 BONITO";622
"150170 BRAGANCA";6023
"150172 BRASIL NOVO";929
"150175 BREJO GRANDE DO ARAGUAIA";441
"150178 BREU BRANCO";2115
"150180 BREVES";4769
"150190 BUJARU";1241
"150195 CACHOEIRA DO PIRIA";999
"150200 CACHOEIRA DO ARARI";947
"150210 CAMETA";6092
"150215 CANAA DOS CARAJAS";835
"150220 CAPANEMA";3587
"150230 CAPITAO POCO";2961
"150240 CASTANHAL";8710
"150250 CHAVES";955
"150260 COLARES";636
"150270 CONCEICAO DO ARAGUAIA";2431
"150275 CONCORDIA DO PARA";1367
"150276 CUMARU DO NORTE";341
"150277 CURIONOPOLIS";1048
"150280 CURRALINHO";1232
"150285 CURUA";544
"150290 CURUCA";1544
"150293 DOM ELISEU";2527
"150295 ELDORADO DOS CARAJAS";1721
"150300 FARO";536
"150304 FLORESTA DO ARAGUAIA";813
"150307 GARRAFAO DO NORTE";1393
"150309 GOIANESIA DO PARA";1602
"150310 GURUPA";1357
"150320 IGARAPE-ACU";1993
"150330 IGARAPE-MIRI";3237
"150340 INHANGAPI";486
"150345 IPIXUNA DO PARA";1710
"150350 IRITUIA";1777
"150360 ITAITUBA";5660
"150370 ITUPIRANGA";2910
"150375 JACAREACANGA";1078
"150380 JACUNDA";2624
"150390 JURUTI";2022
