 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Sexo: Feminino
Faixa Etária 1: 15 a 19 anos
Período:2018
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";907
"110002 ARIQUEMES";4932
"110003 CABIXI";183
"110004 CACOAL";3496
"110005 CEREJEIRAS";634
"110006 COLORADO DO OESTE";591
"110007 CORUMBIARA";274
"110008 COSTA MARQUES";865
"110009 ESPIGAO D'OESTE";1355
"110010 GUAJARA-MIRIM";2101
"110011 JARU";2251
"110012 JI-PARANA";5315
"110013 MACHADINHO D'OESTE";1660
"110014 NOVA BRASILANDIA D'OESTE";815
"110015 OURO PRETO DO OESTE";1493
"110018 PIMENTA BUENO";1554
"110020 PORTO VELHO";22830
"110025 PRESIDENTE MEDICI";709
"110026 RIO CRESPO";162
"110028 ROLIM DE MOURA";2331
"110029 SANTA LUZIA D'OESTE";230
"110030 VILHENA";4242
"110032 SAO MIGUEL DO GUAPORE";985
"110033 NOVA MAMORE";1387
"110034 ALVORADA D'OESTE";571
"110037 ALTO ALEGRE DOS PARECIS";589
"110040 ALTO PARAISO";946
"110045 BURITIS";1817
"110050 NOVO HORIZONTE DO OESTE";314
"110060 CACAULANDIA";289
"110070 CAMPO NOVO DE RONDONIA";606
"110080 CANDEIAS DO JAMARI";1213
"110090 CASTANHEIRAS";126
"110092 CHUPINGUAIA";500
"110094 CUJUBIM";1252
"110100 GOVERNADOR JORGE TEIXEIRA";327
"110110 ITAPUA DO OESTE";417
"110120 MINISTRO ANDREAZZA";415
"110130 MIRANTE DA SERRA";508
"110140 MONTE NEGRO";700
"110143 NOVA UNIAO";255
"110145 PARECIS";243
"110146 PIMENTEIRAS DO OESTE";91
"110147 PRIMAVERA DE RONDONIA";121
"110148 SAO FELIPE D'OESTE";195
"110149 SAO FRANCISCO DO GUAPORE";872
"110150 SERINGUEIRAS";521
"110155 TEIXEIROPOLIS";164
"110160 THEOBROMA";409
"110170 URUPA";444
"110175 VALE DO ANARI";461
"110180 VALE DO PARAISO";284
"120001 ACRELANDIA";742
"120005 ASSIS BRASIL";384
"120010 BRASILEIA";1266
"120013 BUJARI";476
"120017 CAPIXABA";612
"120020 CRUZEIRO DO SUL";4744
"120025 EPITACIOLANDIA";909
"120030 FEIJO";1932
"120032 JORDAO";507
"120033 MANCIO LIMA";954
"120034 MANOEL URBANO";454
"120035 MARECHAL THAUMATURGO";1110
"120038 PLACIDO DE CASTRO";936
"120039 PORTO WALTER";676
"120040 RIO BRANCO";20508
"120042 RODRIGUES ALVES";1075
"120043 SANTA ROSA DO PURUS";373
"120045 SENADOR GUIOMARD";1155
"120050 SENA MADUREIRA";2364
"120060 TARAUACA";2332
"120070 XAPURI";945
"120080 PORTO ACRE";893
"130002 ALVARAES";806
"130006 AMATURA";568
"130008 ANAMA";648
"130010 ANORI";1026
"130014 APUI";1035
"130020 ATALAIA DO NORTE";1014
"130030 AUTAZES";1812
"130040 BARCELOS";1388
"130050 BARREIRINHA";1530
"130060 BENJAMIN CONSTANT";2038
"130063 BERURI";990
"130068 BOA VISTA DO RAMOS";966
"130070 BOCA DO ACRE";1590
"130080 BORBA";1963
"130083 CAAPIRANGA";656
"130090 CANUTAMA";660
"130100 CARAUARI";1459
"130110 CAREIRO";1806
"130115 CAREIRO DA VARZEA";1227
"130120 COARI";4289
"130130 CODAJAS";1450
"130140 EIRUNEPE";1712
"130150 ENVIRA";1003
"130160 FONTE BOA";920
"130165 GUAJARA";861
"130170 HUMAITA";2670
"130180 IPIXUNA";1567
"130185 IRANDUBA";2319
"130190 ITACOATIARA";4650
"130195 ITAMARATI";397
"130200 ITAPIRANGA";415
"130210 JAPURA";174
"130220 JURUA";796
"130230 JUTAI";716
"130240 LABREA";2234
"130250 MANACAPURU";4757
"130255 MANAQUIRI";1639
"130260 MANAUS";100144
"130270 MANICORE";2657
"130280 MARAA";958
"130290 MAUES";2997
"130300 NHAMUNDA";963
"130310 NOVA OLINDA DO NORTE";1886
"130320 NOVO AIRAO";879
"130330 NOVO ARIPUANA";1188
"130340 PARINTINS";5489
"130350 PAUINI";1018
"130353 PRESIDENTE FIGUEIREDO";1750
"130356 RIO PRETO DA EVA";1586
"130360 SANTA ISABEL DO RIO NEGRO";1277
"130370 SANTO ANTONIO DO ICA";1112
"130380 SAO GABRIEL DA CACHOEIRA";2294
"130390 SAO PAULO DE OLIVENCA";1968
"130395 SAO SEBASTIAO DO UATUMA";695
"130400 SILVES";394
"130406 TABATINGA";3373
"130410 TAPAUA";802
"130420 TEFE";3070
"130423 TONANTINS";976
"130426 UARINI";670
"130430 URUCARA";766
"130440 URUCURITUBA";1077
"140002 AMAJARI";606
"140005 ALTO ALEGRE";659
"140010 BOA VISTA";17271
"140015 BONFIM";539
"140017 CANTA";737
"140020 CARACARAI";978
"140023 CAROEBE";399
"140028 IRACEMA";517
"140030 MUCAJAI";743
"140040 NORMANDIA";554
"140045 PACARAIMA";725
"140047 RORAINOPOLIS";1358
"140050 SAO JOAO DA BALIZA";379
"140060 SAO LUIZ";320
"140070 UIRAMUTA";530
"150010 ABAETETUBA";7252
