 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Sexo: Feminino
Faixa Etária 1: 30 a 39 anos
Período:2016
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";1831
"110002 ARIQUEMES";8726
"110003 CABIXI";457
"110004 CACOAL";7163
"110005 CEREJEIRAS";1372
"110006 COLORADO DO OESTE";1402
"110007 CORUMBIARA";641
"110008 COSTA MARQUES";1281
"110009 ESPIGAO D'OESTE";2654
"110010 GUAJARA-MIRIM";3485
"110011 JARU";4683
"110012 JI-PARANA";10939
"110013 MACHADINHO D'OESTE";2986
"110014 NOVA BRASILANDIA D'OESTE";1646
"110015 OURO PRETO DO OESTE";3192
"110018 PIMENTA BUENO";3071
"110020 PORTO VELHO";43213
"110025 PRESIDENTE MEDICI";1609
"110026 RIO CRESPO";287
"110028 ROLIM DE MOURA";4850
"110029 SANTA LUZIA D'OESTE";576
"110030 VILHENA";8113
"110032 SAO MIGUEL DO GUAPORE";1851
"110033 NOVA MAMORE";2312
"110034 ALVORADA D'OESTE";1241
"110037 ALTO ALEGRE DOS PARECIS";1011
"110040 ALTO PARAISO";1527
"110045 BURITIS";3144
"110050 NOVO HORIZONTE DO OESTE";733
"110060 CACAULANDIA";495
"110070 CAMPO NOVO DE RONDONIA";1082
"110080 CANDEIAS DO JAMARI";1965
"110090 CASTANHEIRAS";236
"110092 CHUPINGUAIA";856
"110094 CUJUBIM";1855
"110100 GOVERNADOR JORGE TEIXEIRA";685
"110110 ITAPUA DO OESTE";723
"110120 MINISTRO ANDREAZZA";759
"110130 MIRANTE DA SERRA";892
"110140 MONTE NEGRO";1230
"110143 NOVA UNIAO";562
"110145 PARECIS";438
"110146 PIMENTEIRAS DO OESTE";176
"110147 PRIMAVERA DE RONDONIA";238
"110148 SAO FELIPE D'OESTE";466
"110149 SAO FRANCISCO DO GUAPORE";1487
"110150 SERINGUEIRAS";899
"110155 TEIXEIROPOLIS";345
"110160 THEOBROMA";861
"110170 URUPA";967
"110175 VALE DO ANARI";856
"110180 VALE DO PARAISO";583
"120001 ACRELANDIA";1100
"120005 ASSIS BRASIL";499
"120010 BRASILEIA";1893
