 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2011
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"313340 ITAPAGIPE";4078;2967;1075;36;3016;1039;23;2976;1075;27;4019;7;7;8;1;36;777;3;37;3261;4025;-;-
"313350 ITAPECERICA";5380;5319;60;1;5321;57;2;4968;405;7;5365;15;-;-;-;-;943;12;4382;43;5372;-;-
"313360 ITAPEVA";2697;1673;1017;7;2450;231;16;1613;979;105;2661;12;-;3;10;11;1932;50;29;686;2671;-;-
"313370 ITATIAIUCU";2856;2127;715;14;2441;404;11;1961;889;6;2578;3;-;3;-;272;2732;24;63;37;2765;-;-
"313375 ITAU DE MINAS";4711;4604;106;1;4622;87;2;4600;105;6;4706;3;-;-;-;2;4304;14;222;171;4632;-;-
"313380 ITAUNA";16684;16186;480;18;16410;265;9;16032;646;6;16637;40;-;1;3;3;16516;35;51;82;16637;-;-
"313390 ITAVERAVA";1596;677;893;26;551;898;147;657;507;432;1561;22;4;5;3;1;1208;9;16;363;1509;-;-
"313400 ITINGA";3795;2301;1270;224;2085;1176;534;1113;1883;799;3685;84;8;14;2;2;3481;9;6;299;3583;-;-
"313410 ITUETA";1356;894;441;21;853;419;84;880;309;167;1353;-;-;-;2;1;917;6;75;358;1350;-;-
"313420 ITUIUTABA";13726;13596;73;57;13510;193;23;13518;172;36;12122;65;2;3;72;1462;9772;36;195;3723;12973;-;-
"313430 ITUMIRIM";1843;1599;240;4;1528;290;25;933;869;41;1839;3;1;-;-;-;1729;3;53;58;1824;-;-
"313440 ITURAMA";7339;7123;193;23;7049;247;43;6754;543;42;7152;20;17;52;35;63;3492;46;3130;671;7023;-;-
"313450 ITUTINGA";1280;933;344;3;961;311;8;519;754;7;1280;-;-;-;-;-;1218;4;27;31;1262;-;-
"313460 JABOTICATUBAS";4234;2657;1535;42;2367;1819;48;1451;2736;47;4217;3;-;7;4;3;3824;27;26;357;4193;389;80
"313470 JACINTO";3822;2636;1107;79;2551;688;583;2023;1231;568;3644;154;7;4;3;10;2697;10;657;458;3557;-;-
"313480 JACUI";2427;1511;915;1;2359;52;16;1475;30;1;2422;3;1;-;1;-;1223;4;281;919;2426;-;-
"313490 JACUTINGA";3587;3053;517;17;3295;274;18;3173;347;67;3579;5;-;-;1;2;2405;15;198;969;3538;-;-
"313500 JAGUARACU";846;619;226;1;747;90;9;706;79;61;838;1;1;-;2;4;769;15;2;60;822;-;-
"313507 JAMPRUCA";1399;959;440;-;694;478;227;755;373;271;1326;21;18;1;29;4;1181;8;9;201;1308;-;-
"313510 JANAUBA";18687;16541;1487;39;15217;2138;763;313;17324;445;17781;10;27;2;6;1;14066;92;964;3053;17524;-;-
"313520 JANUARIA";11074;6467;2822;1785;3962;5596;1516;565;8671;1838;10793;144;41;10;35;51;7637;286;447;2704;9442;-;-
"313530 JAPARAIBA";1187;978;207;2;941;233;13;738;449;-;1180;5;1;1;-;-;857;7;115;208;1181;-;-
"313535 JAPONVAR";2332;1768;544;20;1111;926;295;8;1868;456;2316;11;1;-;3;1;1964;9;54;305;2295;-;-
"313540 JECEABA";1678;880;780;18;759;665;254;839;730;109;1671;2;-;4;-;1;1570;7;-;101;1576;-;-
"313545 JENIPAPO DE MINAS";1652;1346;194;112;651;820;181;201;921;530;1592;45;2;7;-;6;1526;4;8;114;1606;-;-
"313550 JEQUERI";4055;2196;1790;69;1860;1296;899;2510;740;805;4015;24;-;15;1;-;3507;9;52;487;3944;-;-
"313560 JEQUITAI";2381;1662;668;51;1493;800;88;108;2038;235;2343;9;19;1;8;1;2020;17;66;278;2298;-;-
"313570 JEQUITIBA";1623;1085;315;223;541;1059;23;337;1244;42;1622;-;-;-;-;1;1382;17;3;221;1605;-;-
"313580 JEQUITINHONHA";6761;5677;1040;44;5440;945;376;3015;3208;538;6440;162;46;9;2;102;6300;17;10;434;6263;-;-
"313590 JESUANIA";1378;907;459;12;920;412;46;918;280;180;1377;1;-;-;-;-;1087;5;6;280;1367;-;-
"313600 JOAIMA";3267;2787;383;97;2503;232;532;2313;536;418;2873;188;153;1;-;52;2780;51;297;139;2543;-;-
"313610 JOANESIA";1540;424;1070;46;516;759;265;1068;97;375;1338;190;4;7;1;-;1208;17;2;313;1516;-;-
"313620 JOAO MONLEVADE";12078;11874;172;32;11798;233;47;11581;210;287;11979;24;5;46;6;18;11512;29;318;219;11737;-;-
"313630 JOAO PINHEIRO";6970;6960;8;2;6858;100;12;5992;947;31;6935;3;4;3;10;15;5389;10;1029;542;6934;-;-
"313640 JOAQUIM FELICIO";1174;806;329;39;625;380;169;231;745;198;1017;8;30;11;5;103;801;22;76;275;1052;-;-
"313650 JORDANIA";2775;2154;608;13;2085;406;284;2151;173;451;2552;137;11;10;2;63;2714;11;2;48;2575;-;-
"313652 JOSE GONCALVES DE MINAS";1207;395;793;19;373;792;42;321;815;71;1207;-;-;-;-;-;1099;2;-;106;1196;-;-
"313655 JOSE RAYDAN";1199;414;746;39;375;685;139;382;714;103;1115;66;14;3;-;1;936;32;163;68;1125;-;-
"313657 JOSENOPOLIS";1142;667;439;36;632;114;396;573;174;395;1141;-;-;1;-;-;235;3;615;289;990;-;-
"313660 NOVA UNIAO";1748;1199;534;15;1179;499;70;1111;515;122;1692;15;8;4;24;5;1552;16;16;164;1629;-;-
"313665 JUATUBA";5600;4956;446;198;4990;581;29;2191;3316;93;5569;5;-;8;3;15;4879;35;145;541;5499;-;-
"313670 JUIZ DE FORA";79889;76234;3216;439;79153;670;66;75757;1727;2405;79163;332;74;54;107;159;76961;213;956;1759;73451;-;-
"313680 JURAMENTO";1278;914;326;38;814;313;151;654;510;114;1271;2;3;-;-;2;1150;2;31;95;1249;-;-
"313690 JURUAIA";2182;1333;841;8;1786;393;3;1404;32;7;2169;3;-;-;10;-;822;3;695;662;2181;-;-
"313695 JUVENILIA";1482;1214;264;4;1286;149;47;5;1385;92;1478;1;2;-;1;-;466;2;867;147;1472;-;-
"313700 LADAINHA";3611;1178;2190;243;575;1207;1829;458;1285;1868;3060;450;39;33;25;4;2357;57;54;1143;2281;-;-
"313710 LAGAMAR";2668;1884;716;68;1835;793;40;1721;875;72;2652;-;-;-;5;11;2393;41;30;204;2607;-;-
"313720 LAGOA DA PRATA";11104;11061;34;9;11086;14;4;11033;68;3;11089;11;-;2;-;2;9076;32;875;1121;10986;-;-
"313730 LAGOA DOS PATOS";1109;760;340;9;587;262;260;15;884;210;1091;10;3;2;3;-;681;8;97;323;974;-;-
"313740 LAGOA DOURADA";2655;2196;404;55;2016;561;78;1838;706;111;2627;8;2;-;3;15;2569;10;-;76;2531;-;-
"313750 LAGOA FORMOSA";5732;4312;1414;6;4339;1351;42;4291;1422;19;5655;5;-;1;5;66;4179;28;1496;29;5694;-;-
"313753 LAGOA GRANDE";2661;2041;616;4;2061;553;47;740;1784;137;2635;2;1;1;17;5;1642;6;116;897;2622;4;4
"313760 LAGOA SANTA";13413;12951;416;46;12693;606;114;3178;10193;42;13325;14;1;26;2;45;12805;43;267;298;13162;-;-
"313770 LAJINHA";5728;3387;2311;30;3520;1759;449;3344;502;1882;5696;20;1;5;3;3;3714;14;102;1898;5685;-;-
"313780 LAMBARI";2073;2072;-;1;2066;5;2;1993;11;69;2071;-;-;-;1;1;1182;18;288;585;2059;-;-
"313790 LAMIM";1039;539;498;2;470;520;49;646;205;188;1036;3;-;-;-;-;989;8;1;41;1023;-;-
"313800 LARANJAL";2021;1607;407;7;1716;264;41;1731;144;146;1999;14;1;2;-;5;1777;85;16;143;1983;-;-
"313810 LASSANCE";2060;1414;570;76;1341;694;25;31;1917;112;2042;13;1;-;-;4;1307;28;400;325;2001;-;-
"313820 LAVRAS";16175;15154;973;48;15053;978;144;15050;1053;72;15991;24;2;1;5;152;15610;22;89;454;16129;-;-
"313830 LEANDRO FERREIRA";1063;715;328;20;723;321;19;685;363;15;1063;-;-;-;-;-;1020;16;2;25;1054;-;-
"313835 LEME DO PRADO";1778;1485;243;50;1020;416;342;1140;339;299;1713;55;1;6;-;3;1716;12;1;49;1758;-;-
"313850 LIBERDADE";1800;1313;487;-;1317;470;13;1319;449;32;1787;9;-;3;1;-;44;-;1323;433;1727;-;-
"313860 LIMA DUARTE";4933;3903;1025;5;4091;680;162;2871;285;1777;4618;40;8;5;1;261;4489;21;29;394;4803;-;-
"313862 LIMEIRA DO OESTE";1618;1368;246;4;1377;221;20;634;944;40;1436;35;2;141;4;-;411;9;1009;189;1586;-;-
"313865 LONTRA";2099;1490;599;10;1088;683;328;11;1718;370;2085;13;-;-;1;-;1706;7;9;377;1779;-;-
"313867 LUISBURGO";1920;621;1252;47;640;946;334;634;444;842;1849;61;5;2;2;1;1341;7;102;470;1906;-;-
"313868 LUISLANDIA";1565;681;852;32;622;474;469;12;1321;232;1557;1;1;1;-;5;830;18;41;676;1516;-;-
"313870 LUMINARIAS";1306;1207;97;1;1194;100;11;1187;91;27;1295;4;-;-;-;6;1256;4;4;41;1255;-;-
"313880 LUZ";4919;4891;27;1;4841;74;4;4751;166;2;4914;4;-;-;-;1;4860;6;1;52;4912;-;-
"313890 MACHACALIS";2061;1645;380;36;1567;377;117;1464;453;144;2021;30;4;3;-;3;1911;1;1;148;1920;-;-
"313900 MACHADO";2024;2008;16;-;2018;5;1;1997;15;12;2016;8;-;-;-;-;1526;4;124;370;1983;-;-
"313910 MADRE DE DEUS DE MINAS";1360;1231;91;38;1226;130;4;1238;108;14;1359;-;-;-;-;1;1335;3;12;10;1349;-;-
"313920 MALACACHETA";5061;3443;1602;16;3306;1242;513;3332;1603;126;5024;28;4;5;-;-;4804;62;1;194;4649;-;-
"313925 MAMONAS";1966;1101;824;41;841;1017;108;57;1867;42;1966;-;-;-;-;-;1877;18;1;70;1960;-;-
"313930 MANGA";5288;3787;1258;243;3550;1270;468;33;4778;477;5145;73;59;-;8;3;3388;17;208;1675;5111;-;-
"313940 MANHUACU";19023;14788;4172;63;15726;2773;524;16141;1409;1473;18946;56;6;6;4;5;17430;86;194;1313;16186;-;-
"313950 MANHUMIRIM";5620;4869;702;49;4917;625;78;4954;325;341;5619;-;-;-;-;1;5151;71;4;394;5598;-;-
"313960 MANTENA";7473;6389;1048;36;6186;906;381;6111;527;835;7468;-;-;4;1;-;3611;14;2731;1117;7419;-;-
"313970 MARAVILHAS";2104;1705;397;2;1702;373;29;1554;534;16;2102;1;-;-;-;1;1705;8;221;170;2076;-;-
"313980 MAR DE ESPANHA";3393;3117;265;11;3137;251;5;3122;261;10;3384;5;-;3;1;-;3221;28;32;112;3374;-;-
"313990 MARIA DA FE";4297;2500;1666;131;3458;705;134;3851;67;379;4256;19;19;2;-;1;2733;47;2;1515;4271;-;-
"314000 MARIANA";7086;6200;879;7;5548;1377;161;6271;295;520;7017;48;10;2;5;4;6068;70;11;937;6951;-;-
"314010 MARILAC";225;225;-;-;215;8;2;207;17;1;225;-;-;-;-;-;167;-;-;58;225;-;1
"314020 MARIPA DE MINAS";904;714;188;2;818;80;6;853;29;22;903;1;-;-;-;-;799;5;-;100;903;-;-
"314030 MARLIERIA";1283;949;275;58;1057;178;47;1042;103;137;1182;66;9;9;5;11;1204;8;-;70;1259;-;-
"314040 MARMELOPOLIS";904;486;414;4;699;181;24;610;27;267;871;8;-;1;-;24;626;8;-;270;882;-;-
"314050 MARTINHO CAMPOS";4022;3429;593;-;3662;348;12;2104;1916;2;4022;-;-;-;-;-;3724;105;1;192;4017;-;-
"314053 MARTINS SOARES";1678;597;1062;19;854;678;146;1109;136;433;1636;32;1;8;1;-;1163;31;33;451;1665;-;-
"314055 MATA VERDE";2167;1695;444;28;1671;283;213;1553;343;271;1920;82;9;-;4;152;1837;8;133;189;1979;-;-
"314060 MATERLANDIA";1296;629;649;18;607;310;379;616;606;74;1072;160;1;17;-;46;751;16;463;66;1146;-;-
"314070 MATEUS LEME";8054;7133;899;22;7040;962;52;4650;3337;67;8046;2;-;-;3;3;7428;37;107;482;8018;-;-
"314080 MATIAS BARBOSA";3203;2684;493;26;3067;131;5;2870;266;67;3194;1;1;2;3;2;2384;21;576;222;3172;-;-
"314085 MATIAS CARDOSO";2409;1690;486;233;1037;1001;371;13;2114;282;2306;62;15;8;9;9;1125;20;32;1232;2242;-;-
"314090 MATIPO";4188;4181;7;-;4162;16;10;4166;14;8;4182;5;1;-;-;-;4175;3;3;7;4138;-;-
"314100 MATO VERDE";4237;2995;1098;144;2845;868;524;177;3754;306;4204;22;8;1;1;1;3492;19;400;326;4104;-;-
"314110 MATOZINHOS";9223;8927;228;68;9017;198;8;5247;3945;31;9174;22;2;2;5;18;8881;20;111;211;8857;-;-
"314120 MATUTINA";1299;1251;47;1;1246;52;1;1240;59;-;1299;-;-;-;-;-;1286;3;-;10;1291;-;-
"314130 MEDEIROS";1103;674;425;4;728;360;15;642;448;13;1102;1;-;-;-;-;975;2;7;119;1073;-;-
"314140 MEDINA";5083;3368;1683;32;3652;1135;296;3452;1168;463;5029;36;4;5;7;2;4883;16;62;122;4617;-;-
"314150 MENDES PIMENTEL";2761;1851;901;9;1817;580;364;1824;393;544;2705;-;-;1;1;54;1954;7;125;675;2734;-;-
"314160 MERCES";3207;2376;784;47;2358;746;103;2433;465;309;3122;16;14;5;1;49;3051;22;17;117;3150;-;-
"314170 MESQUITA";1687;1001;679;7;994;579;114;1051;246;390;1604;73;3;-;-;7;1468;4;4;211;1633;-;-
"314180 MINAS NOVAS";8055;3641;2458;1956;2762;3921;1372;2429;4134;1492;7919;100;9;21;6;-;7213;254;41;547;6197;-;-
"314190 MINDURI";1047;960;87;-;942;102;3;939;105;3;1047;-;-;-;-;-;905;6;11;125;1037;-;-
"314200 MIRABELA";4322;3260;1002;60;2642;1376;304;54;3995;273;4290;17;7;2;4;2;4107;14;28;173;4118;-;-
"314210 MIRADOURO";3021;2021;929;71;2071;606;344;2196;317;508;2969;22;6;13;7;4;2197;44;318;462;3017;-;-
"314220 MIRAI";3915;3448;448;19;3393;381;141;3475;134;306;3903;9;2;1;-;-;3496;12;123;284;3866;-;-
"314225 MIRAVANIA";1252;467;765;20;182;707;363;4;886;362;1131;39;19;18;45;-;767;10;76;399;1102;-;-
"314230 MOEDA";1514;631;879;4;963;507;44;430;942;142;1503;7;1;2;-;1;1396;4;9;105;1506;-;-
"314240 MOEMA";1882;1735;139;8;1707;144;31;1512;362;8;1880;1;-;1;-;-;1516;9;125;232;1837;-;-
"314250 MONJOLOS";673;434;239;-;337;297;39;1;649;23;672;1;-;-;-;-;561;2;-;110;659;-;-
"314260 MONSENHOR PAULO";1438;1434;4;-;1435;3;-;1436;2;-;1438;-;-;-;-;-;1425;-;9;4;1433;-;-
"314270 MONTALVANIA";4295;2837;1203;255;2422;1419;454;57;3602;636;4156;95;7;4;3;30;3522;58;191;524;4090;-;-
"314280 MONTE ALEGRE DE MINAS";5116;4971;68;77;4950;151;15;4901;194;21;4478;2;-;4;3;629;4152;4;7;953;5003;-;-
"314290 MONTE AZUL";6856;4342;2326;188;3668;2618;570;780;5790;286;6814;9;1;-;3;29;6518;40;54;244;6575;-;-
"314300 MONTE BELO";1130;1128;2;-;1126;2;2;1129;1;-;1129;1;-;-;-;-;1092;3;23;12;1118;-;-
"314310 MONTE CARMELO";12008;11634;371;3;11732;259;17;11056;945;7;11910;40;2;55;1;-;11115;37;258;598;12002;-;-
"314315 MONTE FORMOSO";1151;406;718;27;368;514;269;377;566;208;1050;89;11;1;-;-;1042;2;1;106;1083;-;-
"314320 MONTE SANTO DE MINAS";7305;5797;1507;1;5899;1372;34;5718;1560;27;7279;21;-;2;3;-;6617;37;163;488;7246;-;-
"314330 MONTES CLAROS";59151;52465;6326;360;52990;5402;759;50573;7685;893;59028;54;9;8;37;15;51551;232;982;6386;58286;-;-
"314340 MONTE SIAO";4070;2814;1235;21;3197;840;33;2959;974;137;4055;12;-;-;-;3;2840;47;459;724;4028;-;-
"314345 MONTEZUMA";2021;1209;759;53;869;649;503;550;1056;415;2011;6;3;-;-;1;1728;8;155;130;1986;-;-
"314350 MORADA NOVA DE MINAS";2580;2112;440;28;2156;408;16;53;2511;16;2568;4;2;3;2;1;2036;12;7;525;2548;-;-
"314360 MORRO DA GARCA";851;474;374;3;284;512;55;315;494;42;844;1;1;4;1;-;729;4;81;37;834;-;-
"314370 MORRO DO PILAR";1102;795;294;13;547;216;339;667;73;362;1055;39;4;4;-;-;195;1;648;258;963;-;-
"314380 MUNHOZ";1049;1047;2;-;1049;-;-;1047;2;-;1046;2;-;1;-;-;5;-;1043;1;1046;-;-
"314390 MURIAE";28495;26418;2025;52;26668;1594;233;26989;563;943;28286;126;53;20;2;8;26144;77;294;1980;28291;-;-
"314400 MUTUM";7871;3879;3707;285;3564;3515;792;3774;2385;1712;7798;38;1;20;4;10;5747;314;214;1596;7588;-;-
"314410 MUZAMBINHO";4056;3619;435;2;3641;407;8;3622;429;5;4053;3;-;-;-;-;3792;110;21;133;4039;-;-
"314420 NACIP RAYDAN";847;640;206;1;606;163;78;604;189;54;816;11;7;-;2;11;560;3;181;103;840;-;-
"314430 NANUQUE";9464;9447;10;7;9452;4;8;9366;44;54;9464;-;-;-;-;-;9443;4;8;9;9457;-;-
"314435 NAQUE";1740;1679;34;27;1557;158;25;1565;74;101;1713;7;10;1;1;8;1310;6;278;146;1646;-;-
"314437 NATALANDIA";1074;819;254;1;835;222;17;633;382;59;1064;-;-;4;3;3;625;3;2;444;1062;-;-
"314440 NATERCIA";1407;965;442;-;1126;225;56;1151;62;194;1402;2;1;2;-;-;1117;7;17;266;1406;-;-
"314450 NAZARENO";2416;2065;350;1;2124;279;13;1857;536;23;2357;-;1;-;-;58;2314;2;66;34;2405;-;-
"314460 NEPOMUCENO";4291;3676;577;38;3660;565;66;3596;603;92;4268;-;-;-;1;22;3768;20;135;368;4263;-;-
"314465 NINHEIRA";2862;1787;893;182;710;1175;977;103;1872;887;2814;23;-;4;2;19;2018;270;141;433;2745;-;-
"314467 NOVA BELEM";1202;405;795;2;426;544;232;409;462;331;1202;-;-;-;-;-;616;10;22;554;1180;-;-
"314470 NOVA ERA";1613;863;731;19;1133;389;91;1326;117;170;1354;212;14;11;7;15;1204;18;136;255;1582;-;-
"314480 NOVA LIMA";19854;19241;602;11;19789;59;6;17723;1948;183;19806;25;2;16;5;-;19017;32;438;367;18387;-;-
"314490 NOVA MODICA";1223;764;455;4;744;383;96;611;70;542;1222;1;-;-;-;-;724;1;-;498;1215;-;-
"314500 NOVA PONTE";2748;2747;1;-;2748;-;-;2747;1;-;2743;4;1;-;-;-;2028;22;696;2;2744;-;-
"314505 NOVA PORTEIRINHA";1961;1714;145;102;1263;612;86;123;1785;53;1958;1;-;-;1;1;1454;11;275;221;1951;-;-
"314510 NOVA RESENDE";4264;2329;1927;8;2436;1366;462;1364;2875;25;4236;5;-;2;-;21;1999;21;1606;638;4218;-;-
"314520 NOVA SERRANA";16169;15576;532;61;15834;323;12;15491;653;25;16136;23;-;-;1;9;14682;57;594;836;16044;-;-
"314530 NOVO CRUZEIRO";8977;3018;5526;433;2715;3976;2286;2266;3702;3009;8305;339;42;241;10;40;8184;211;46;536;6834;-;-
"314535 NOVO ORIENTE DE MINAS";2933;1609;1306;18;1477;1178;278;1368;991;574;2542;162;10;17;4;198;2488;22;14;409;2310;-;-
"314537 NOVORIZONTE";1494;941;494;59;770;415;309;6;1399;89;1493;1;-;-;-;-;942;4;15;533;1407;-;-
"314540 OLARIA";784;440;343;1;625;117;42;526;39;219;770;11;2;-;-;1;693;-;1;90;766;-;-
"314545 OLHOS-D'AGUA";1267;895;336;36;728;435;104;6;1163;98;1259;2;-;4;2;-;1204;7;-;56;1234;-;-
"314550 OLIMPIO NORONHA";827;648;179;-;753;74;-;756;68;3;821;6;-;-;-;-;698;5;66;58;822;-;-
"314560 OLIVEIRA";10728;9770;958;-;9804;880;44;9764;871;93;10722;5;-;-;-;1;10643;12;38;35;10639;-;-
"314570 OLIVEIRA FORTES";695;458;233;4;392;285;18;393;31;271;691;-;-;1;-;3;212;2;385;96;690;-;-
"314580 ONCA DE PITANGUI";947;274;666;7;532;404;11;347;588;12;941;5;1;-;-;-;851;6;38;52;941;-;-
"314585 ORATORIOS";1469;1011;450;8;1012;414;43;1270;148;51;1459;6;1;2;-;1;1375;22;2;70;1442;-;-
"314587 ORIZANIA";961;428;533;-;424;509;28;463;102;396;960;1;-;-;-;-;735;6;3;217;734;-;-
"314590 OURO BRANCO";9230;8336;888;6;8481;706;43;8231;841;158;9225;4;-;-;1;-;9114;25;5;86;9197;2;12
"314600 OURO FINO";2795;2771;21;3;2791;3;1;2778;4;13;2790;4;-;-;1;-;2665;3;1;126;2785;-;-
"314610 OURO PRETO";18842;17402;1407;33;17434;1028;380;16218;1164;1460;18602;123;31;23;9;54;17630;45;432;735;18501;-;-
"314620 OURO VERDE DE MINAS";1710;918;731;61;658;419;633;798;538;374;1672;28;7;-;1;2;1344;13;91;262;1290;-;-
"314625 PADRE CARVALHO";1467;1061;349;57;670;505;292;13;1121;333;1463;2;-;1;-;1;1240;19;3;205;1167;-;-
"314630 PADRE PARAISO";4848;3130;1678;40;3000;1596;252;3069;1520;259;4743;71;12;15;1;6;4332;27;4;485;4687;-;-
"314640 PAINEIRAS";1683;1313;366;4;1211;434;38;47;1576;60;1655;25;-;1;1;1;1452;11;63;157;1641;-;-
"314650 PAINS";2451;2116;332;3;2035;407;9;2071;379;1;2437;9;5;-;-;-;2348;8;45;50;2440;-;-
"314655 PAI PEDRO";1651;728;725;198;563;708;380;19;1231;401;1630;15;3;3;-;-;956;16;45;634;1473;-;-
"314660 PAIVA";538;444;91;3;426;54;58;383;28;127;533;3;2;-;-;-;532;1;1;4;515;-;-
"314670 PALMA";2462;2235;198;29;2245;196;21;2219;171;72;2460;2;-;-;-;-;2238;131;41;52;2456;-;-
"314675 PALMOPOLIS";2157;1597;514;46;1430;422;305;863;775;519;2065;74;3;11;-;4;1959;3;122;73;1726;-;-
"314690 PAPAGAIOS";3488;3467;20;1;3427;50;11;1326;2150;12;3486;1;-;-;-;1;2264;16;689;519;3410;-;-
"314700 PARACATU";8687;8287;388;12;8417;228;42;6821;1790;76;8655;12;1;5;8;6;7709;46;181;751;8457;-;-
"314710 PARA DE MINAS";19387;18633;728;26;19105;276;6;18576;740;71;19350;7;1;1;1;27;18638;34;277;438;19359;-;-
"314720 PARAGUACU";6441;5150;1289;2;5274;1127;40;5122;1307;12;6400;5;-;1;-;35;4950;18;8;1465;6428;-;-
"314730 PARAISOPOLIS";4738;3688;1038;12;3993;672;73;3689;494;555;4731;6;1;-;-;-;3766;22;23;927;4728;-;-
"314740 PARAOPEBA";3982;3032;862;88;2883;1059;40;2367;1543;72;3940;2;-;1;10;29;2462;36;895;589;3928;-;-
"314750 PASSABEM";594;278;297;19;331;221;42;350;37;207;580;11;-;1;-;2;395;-;1;198;590;-;-
"314760 PASSA QUATRO";4484;4044;435;5;4308;149;27;3883;89;512;4337;46;7;2;5;87;2802;11;321;1350;4436;-;-
"314770 PASSA TEMPO";2704;2083;606;15;2101;576;27;2036;621;47;2700;4;-;-;-;-;1749;4;942;9;2679;-;-
"314780 PASSA-VINTE";601;399;199;3;423;86;92;384;21;196;592;6;1;1;-;1;456;1;1;143;570;-;-
"314790 PASSOS";13541;13532;3;5;13521;11;8;13510;20;10;13492;38;8;-;1;1;12743;12;602;183;13503;-;-
"314795 PATIS";1396;1102;277;17;668;521;207;8;1092;296;1387;8;-;-;-;1;1169;6;62;159;1329;-;-
"314800 PATOS DE MINAS";48339;45295;2857;187;45176;2885;277;44950;2888;501;48171;38;5;20;60;45;45734;97;1250;1258;47308;-;-
"314810 PATROCINIO";20971;17481;3454;36;17963;2119;889;17365;3449;157;20880;38;7;11;7;28;19943;75;181;772;20807;51;50
"314820 PATROCINIO DO MURIAE";1769;1457;306;6;1458;250;61;1441;137;191;1767;-;1;-;-;1;1695;9;1;64;1760;-;-
"314830 PAULA CANDIDO";2591;1447;1125;19;1625;845;121;1543;413;635;2582;9;-;-;-;-;2270;11;30;280;2537;-;-
"314840 PAULISTAS";1130;439;582;109;294;628;208;379;632;119;944;153;24;6;2;1;198;32;421;479;960;-;-
"314850 PAVAO";1030;566;457;7;548;385;97;593;284;153;1023;1;1;-;-;5;979;3;4;44;971;-;-
"314860 PECANHA";4204;2418;1703;83;2229;1602;373;1782;2006;416;3716;322;26;94;42;4;3483;15;8;698;4126;-;-
"314875 PEDRA BONITA";1761;487;1236;38;478;881;402;536;474;751;1748;6;-;3;1;3;1109;3;1;648;1717;-;-
"314880 PEDRA DO ANTA";1087;688;382;17;675;250;162;879;83;125;1066;19;2;-;-;-;956;9;34;88;1029;-;-
"314890 PEDRA DO INDAIA";1361;914;421;26;928;398;35;840;489;32;1350;1;-;-;-;10;1191;4;107;59;1358;-;-
"314900 PEDRA DOURADA";693;454;239;-;466;113;114;447;156;90;693;-;-;-;-;-;531;1;-;161;692;-;-
"314910 PEDRALVA";3370;1696;1636;38;2364;905;101;2262;325;783;3348;19;3;-;-;-;2609;16;93;652;3333;2;17
"314915 PEDRAS DE MARIA DA CRUZ";2452;1860;519;73;1747;510;195;99;2086;267;2444;5;2;-;-;1;1674;19;260;499;2437;-;-
"314920 PEDRINOPOLIS";1138;954;183;1;993;141;4;974;159;5;1135;1;-;-;-;2;1053;2;2;81;1128;-;-
"314930 PEDRO LEOPOLDO";8390;8353;30;7;8368;19;3;8116;251;23;8367;18;-;1;2;2;8280;16;79;15;8405;11;14
"314940 PEDRO TEIXEIRA";504;348;155;1;349;142;13;475;6;23;501;1;1;1;-;-;475;2;-;27;499;-;-
"314950 PEQUERI";1017;959;58;-;971;44;2;964;25;28;1016;1;-;-;-;-;980;9;7;21;1011;-;-
"314960 PEQUI";1515;1207;308;-;1095;416;4;503;1005;7;1515;-;-;-;-;-;1423;4;-;88;1513;-;-
"314970 PERDIGAO";2292;1848;439;5;1891;358;43;1832;456;4;2288;3;-;-;-;1;1916;68;96;212;2283;-;-
"314980 PERDIZES";3891;3065;813;13;3220;383;288;3111;704;76;3845;8;1;8;25;4;3564;11;120;196;3854;-;-
"314990 PERDOES";4801;4057;727;17;4171;569;61;4125;577;99;4762;2;-;-;-;37;4514;13;147;127;4768;-;-
"314995 PERIQUITO";2287;2074;207;6;1652;581;54;1773;411;103;2146;41;4;82;14;-;1098;7;940;242;2279;-;-
"315000 PESCADOR";1211;969;241;1;968;243;-;971;229;11;1207;3;-;-;-;1;1095;7;81;28;1206;-;-
"315010 PIAU";943;551;389;3;709;224;10;556;75;312;938;4;-;1;-;-;848;-;-;95;936;153;64
