 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2014
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"292410 PEDRAO";2177;678;1315;184;306;777;1094;75;1369;733;1300;474;142;1;-;260;1043;15;79;1040;1798;517;40
"292420 PEDRO ALEXANDRE";3006;565;860;1581;616;809;1581;12;807;2187;1581;361;445;9;16;594;233;24;927;1822;1488;343;60
"292430 PIATA";5331;4298;804;229;1934;2819;578;26;4182;1123;5262;51;6;-;1;11;4851;47;39;394;3760;-;-
"292440 PILAO ARCADO";7383;2492;1662;3229;2156;997;4230;83;2577;4723;6575;433;151;8;79;137;1596;121;1646;4020;3254;56;42
"292450 PINDAI";4268;1788;2311;169;815;949;2504;35;2578;1655;4218;21;7;1;-;21;2389;51;494;1334;3396;5;4
"292460 PINDOBACU";5571;3705;1582;284;4236;713;622;1391;3608;572;5344;163;46;6;2;10;4325;96;219;931;5381;605;165
"292465 PINTADAS";3019;1624;171;1224;1963;789;267;1177;1062;780;3000;15;4;-;-;-;2472;15;196;336;2587;672;615
"292467 PIRAI DO NORTE";2044;851;1102;91;915;486;643;272;622;1150;1431;150;173;275;11;4;1197;23;273;551;1570;83;75
"292470 PIRIPA";2859;1665;847;347;1620;884;355;77;2251;531;2820;2;-;2;1;34;2627;6;95;131;2707;903;874
"292480 PIRITIBA";6220;5556;220;444;5004;890;326;2005;3605;610;5850;278;83;-;-;9;4983;18;494;725;5792;1218;139
"292490 PLANALTINO";2593;1057;602;934;1185;938;470;9;2132;452;2545;35;13;-;-;-;2097;12;187;297;2263;466;95
"292500 PLANALTO";6017;3285;1502;1230;4035;1093;889;278;4361;1378;5896;55;25;3;2;36;4964;230;134;689;5151;4;24
"292510 POCOES";13485;10713;1765;1007;10462;2583;440;7398;4081;2006;13302;70;14;15;10;74;11810;115;316;1244;12916;1096;537
"292520 POJUCA";9584;8424;998;162;8783;511;290;8194;821;569;9301;134;70;13;57;9;7348;34;258;1944;9544;1401;145
"292525 PONTO NOVO";5323;4163;469;691;3968;771;584;53;4146;1124;5203;43;19;1;6;51;4010;32;786;495;4659;1246;437
"292530 PORTO SEGURO";33902;27906;5766;230;32502;1192;208;25496;7907;499;33276;191;88;103;38;206;22480;359;3608;7455;33584;2116;1271
"292540 POTIRAGUA";2440;2241;104;95;2207;104;129;2078;95;267;1920;49;39;409;18;5;1558;11;551;320;2256;31;30
"292550 PRADO";7821;5284;2443;94;5794;1782;245;366;6796;659;6844;297;191;350;33;106;5667;83;846;1225;6956;10;16
"292560 PRESIDENTE DUTRA";4338;4194;72;72;3394;440;504;15;3933;390;4304;4;5;-;2;23;1757;17;2236;328;4224;316;210
"292570 PRESIDENTE JANIO QUADROS";3776;1408;1105;1263;1439;1364;973;27;2035;1714;3754;20;-;-;-;2;2684;75;447;570;2818;1;3
"292575 PRESIDENTE TANCREDO NEVES";6770;3292;3289;189;3303;1458;2009;1791;2988;1991;6327;246;152;31;11;3;4230;48;482;2010;6272;1828;1834
"292580 QUEIMADAS";5629;2871;404;2354;2799;1594;1236;1507;1896;2226;5557;23;19;-;2;28;4147;57;188;1237;4670;589;167
"292590 QUIJINGUE";9216;4836;2653;1727;3646;3467;2103;277;4750;4189;9079;36;31;-;3;67;4764;121;2465;1866;6588;3057;3070
"292593 QUIXABEIRA";2983;2167;142;674;2212;365;406;41;2384;558;2976;3;1;-;-;3;2324;26;182;451;2633;1259;1212
"292595 RAFAEL JAMBEIRO";6410;2958;2485;967;2382;2340;1688;684;2772;2954;6161;209;25;-;13;2;3075;62;1210;2063;5916;2053;1405
"292600 REMANSO";11962;7587;643;3732;7010;1440;3512;6057;1597;4308;11044;255;149;13;51;450;5844;94;2795;3229;7681;7;-
"292610 RETIROLANDIA";3812;2601;170;1041;2657;560;595;110;2923;779;3763;6;3;-;-;40;3109;10;298;395;3674;106;134
"292620 RIACHAO DAS NEVES";6203;3965;1815;423;2894;1400;1909;46;4178;1979;5546;330;250;27;38;12;2234;32;796;3141;5008;88;88
"292630 RIACHAO DO JACUIPE";10107;7759;1626;722;7244;2135;728;5547;2363;2197;10048;12;1;-;2;44;8091;55;779;1182;9173;1402;1240
"292640 RIACHO DE SANTANA";5054;3765;725;564;3015;961;1078;259;3574;1221;4763;62;33;27;2;167;4241;65;213;535;4040;132;132
"292650 RIBEIRA DO AMPARO";4087;625;3368;94;1245;1874;968;1;3235;851;4032;40;6;-;6;3;1474;8;721;1884;3878;2117;2183
"292660 RIBEIRA DO POMBAL";15316;11485;2879;952;8619;4291;2406;1434;10849;3033;15129;66;22;27;11;61;9825;51;1478;3962;14128;1016;163
"292665 RIBEIRAO DO LARGO";2784;1385;1153;246;1399;1083;302;703;1514;567;1939;301;94;31;-;419;2402;13;77;292;2427;174;176
"292670 RIO DE CONTAS";3966;3255;450;261;2131;1341;494;671;2936;359;3964;-;-;2;-;-;3887;7;8;64;3834;1123;1537
"292680 RIO DO ANTONIO";4229;2543;1000;686;1745;1753;731;38;3070;1121;4203;4;-;-;1;21;3850;9;245;125;3858;-;5
"292690 RIO DO PIRES";3191;2242;460;489;1602;833;756;31;2328;832;3180;3;-;-;1;7;2499;15;425;252;2595;809;723
"292700 RIO REAL";11342;7434;3659;249;7259;2930;1153;214;9767;1361;10224;718;281;3;4;112;6092;100;912;4238;10855;1949;10
"292710 RODELAS";2248;2148;3;97;1739;129;380;1669;419;160;2156;13;61;3;4;11;1762;5;234;247;2228;197;101
"292720 RUY BARBOSA";8656;7502;654;500;7452;698;506;5440;2320;896;7827;413;67;-;8;341;7551;52;507;546;8253;1482;60
"292730 SALINAS DA MARGARIDA";3273;3194;59;20;3183;61;29;46;3161;66;3259;1;5;-;8;-;2201;32;794;246;3228;601;693
"292740 SALVADOR";191012;188561;1046;1403;178133;1769;11109;157746;18959;14305;180794;741;232;1815;562;6867;137131;5140;7131;41609;185962;2230;1732
"292750 SANTA BARBARA";5398;3211;861;1326;2379;1763;1256;147;3431;1820;4972;35;12;-;1;378;2266;43;1207;1882;4733;107;213
"292760 SANTA BRIGIDA";3157;1334;751;1072;1383;1138;636;921;945;1291;2824;165;165;-;3;-;754;18;742;1643;2405;48;-
"292770 SANTA CRUZ CABRALIA";7163;4848;2178;137;5953;1041;169;3004;3645;514;6512;117;196;286;41;11;5105;113;764;1181;6871;3;-
"292780 SANTA CRUZ DA VITORIA";1539;1392;119;28;1333;139;67;1181;85;273;1402;110;26;-;1;-;1313;6;75;145;1504;35;36
"292800 SANTALUZ";7672;4937;1159;1576;4949;1578;1145;3514;2026;2132;7597;33;23;2;6;11;4693;46;1387;1546;6846;262;73
"292805 SANTA LUZIA";3800;2467;1267;66;2300;921;579;1820;877;1103;2252;23;16;1479;27;3;2407;45;674;674;3307;673;675
"292810 SANTA MARIA DA VITORIA";10689;8425;1588;676;6275;2084;2330;128;8440;2121;10349;146;102;10;35;47;7766;54;389;2480;9646;823;13
"292820 SANTANA";8036;4770;3042;224;3904;2519;1613;197;6590;1249;7898;95;31;4;2;6;4229;49;817;2941;7039;2243;3972
"292840 SANTA RITA DE CASSIA";6866;4174;2012;680;3914;711;2241;359;4370;2137;6635;121;66;21;12;11;4086;25;952;1803;5050;618;205
"292850 SANTA TERESINHA";3212;2464;420;328;1235;1754;223;5;2595;612;3181;29;1;-;1;-;2256;8;241;707;3025;1257;1247
"292860 SANTO AMARO";15152;11766;3176;210;11598;2566;988;9114;4287;1751;13590;720;367;21;36;418;9672;420;1821;3239;14833;285;51
"292870 SANTO ANTONIO DE JESUS";30834;26158;4525;151;26307;3238;1289;21330;7453;2051;30393;77;26;2;13;323;23259;267;3783;3525;30681;812;261
"292880 SANTO ESTEVAO";13758;9204;3256;1298;6736;3620;3402;463;10107;3188;13594;14;11;23;18;98;6696;180;4485;2397;12424;1032;52
"292890 SAO DESIDERIO";6573;3418;2765;390;3208;2427;938;99;4639;1835;6291;77;40;16;15;134;3315;33;1110;2115;5653;1196;1237
"292895 SAO DOMINGOS";3176;2585;68;523;2456;292;428;1811;645;720;3161;9;5;-;1;-;2526;10;265;375;2925;472;462
"292900 SAO FELIX";3832;2488;1259;85;2507;1067;258;2185;782;865;3197;130;60;3;18;424;2332;46;356;1098;3734;681;352
"292905 SAO FELIX DO CORIBE";4274;3459;547;268;2969;759;546;140;3613;521;4217;30;13;5;1;8;3428;19;324;503;3879;1193;1018
"292910 SAO FELIPE";6289;2699;3530;60;3127;2453;709;156;5282;851;6258;11;6;2;8;4;4860;58;527;844;6128;1356;22
"292920 SAO FRANCISCO DO CONDE";9769;9290;126;301;8834;381;539;4835;3363;1543;9306;197;152;60;41;13;4570;104;1408;3687;8992;588;1144
"292925 SAO GABRIEL";5926;5134;633;159;4486;983;457;19;5377;530;5878;25;4;-;1;18;3249;17;2039;621;5755;2108;806
"292930 SAO GONCALO DOS CAMPOS";8617;5600;2835;182;5106;2741;770;192;7783;642;8491;70;16;1;1;38;5655;56;989;1917;8438;1463;1431
"292935 SAO JOSE DA VITORIA";1997;1569;336;92;1530;176;291;1332;356;309;1477;17;23;471;7;2;1077;17;531;372;1773;341;17
"292937 SAO JOSE DO JACUIPE";2993;2276;222;495;2317;310;366;952;1508;533;2952;2;-;2;-;37;1840;7;388;758;2883;1410;1503
"292950 SAO SEBASTIAO DO PASSE";13437;9844;3522;71;10648;2113;676;7046;4407;1984;12203;672;371;6;26;159;8248;194;952;4043;13243;192;110
"292960 SAPEACU";6284;3479;2706;99;3533;1447;1304;102;5612;570;6073;27;4;-;13;167;5147;79;398;660;6205;1810;2179
"292970 SATIRO DIAS";4590;2809;1653;128;1701;1839;1050;1099;2181;1310;4334;93;63;8;7;85;2520;22;482;1566;4324;349;61
"292975 SAUBARA";3375;3098;221;56;2785;417;173;542;2655;178;3231;84;40;11;2;7;1738;61;508;1068;3179;678;677
"292980 SAUDE";3206;2777;261;168;2170;722;314;488;2234;484;3010;77;12;-;-;107;2669;8;195;334;3123;617;134
"292990 SEABRA";12835;8885;3282;668;4460;4935;3440;283;8045;4507;12582;100;31;5;-;117;9995;113;472;2255;10291;867;363
"293000 SEBASTIAO LARANJEIRAS";2582;1878;401;303;1216;935;431;47;2208;327;2568;7;1;2;2;2;2137;9;155;281;2384;910;921
"293010 SENHOR DO BONFIM";21889;19734;977;1178;18241;1993;1655;9187;10945;1757;20456;299;59;11;18;1046;17465;164;2099;2161;21059;435;237
"293015 SERRA DO RAMALHO";9479;7911;1276;292;1308;7666;505;36;8755;688;9205;105;118;18;11;22;1452;31;1137;6859;9167;2351;122
"293020 SENTO SE";7904;6228;1095;581;3984;833;3087;2129;4047;1728;7239;250;291;37;6;81;3061;57;2796;1990;7104;948;891
"293030 SERRA DOURADA";5272;3891;1097;284;2118;1722;1432;9;4505;758;5189;61;20;1;1;-;2277;12;548;2435;4804;1063;1845
"293040 SERRA PRETA";4925;2102;2017;806;1763;1919;1243;155;2893;1877;4815;15;8;-;2;85;3196;29;475;1225;4150;207;63
"293050 SERRINHA";25591;22367;1380;1844;16277;4822;4492;11958;9784;3849;22927;32;6;3;44;2579;18534;229;2702;4126;24803;160;83
"293060 SERROLANDIA";4295;3904;129;262;3567;483;245;46;3833;416;4289;2;2;-;1;1;3718;17;239;321;4205;381;382
"293070 SIMOES FILHO";31590;30400;1115;75;27714;1839;2037;21741;7681;2168;30652;141;50;55;39;653;21512;460;3128;6490;31481;3206;2752
"293075 SITIO DO MATO";3310;1969;1024;317;1638;1156;516;202;2517;591;2903;97;48;12;1;249;1239;19;1141;911;2988;745;799
"293076 SITIO DO QUINTO";3083;2429;174;480;2081;267;735;384;2113;586;3008;30;26;4;9;6;1635;13;562;873;2843;1344;6
"293077 SOBRADINHO";6342;6158;63;121;6054;129;159;4681;1491;170;6162;66;74;1;-;39;3214;24;1988;1116;6316;241;140
"293080 SOUTO SOARES";4623;3664;413;546;1387;2386;850;25;3252;1346;4558;32;28;-;1;4;2414;20;759;1430;4373;1867;2163
"293090 TABOCAS DO BREJO VELHO";3430;2935;414;81;971;924;1535;24;2327;1079;3402;7;5;3;10;3;1316;24;203;1887;2903;1111;1096
"293100 TANHACU";6703;3402;2249;1052;3087;1698;1918;655;4102;1946;6698;3;-;-;-;2;5483;25;387;808;6304;63;32
"293105 TANQUE NOVO";4454;2701;1041;712;2007;823;1624;14;3238;1202;4432;11;-;-;-;11;4217;10;16;211;4079;1506;2139
"293110 TANQUINHO";1970;1498;215;257;1377;509;84;967;728;275;1835;-;1;-;-;134;1335;14;251;370;1873;255;255
"293120 TAPEROA";4816;2661;1821;334;1989;665;2162;1223;1135;2458;3334;366;967;132;13;4;2682;162;458;1514;3352;578;5
"293130 TAPIRAMUTA";4142;3481;456;205;3154;765;223;6;3827;309;3839;156;21;-;-;126;3274;22;690;156;3970;529;307
"293135 TEIXEIRA DE FREITAS";39135;32548;6131;456;37462;1215;458;29524;8822;789;38203;321;116;320;77;98;28411;284;3758;6682;37886;2054;2227
"293140 TEODORO SAMPAIO";2626;1905;479;242;1711;321;594;255;1861;510;2149;345;127;1;3;1;1129;21;57;1419;2384;24;29
"293150 TEOFILANDIA";5663;3806;1071;786;2126;1910;1627;880;3197;1586;5550;16;8;8;5;76;2171;39;2346;1107;5190;1179;1343
"293160 TEOLANDIA";3077;1253;1667;157;1322;828;927;767;1006;1304;2442;201;177;189;59;9;1982;42;285;768;2387;780;771
"293170 TERRA NOVA";3707;2824;812;71;2849;334;524;2429;579;699;3475;124;75;1;2;30;2391;16;70;1230;3605;1343;1402
"293180 TREMEDAL";4758;1586;1594;1578;1341;2594;823;197;2859;1702;4715;20;1;8;-;14;2977;31;747;1003;4382;1174;2472
"293190 TUCANO";11568;7150;2933;1485;5597;2276;3695;3999;3492;4077;11190;83;29;4;9;253;4891;41;584;6052;9265;460;301
"293200 UAUA";7635;4112;1983;1540;3743;1293;2599;130;4201;3304;7613;9;2;10;-;1;6499;52;437;647;6562;88;38
"293210 UBAIRA";5987;3379;2506;102;3056;1645;1286;2634;2090;1263;5504;359;98;17;3;6;5262;68;93;564;5158;781;810
"293220 UBAITABA";6118;5185;476;457;5302;191;625;4461;383;1274;5074;74;54;886;15;15;2736;65;1844;1473;5586;58;32
"293230 UBATA";5252;4750;433;69;4969;62;221;4298;427;527;5150;39;17;31;10;5;3739;40;846;627;5084;19;3
"293240 UIBAI";4200;4105;49;46;4060;87;53;-;3933;267;4067;9;11;-;2;111;2694;3;-;1503;4157;945;937
"293245 UMBURANAS";3714;2157;892;665;1848;608;1258;11;2394;1309;3648;50;10;2;2;2;2197;28;914;575;3252;534;590
"293250 UNA";5965;3623;2085;257;3980;1437;548;1491;3122;1352;3530;189;221;1936;66;23;2927;78;1652;1308;4954;14;10
"293260 URANDI";3908;2780;497;631;1415;1142;1351;225;2811;872;3855;8;4;2;1;38;3277;26;41;564;3098;438;619
"293280 UTINGA";5198;4376;508;314;3851;713;634;81;4469;648;5078;58;51;1;2;8;4030;17;444;707;4916;891;924
"293290 VALENCA";25917;19418;6020;479;18692;3895;3330;15302;4760;5855;23943;466;1113;256;87;52;17894;262;4669;3092;24404;2302;2128
"293300 VALENTE";6325;4902;233;1190;4759;647;919;2349;2770;1206;6246;47;16;2;1;13;5183;24;253;865;6064;635;529
"293305 VARZEA DA ROCA";3734;2406;234;1094;2451;753;530;360;2396;978;3693;17;5;-;4;15;2764;30;118;822;3299;1081;257
"293310 VARZEA DO POCO";2786;2424;46;316;2444;273;69;767;1785;234;2782;4;-;-;-;-;2673;11;9;93;2702;304;499
"293315 VARZEA NOVA";3579;2611;546;422;2769;476;334;102;2897;580;3406;18;22;-;-;133;2237;18;682;642;3315;519;497
"293317 VARZEDO";3104;1116;1941;47;1145;1531;428;226;2380;498;3034;55;14;1;-;-;2154;17;637;296;2937;33;33
"293320 VERA CRUZ";10821;10015;628;178;8338;1067;1416;938;8587;1296;9812;438;517;37;11;6;5519;248;1280;3774;10375;38;37
"293325 VEREDA";1443;1113;309;21;883;271;289;636;618;189;1176;102;31;13;37;84;849;3;415;176;1326;365;379
"293330 VITORIA DA CONQUISTA";78238;65089;6197;6952;66067;10201;1970;32284;41010;4944;76717;163;40;27;44;1247;69802;585;2387;5464;76060;12931;8895
"293340 WAGNER";2700;1992;537;171;1853;515;332;18;2220;462;2626;28;41;4;-;1;1824;16;447;413;2451;4;8
"293345 WANDERLEY";3011;1895;897;219;1347;858;806;7;1999;1005;2698;188;75;27;17;6;808;32;704;1467;1967;710;604
"293350 WENCESLAU GUIMARAES";4158;2111;1956;91;2305;648;1205;1667;985;1506;2700;218;174;243;152;671;1699;41;1065;1353;3629;719;670
"293360 XIQUE-XIQUE";12420;9830;2292;298;8587;1001;2832;431;9723;2266;10658;1088;518;6;1;149;8396;58;1842;2124;11064;624;212
"310010 ABADIA DOS DOURADOS";1930;1531;392;7;1544;359;27;1523;389;18;1925;2;3;-;-;-;1904;2;-;24;1929;6;7
"310020 ABAETE";6658;6402;247;9;6438;208;12;6071;580;7;6648;5;-;-;1;4;6506;14;23;115;6618;495;164
"310030 ABRE CAMPO";3512;1896;1601;15;1843;723;946;1983;79;1450;3472;16;2;5;-;17;3291;41;42;138;3480;444;257
"310040 ACAIACA";427;426;-;1;427;-;-;427;-;-;427;-;-;-;-;-;425;1;-;1;426;64;12
"310050 ACUCENA";2790;1370;1396;24;840;1386;564;1535;307;948;2455;309;5;16;2;3;2214;44;176;356;2564;29;1
"310060 AGUA BOA";3979;2237;1647;95;1937;1322;720;1993;1218;768;3822;98;10;22;1;26;2571;50;264;1094;3471;2;2
"310070 AGUA COMPRIDA";760;556;204;-;597;163;-;558;201;1;759;1;-;-;-;-;220;5;1;534;749;92;100
"310080 AGUANIL";1455;1149;305;1;1180;274;1;1067;384;4;1452;2;-;1;-;-;1295;3;-;157;1440;194;195
"310100 AGUAS VERMELHAS";3404;3116;169;119;2880;327;197;1186;2079;139;3374;13;-;1;1;15;2965;26;351;62;3303;282;10
"310110 AIMORES";7954;6553;1326;75;6418;1416;120;6102;879;973;7950;2;-;1;-;1;6865;19;32;1038;7939;873;865
"310120 AIURUOCA";2043;1036;996;11;1190;596;257;1013;471;559;1989;41;7;5;1;-;1752;16;41;234;2000;149;144
"310130 ALAGOA";825;547;278;-;569;228;28;423;79;323;807;12;1;2;-;3;659;3;72;91;810;179;28
"310140 ALBERTINA";276;195;81;-;256;20;-;194;68;14;275;-;-;1;-;-;209;8;2;57;274;-;7
"310150 ALEM PARAIBA";6771;6604;143;24;6474;244;53;6650;44;77;6746;22;1;-;-;2;5398;45;358;970;6653;13;40
"310163 ALFREDO VASCONCELOS";1179;634;532;13;585;576;18;833;275;71;1178;-;-;-;1;-;1100;5;6;68;1162;-;-
"310170 ALMENARA";9210;8686;438;86;7873;399;938;8204;400;606;9002;122;9;5;19;53;8543;40;134;493;8580;-;-
"310180 ALPERCATA";2322;1807;502;13;1698;584;40;1640;535;147;2319;2;1;-;-;-;1808;16;34;464;2318;521;199
"310190 ALPINOPOLIS";5898;4983;912;3;5030;862;6;4997;898;3;5893;5;-;-;-;-;5120;331;91;356;5829;449;201
"310200 ALTEROSA";4339;3317;1021;1;3516;820;3;3320;1017;2;4338;1;-;-;-;-;4180;5;51;103;4317;488;491
"310205 ALTO CAPARAO";1770;1406;361;3;1512;250;8;1404;189;177;1769;-;-;-;-;1;1415;11;154;190;1763;205;203
"310210 ALTO RIO DOCE";3561;1844;1687;30;1540;1577;444;1890;966;705;3389;123;15;-;-;34;3097;48;15;401;3385;734;62
"310220 ALVARENGA";1543;849;441;253;902;356;285;922;176;445;1538;4;-;1;-;-;1183;16;5;339;1524;236;233
"310240 ALVORADA DE MINAS";1134;457;673;4;470;531;133;324;651;159;947;58;10;117;1;1;931;10;59;134;992;317;307
"310250 AMPARO DO SERRA";1484;720;762;2;692;666;126;694;149;641;1474;8;2;-;-;-;1233;42;2;207;1467;324;5
"310260 ANDRADAS";4249;4236;7;6;4237;6;6;4229;17;3;4234;-;-;-;9;6;3320;8;19;902;4240;131;101
"310270 CACHOEIRA DE PAJEU";2172;1137;968;67;1328;555;289;944;878;350;2101;9;4;16;6;36;2070;5;5;92;1847;478;495
"310280 ANDRELANDIA";3755;3255;499;1;3258;490;7;3253;423;79;3755;-;-;-;-;-;3677;19;-;59;3710;400;5
"310285 ANGELANDIA";2248;1273;966;9;1171;1002;75;1146;1028;74;2239;4;2;1;-;2;1827;29;43;349;2227;1054;560
"310290 ANTONIO CARLOS";2753;2051;690;12;2135;610;8;2096;429;228;2721;5;-;-;1;26;2602;12;4;135;2727;296;133
"310300 ANTONIO DIAS";2225;1273;927;25;1294;864;67;1376;241;608;2055;77;13;27;46;7;1758;42;-;425;2189;312;304
"310310 ANTONIO PRADO DE MINAS";566;377;188;1;407;90;69;485;30;51;566;-;-;-;-;-;475;1;-;90;558;1;1
"310320 ARACAI";747;633;110;4;615;121;11;352;391;4;745;-;-;1;1;-;649;4;28;66;737;116;54
"310330 ARACITABA";702;599;101;2;597;2;103;693;1;8;702;-;-;-;-;-;597;-;-;105;701;5;6
"310350 ARAGUARI";14249;13865;374;10;13905;316;28;12123;2118;8;14218;16;-;-;7;8;13071;28;6;1144;14135;1155;1042
"310360 ARANTINA";914;913;1;-;912;2;-;912;2;-;910;3;-;1;-;-;914;-;-;-;914;132;132
"310370 ARAPONGA";2308;874;1430;4;1002;922;384;883;600;825;2288;15;4;-;-;1;1726;12;27;543;2268;1;1
"310375 ARAPORA";1990;1862;126;2;1871;118;1;1866;123;1;1989;-;-;1;-;-;1208;3;7;772;1990;234;393
"310380 ARAPUA";977;733;244;-;736;170;71;730;241;6;975;2;-;-;-;-;946;19;3;9;969;22;2
"310390 ARAUJOS";1875;1778;95;2;1847;27;1;1734;140;1;1868;4;-;-;2;1;1832;4;-;39;1869;91;89
"310400 ARAXA";16707;16695;7;5;16691;10;6;16673;23;11;16648;28;-;2;3;26;15867;28;119;693;16606;346;394
"310410 ARCEBURGO";2766;2465;299;2;2483;283;-;2455;175;2;2764;2;-;-;-;-;2422;17;3;324;2765;1;-
"310420 ARCOS";10806;10582;200;24;10714;92;-;10285;521;-;10802;2;-;-;-;2;10602;24;2;178;10727;407;678
"310430 AREADO";2405;2266;136;3;2345;60;-;2264;140;1;2398;7;-;-;-;-;2174;13;100;118;2395;154;135
"310440 ARGIRITA";1076;874;201;1;885;146;45;886;85;105;1071;3;-;2;-;-;1045;1;-;30;1063;29;14
"310445 ARICANDUVA";1410;592;755;63;532;702;176;534;697;179;1254;99;6;22;1;28;1216;8;36;150;1380;183;232
"310450 ARINOS";5273;3459;1707;107;3306;1497;470;1293;3112;868;5023;70;40;82;30;28;4976;23;28;246;4625;667;678
"310460 ASTOLFO DUTRA";3834;3796;38;-;3795;9;30;3796;29;9;3834;-;-;-;-;-;3719;5;74;36;3832;202;204
"310480 AUGUSTO DE LIMA";1417;778;635;4;880;518;19;42;1341;34;1415;-;-;2;-;-;1319;2;1;95;1401;205;203
"310490 BAEPENDI";5326;3996;1269;61;4152;1110;64;4070;945;311;5249;12;6;1;3;55;4937;45;26;318;5258;949;979
"310500 BALDIM";2665;2144;474;47;1857;732;76;1703;908;54;2663;2;-;-;-;-;2416;2;7;240;2600;186;162
"310510 BAMBUI";7683;6989;687;7;7048;629;6;6934;740;9;7644;5;-;1;31;2;7475;68;23;117;7612;385;2
"310520 BANDEIRA";1580;808;767;5;875;351;354;903;264;413;1351;213;14;1;-;1;1338;5;53;184;1510;62;63
"310550 BARAO DE MONTE ALTO";1891;1554;337;-;1566;293;32;1559;86;246;1890;-;-;1;-;-;1722;3;82;84;1889;376;554
"310560 BARBACENA";23714;20911;2748;55;21369;2261;84;20669;2131;914;23541;147;16;2;4;4;23123;90;95;406;23703;1322;17
"310570 BARRA LONGA";2008;1397;599;12;1091;789;128;1666;122;220;1966;13;6;12;1;10;1724;26;71;187;1959;96;95
"310590 BARROSO";6919;6673;238;8;6727;185;7;6475;421;23;6672;9;3;-;1;234;6792;6;19;102;6887;248;94
"310600 BELA VISTA DE MINAS";2940;2705;233;2;2782;141;17;2822;41;77;2923;11;-;3;1;2;2838;17;42;43;2882;244;185
"310610 BELMIRO BRAGA";1055;797;257;1;880;174;1;918;132;5;1048;2;-;5;-;-;951;7;6;91;1049;80;80
"310620 BELO HORIZONTE";630521;630521;-;-;623829;3609;3083;588694;14662;27165;626989;55;-;1787;312;1378;575250;3555;14540;37176;638005;-;-
"310630 BELO ORIENTE";6386;5244;1132;10;5584;793;9;5307;840;239;6370;5;-;4;1;6;5892;17;5;472;6358;757;175
"310640 BELO VALE";2449;975;1469;5;1187;1255;7;956;1443;50;2394;39;-;2;-;14;1574;45;671;159;2410;236;95
"310650 BERILO";3401;1766;1126;509;1230;1927;244;883;2233;285;3381;5;4;1;-;10;3211;16;17;157;3267;824;169
"310660 BERTOPOLIS";1144;863;275;6;816;296;32;620;390;134;1040;10;-;1;-;93;1089;6;1;48;1058;110;86
"310665 BERIZAL";1243;837;397;9;871;302;70;133;1044;66;1156;13;3;-;2;69;1187;5;4;47;1219;242;269
"310670 BETIM";102595;101331;746;518;102083;420;92;90851;10210;1534;102465;61;12;19;24;14;93791;241;5046;3517;99931;3563;3301
"310680 BIAS FORTES";1199;826;371;2;788;390;21;1120;50;29;1156;6;2;25;-;10;1055;2;-;142;1125;218;213
"310690 BICAS";4183;4057;125;1;4019;164;-;4154;22;7;4182;1;-;-;-;-;3983;6;156;38;4177;219;38
"310700 BIQUINHAS";837;416;210;211;627;210;-;10;822;5;830;6;-;-;1;-;488;3;100;246;826;2;8
"310710 BOA ESPERANCA";7258;5980;1270;8;6422;716;120;5945;1279;34;7256;-;-;-;-;2;4640;48;22;2548;7254;632;107
"310720 BOCAINA DE MINAS";1471;763;694;14;1079;380;12;905;475;91;1170;22;5;26;1;247;1125;27;-;319;1410;143;9
"310730 BOCAIUVA";13356;11001;2338;15;10815;2322;195;10338;2666;344;13320;30;-;-;4;-;12978;9;12;357;13208;2338;2216
"310740 BOM DESPACHO";9805;9548;247;10;9511;261;33;9420;372;13;9802;2;-;-;1;-;8179;33;6;1587;9788;220;23
"310750 BOM JARDIM DE MINAS";2364;1834;250;280;2107;203;54;2111;128;125;2319;18;1;14;-;12;1898;6;397;63;2316;357;357
"310760 BOM JESUS DA PENHA";1429;1047;381;1;1108;319;2;1049;377;3;1428;-;-;-;-;1;1020;1;71;337;1401;71;62
"310770 BOM JESUS DO AMPARO";1694;992;702;-;1142;535;17;988;623;83;1676;13;-;-;1;4;1567;16;49;62;1673;174;245
"310790 BOM REPOUSO";3263;1819;1434;10;2612;497;154;1916;370;977;3222;9;10;9;-;13;464;3;1083;1713;3226;278;1
