 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2013
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"314467 NOVA BELEM";1217;431;785;1;454;551;212;436;468;313;1217;-;-;-;-;-;594;6;44;573;1192;356;204
"314470 NOVA ERA";1613;863;731;19;1133;389;91;1326;117;170;1354;212;14;11;7;15;1204;18;136;255;1582;-;-
"314480 NOVA LIMA";20340;19678;653;9;20247;82;11;18155;2029;156;20296;14;2;23;5;-;19301;36;561;442;19565;175;15
"314490 NOVA MODICA";1212;766;442;4;746;373;93;616;88;508;1211;1;-;-;-;-;720;1;1;490;1203;315;354
"314500 NOVA PONTE";2602;2600;2;-;2602;-;-;2602;-;-;2598;3;1;-;-;-;2113;16;472;1;2601;67;140
"314505 NOVA PORTEIRINHA";1959;1712;145;102;1264;609;86;123;1783;53;1956;1;-;-;1;1;1454;11;274;220;1949;1;-
"314510 NOVA RESENDE";2272;627;1642;3;698;1217;357;341;1913;18;2267;3;-;2;-;-;1371;11;451;439;2250;37;66
"314520 NOVA SERRANA";17640;16945;631;64;17299;330;11;16897;720;23;17599;36;-;1;-;4;16500;85;270;785;17475;255;1216
"314530 NOVO CRUZEIRO";8168;3016;4678;474;2598;3635;1935;2256;3470;2442;7645;286;27;171;6;33;7670;135;11;352;6673;1849;1302
"314535 NOVO ORIENTE DE MINAS";2963;1680;1273;10;1584;1147;232;1432;1045;486;2721;125;4;6;-;107;2570;18;5;370;2748;953;951
"314537 NOVORIZONTE";1534;1043;432;59;869;401;264;3;1479;52;1534;-;-;-;-;-;1081;4;50;399;1471;-;3
"314540 OLARIA";701;427;273;1;581;89;31;468;39;194;691;8;1;-;-;1;627;2;1;71;693;138;162
"314545 OLHOS-D'AGUA";1453;957;444;52;765;614;74;5;1363;85;1445;5;-;3;-;-;1363;8;-;82;1426;427;436
"314550 OLIMPIO NORONHA";834;678;156;-;768;66;-;773;59;2;830;4;-;-;-;-;716;4;63;51;826;122;122
"314560 OLIVEIRA";11145;10196;937;12;10298;816;31;10213;799;133;11139;-;-;-;-;6;10986;11;82;66;11043;624;1627
"314570 OLIVEIRA FORTES";687;457;226;4;396;274;17;378;29;280;684;-;-;1;-;2;225;3;374;85;680;11;15
"314580 ONCA DE PITANGUI";982;332;644;6;582;389;11;389;587;6;977;3;1;-;-;1;911;7;21;43;974;142;130
"314585 ORATORIOS";1440;1003;430;7;1011;387;42;1221;141;78;1430;5;2;2;-;1;1348;18;3;71;1407;158;19
"314587 ORIZANIA";2406;1050;1349;7;797;1525;84;996;469;941;2403;2;-;-;-;1;1676;21;17;692;1890;179;179
"314590 OURO BRANCO";9822;8917;898;7;9066;712;44;8795;855;172;9813;5;-;2;1;1;9711;24;3;84;9713;43;30
"314600 OURO FINO";3060;3005;44;11;3052;8;-;3023;13;24;3056;1;-;-;-;3;2938;5;-;117;3008;44;10
"314610 OURO PRETO";19778;18290;1451;37;18371;1049;358;17143;1197;1438;19546;124;31;24;8;45;18346;60;618;754;19406;451;210
"314620 OURO VERDE DE MINAS";2207;1335;838;34;1097;849;261;1189;846;172;2193;9;3;1;-;1;1103;9;850;245;2006;233;174
"314625 PADRE CARVALHO";1467;1061;349;57;670;505;292;13;1121;333;1463;2;-;1;-;1;1240;19;3;205;1167;-;-
"314630 PADRE PARAISO";5110;3323;1755;32;3260;1655;195;3280;1658;172;5024;65;7;6;-;8;4730;30;14;336;4971;1007;622
"314640 PAINEIRAS";812;589;223;-;585;225;2;16;794;2;810;1;-;-;-;1;687;5;14;106;798;12;10
"314650 PAINS";2594;2259;332;3;2183;404;7;2218;375;1;2579;10;5;-;-;-;2500;7;41;46;2570;18;18
"314655 PAI PEDRO";1676;758;742;176;583;802;291;16;1391;269;1663;9;2;2;-;-;1016;14;39;607;1626;205;191
"314660 PAIVA";535;448;84;3;432;49;54;389;25;121;531;3;1;-;-;-;530;1;-;4;513;52;84
"314670 PALMA";2374;2162;184;28;2173;180;21;2145;160;69;2372;2;-;-;-;-;2165;118;41;50;2370;12;13
"314675 PALMOPOLIS";2183;1672;468;43;1525;411;247;1015;708;460;2113;58;2;7;-;3;2002;11;111;59;1828;487;500
"314690 PAPAGAIOS";3412;3397;15;-;3363;41;8;1358;2044;10;3404;7;-;-;-;1;1973;10;905;524;3378;197;106
"314700 PARACATU";10969;10652;299;18;10827;122;20;9643;1283;43;10900;48;5;4;6;6;9919;55;244;751;10818;161;199
"314710 PARA DE MINAS";21467;20782;664;21;21221;242;4;20715;687;65;21431;8;1;1;1;25;20759;33;292;383;21444;462;38
"314720 PARAGUACU";6630;5353;1273;4;5520;1071;39;5340;1282;8;6587;10;-;-;-;33;5419;17;4;1190;6620;76;60
"314730 PARAISOPOLIS";5041;4053;976;12;4263;711;67;4049;543;449;5039;1;-;1;-;-;4217;16;9;799;5029;234;233
"314740 PARAOPEBA";4003;3031;886;86;2906;1068;29;2437;1495;71;3966;2;-;2;8;25;2456;29;957;561;3962;113;31
"314760 PASSA QUATRO";4542;4099;437;6;4366;149;27;3936;84;522;4412;45;5;2;4;74;2933;10;304;1295;4498;164;38
"314770 PASSA TEMPO";2763;2143;607;13;2156;584;23;2098;620;45;2760;3;-;-;-;-;1918;10;827;8;2737;14;137
"314780 PASSA-VINTE";606;415;188;3;439;79;88;401;24;181;598;5;1;1;-;1;467;1;1;137;579;2;-
"314790 PASSOS";2127;2126;1;-;2127;-;-;2126;-;1;2119;8;-;-;-;-;2018;2;71;36;2119;33;6
"314795 PATIS";1422;1094;312;16;673;546;203;8;1125;289;1413;8;-;-;-;1;1195;6;65;156;1357;488;529
"314800 PATOS DE MINAS";38638;37713;898;27;37869;758;11;37642;979;17;38479;119;1;1;7;31;35236;76;2902;424;37583;890;1845
"314810 PATROCINIO";21930;19079;2835;16;19444;2083;403;19026;2795;109;21895;27;2;2;2;2;21361;73;36;460;21847;361;357
"314820 PATROCINIO DO MURIAE";1735;1476;255;4;1479;209;47;1461;130;144;1734;-;-;-;1;-;1598;10;6;121;1716;190;188
"314830 PAULA CANDIDO";2655;1536;1101;18;1726;818;111;1629;404;622;2647;7;-;-;1;-;2343;10;34;268;2612;245;274
"314840 PAULISTAS";1158;458;602;98;317;643;198;397;648;113;977;151;21;5;2;2;222;30;435;471;990;348;297
"314850 PAVAO";2084;1527;550;7;1506;476;102;1554;369;161;2076;1;1;-;-;6;2004;6;9;65;2014;70;10
"314860 PECANHA";4505;2406;2016;83;2199;1881;425;1878;2176;451;3989;357;27;118;11;3;3632;20;6;847;4453;1007;1007
"314870 PEDRA AZUL";5395;5249;141;5;5230;139;26;5049;342;4;5341;53;1;-;-;-;5270;120;3;2;5351;359;13
"314875 PEDRA BONITA";1826;544;1245;37;526;908;392;568;534;724;1813;6;-;4;1;2;1155;2;3;666;1790;840;1033
"314880 PEDRA DO ANTA";1104;797;305;2;793;43;268;811;41;252;1099;3;2;-;-;-;808;3;29;264;1085;3;1
"314890 PEDRA DO INDAIA";1387;935;421;31;958;397;32;861;494;32;1375;-;-;-;-;12;1324;5;-;58;1383;-;1
"314900 PEDRA DOURADA";804;555;249;-;566;121;117;552;160;92;802;2;-;-;-;-;665;2;8;129;802;24;26
"314910 PEDRALVA";3470;1906;1528;36;2566;832;72;2323;282;865;3449;17;4;-;-;-;2773;15;67;615;3443;202;198
"314915 PEDRAS DE MARIA DA CRUZ";2490;1883;534;73;1771;527;192;99;2126;265;2482;5;2;-;-;1;1712;19;257;502;2476;67;66
"314920 PEDRINOPOLIS";1234;1043;190;1;1075;156;3;1055;176;3;1230;1;-;-;-;3;1167;2;2;63;1228;169;148
"314930 PEDRO LEOPOLDO";11472;11433;30;9;11452;17;3;9123;2325;24;11453;14;-;-;3;2;11331;26;76;39;11483;128;-
"314940 PEDRO TEIXEIRA";590;399;191;-;475;112;3;511;32;47;590;-;-;-;-;-;575;7;1;7;586;-;5
"314950 PEQUERI";1063;989;73;1;1019;44;-;1015;44;4;1063;-;-;-;-;-;1008;13;14;28;1046;47;47
"314960 PEQUI";1280;1038;242;-;955;322;3;330;945;5;1280;-;-;-;-;-;1195;8;1;76;1280;35;35
"314970 PERDIGAO";2475;2123;348;4;2184;254;37;2150;322;3;2468;5;-;-;-;2;2319;51;30;75;2444;-;9
"314980 PERDIZES";4295;3102;1193;-;3330;962;3;3144;1151;-;4282;5;-;3;5;-;4280;11;3;1;4293;184;1
"314990 PERDOES";5619;4916;689;14;5035;529;55;4986;544;89;5586;-;-;-;-;33;5234;11;274;100;5589;299;131
"314995 PERIQUITO";2440;2284;151;5;1843;547;50;2050;284;106;2338;16;7;76;3;-;1523;8;503;406;2432;307;319
"315000 PESCADOR";1232;990;240;2;998;217;17;990;205;37;1223;1;-;-;-;8;1113;5;24;90;1223;217;210
"315010 PIAU";975;564;409;2;763;205;7;622;84;269;970;4;-;1;-;-;899;-;-;76;968;140;60
"315015 PIEDADE DE CARATINGA";2491;1446;1041;4;2099;350;42;1617;677;197;2490;-;-;1;-;-;1866;16;58;551;2484;200;387
"315020 PIEDADE DE PONTE NOVA";1155;943;181;31;953;192;10;1060;42;53;1152;1;-;-;1;1;575;6;541;33;1137;204;205
"315030 PIEDADE DO RIO GRANDE";1609;1193;413;3;1196;384;29;928;649;32;1470;-;1;2;-;136;376;-;1186;47;1588;243;269
"315040 PIEDADE DOS GERAIS";1634;730;904;-;802;831;1;2;1632;-;1633;1;-;-;-;-;917;3;714;-;1626;409;397
"315050 PIMENTA";2675;2306;358;11;2327;343;5;2197;476;2;2209;2;-;1;2;461;2531;9;33;102;2664;7;6
"315053 PINGO-D'AGUA";1342;1221;116;5;1242;91;9;1199;127;16;1323;6;1;11;-;1;1017;26;233;66;1330;162;148
"315057 PINTOPOLIS";1939;1068;725;146;865;686;388;14;1409;516;1755;129;41;2;5;7;1276;14;24;625;1756;3;1
"315060 PIRACEMA";2219;1314;790;115;1277;763;179;1115;826;278;2136;1;1;1;-;80;2091;49;6;73;2178;60;193
"315070 PIRAJUBA";1405;1238;165;2;1302;102;1;1260;142;3;1398;1;-;-;1;5;238;9;845;313;1398;8;4
"315080 PIRANGA";4559;1815;2715;29;1731;2427;401;1948;763;1848;4456;56;8;9;-;30;3801;21;113;624;4413;613;472
"315090 PIRANGUCU";1047;223;814;10;758;265;24;394;386;267;1018;4;4;18;-;3;563;21;92;371;999;3;2
"315100 PIRANGUINHO";2490;1631;841;18;2305;170;15;1669;652;169;2484;2;2;2;-;-;2108;16;29;337;2478;203;264
"315110 PIRAPETINGA";3588;3317;267;4;3381;205;2;3365;59;164;3577;2;1;-;8;-;3021;18;276;273;3564;-;4
"315120 PIRAPORA";11610;11599;6;5;11559;41;10;1434;10150;26;11603;-;1;3;3;-;8013;75;55;3467;11576;461;451
"315130 PIRAUBA";3232;2702;524;6;2719;493;20;2704;503;25;3230;2;-;-;-;-;3153;28;-;51;3222;45;50
"315140 PITANGUI";5980;5246;714;20;5248;725;7;5299;657;24;5979;-;-;1;-;-;5898;7;14;61;5960;118;17
"315150 PIUMHI";10479;9577;897;5;9688;790;1;9586;885;8;10355;71;9;4;3;37;10213;86;57;123;10055;709;962
"315160 PLANURA";3438;3310;127;1;3325;93;20;3311;120;7;3432;3;1;-;2;-;2446;5;924;63;3435;74;72
"315170 POCO FUNDO";5272;3155;2093;24;3217;2002;53;3146;1874;252;5254;11;4;1;-;2;3460;27;1652;133;5231;333;3
"315180 POCOS DE CALDAS";26195;25356;793;46;25962;210;23;25362;526;307;26114;13;3;9;8;48;23360;132;518;2185;25871;461;418
"315190 POCRANE";2990;1854;1071;65;1575;1165;250;1901;258;831;2964;1;1;18;6;-;2799;12;4;175;2934;112;111
"315200 POMPEU";7906;7236;656;14;7301;558;47;6338;1477;91;7794;4;-;-;20;88;6884;38;266;718;7764;457;356
"315210 PONTE NOVA";13378;12094;1272;12;12356;943;79;12684;315;379;13338;26;3;10;1;-;13055;11;38;274;13346;445;19
"315213 PONTO CHIQUE";1186;792;391;3;715;429;42;2;1112;72;1182;2;-;2;-;-;569;5;290;322;1178;377;1
"315217 PONTO DOS VOLANTES";3090;1212;1813;65;1409;1316;365;142;2492;456;3085;2;1;2;-;-;2830;16;39;205;2653;599;648
"315220 PORTEIRINHA";11320;7476;3637;207;5451;4928;941;1464;8992;864;11304;10;-;2;-;4;9858;64;27;1371;11121;529;103
"315230 PORTO FIRME";2943;1758;1032;153;1611;1220;112;1658;870;415;2902;31;10;-;-;-;2719;10;65;149;2844;319;-
"315240 POTE";4504;2996;1448;60;2778;1558;168;2094;2281;129;4470;15;1;6;-;12;3985;18;1;500;4482;1217;1416
"315250 POUSO ALEGRE";16935;13742;3172;21;15558;1347;30;13452;3270;213;16909;6;1;7;9;3;11936;89;1345;3565;16787;-;8
"315260 POUSO ALTO";2150;1346;799;5;1614;479;57;864;134;1152;2142;3;1;2;-;2;1563;12;46;529;2135;-;-
"315270 PRADOS";2607;2354;236;17;2343;244;20;2278;292;37;2594;5;6;-;-;2;2528;4;41;34;2597;84;102
"315280 PRATA";3415;3389;25;1;3399;15;1;3392;21;2;3397;16;-;1;-;1;2917;6;341;151;3418;2;4
"315290 PRATAPOLIS";3240;2992;244;4;2999;237;4;2988;251;1;3237;3;-;-;-;-;3194;24;-;22;3205;95;83
"315300 PRATINHA";1178;701;474;3;733;338;107;700;370;108;1172;-;-;-;-;6;1134;1;-;43;1176;79;79
"315310 PRESIDENTE BERNARDES";1645;620;1022;3;672;898;75;648;195;802;1619;18;8;-;-;-;1584;9;-;52;1610;158;-
"315320 PRESIDENTE JUSCELINO";1226;783;352;91;521;532;173;496;565;165;1214;4;-;-;-;8;901;19;19;287;1147;179;369
"315330 PRESIDENTE KUBITSCHEK";820;655;163;2;574;170;76;618;158;44;799;6;3;5;-;7;676;3;-;141;803;-;1
"315340 PRESIDENTE OLEGARIO";7837;4925;2881;31;4718;2930;189;4178;3343;316;7761;27;2;39;4;4;7129;30;216;462;7556;729;322
"315350 ALTO JEQUITIBA";2657;1511;1144;2;1678;944;35;1883;468;306;2646;1;-;2;6;2;2249;9;-;399;2640;408;411
"315360 PRUDENTE DE MORAIS";2532;2489;43;-;2491;41;-;335;2196;1;2526;2;-;-;2;2;2420;3;2;107;2520;-;-
"315370 QUARTEL GERAL";1152;937;215;-;939;213;-;12;1138;2;1113;1;-;1;-;37;1140;6;5;1;1145;108;107
"315380 QUELUZITO";606;392;211;3;372;222;12;312;257;37;606;-;-;-;-;-;591;2;-;13;603;78;124
"315390 RAPOSOS";2230;2224;6;-;2228;2;-;2229;1;-;2229;1;-;-;-;-;1253;13;958;6;2214;43;41
"315400 RAUL SOARES";7589;5093;2479;17;5096;1968;525;5105;620;1864;7546;36;1;2;1;3;6978;31;55;525;7467;1609;1649
"315410 RECREIO";2990;2758;227;5;2750;220;20;2773;103;114;2980;6;1;3;-;-;1409;11;1480;90;2968;176;173
"315415 REDUTO";1910;1765;144;1;1810;92;8;1798;68;44;1905;4;-;1;-;-;1829;3;19;59;1890;2;3
"315420 RESENDE COSTA";1199;1199;-;-;1192;6;1;163;1036;-;1198;1;-;-;-;-;1196;-;2;1;1199;176;182
"315430 RESPLENDOR";4817;4169;622;26;4048;675;94;3879;306;632;4803;1;2;1;10;-;3120;8;-;1689;4800;240;213
"315440 RESSAQUINHA";1522;1054;463;5;869;628;25;1132;358;32;1515;4;3;-;-;-;1409;61;12;40;1506;64;19
"315445 RIACHINHO";1453;508;933;12;511;927;15;6;1382;65;1441;7;1;-;1;3;1424;3;4;22;1290;305;300
"315450 RIACHO DOS MACHADOS";2313;1283;998;32;862;802;649;680;1032;601;2305;3;-;1;-;4;2094;15;37;167;2144;198;12
"315460 RIBEIRAO DAS NEVES";48028;46622;1229;177;44584;2080;1364;35021;10550;2457;47881;113;9;4;8;13;45417;168;1011;1432;47232;50;17
"315470 RIBEIRAO VERMELHO";1321;1206;72;43;1221;96;4;1214;86;21;1321;-;-;-;-;-;1117;1;126;77;1321;63;67
"315480 RIO ACIMA";1513;1503;10;-;1504;9;-;1500;13;-;1511;1;-;-;-;1;1506;1;-;6;1507;63;69
"315490 RIO CASCA";3889;3134;734;21;3066;635;188;3228;157;504;3813;66;5;2;3;-;3546;14;69;260;3767;2;-
"315500 RIO DOCE";763;602;157;4;697;58;8;744;9;10;760;1;-;-;-;2;725;-;-;38;738;-;3
"315510 RIO DO PRADO";1596;1102;480;14;1102;334;160;1069;305;222;1561;31;2;1;1;-;1576;1;-;19;1560;272;264
"315520 RIO ESPERA";2234;810;1400;24;770;1278;186;1084;870;280;2223;10;-;-;-;1;1687;231;53;263;2142;461;419
"315530 RIO MANSO";1670;1155;515;-;1158;512;-;1;1667;2;1667;-;-;-;1;2;515;-;1154;1;1666;1;-
"315540 RIO NOVO";2522;2202;317;3;2313;203;6;2315;184;23;2519;1;1;1;-;-;2390;1;22;109;2495;122;36
"315550 RIO PARANAIBA";3421;2186;1052;183;2595;746;80;2350;996;75;3394;11;4;2;1;9;3291;18;5;107;3377;15;56
"315560 RIO PARDO DE MINAS";8319;3345;4521;453;3315;3573;1431;507;6339;1473;8256;35;7;20;1;-;7690;114;38;477;7366;2422;2028
"315570 RIO PIRACICABA";2008;1310;648;50;1524;463;21;1514;106;388;1986;17;2;3;-;-;1726;29;6;247;1978;233;110
"315580 RIO POMBA";3579;3568;5;6;3518;36;25;3572;6;1;3566;12;-;-;1;-;3297;8;238;36;3410;-;1
"315590 RIO PRETO";1469;1255;201;13;1339;124;6;1277;105;87;1460;2;1;6;-;-;1366;14;63;26;1457;4;-
"315600 RIO VERMELHO";4547;1180;2972;395;1012;2426;1109;938;2832;777;3372;558;15;508;21;73;3505;132;12;898;3470;-;5
"315610 RITAPOLIS";1566;1182;384;-;1081;483;2;41;1521;4;1563;3;-;-;-;-;1516;20;-;30;1562;12;54
"315620 ROCHEDO DE MINAS";801;751;49;1;765;35;1;781;12;8;801;-;-;-;-;-;692;4;-;105;800;5;15
"315630 RODEIRO";2826;2640;180;6;2643;183;-;2647;98;81;2822;4;-;-;-;-;2785;34;-;7;2741;106;43
"315640 ROMARIA";1112;845;266;1;846;263;3;839;265;8;1109;1;-;1;-;1;1028;9;-;75;1097;2;3
"315645 ROSARIO DA LIMEIRA";1550;805;738;7;864;617;69;814;166;570;1540;9;-;1;-;-;1349;8;5;188;1541;121;121
"315650 RUBELITA";2634;1622;605;407;1339;597;698;1033;985;616;2556;41;4;18;4;11;2125;123;179;207;2244;56;103
"315660 RUBIM";2928;2293;625;10;2170;447;311;2079;562;287;2811;94;14;6;-;3;2650;2;26;250;2677;677;683
"315670 SABARA";7243;7027;159;57;6661;386;196;5950;711;582;7181;38;2;7;7;8;6372;39;159;673;7093;5;4
"315680 SABINOPOLIS";4669;3133;1518;18;2999;1258;412;3081;1293;295;4032;192;36;385;18;6;4145;32;6;486;4438;47;190
"315690 SACRAMENTO";6352;5826;521;5;5843;488;21;5824;497;31;6340;9;-;1;-;2;5255;17;14;1066;6311;365;366
"315700 SALINAS";11463;9742;1374;347;8473;2139;851;8165;2611;687;11400;48;4;5;2;4;10672;35;349;407;10494;480;1
"315720 SANTA BARBARA";7842;7329;506;7;7340;441;61;7188;571;83;7810;12;1;6;3;10;6434;24;1246;138;7677;401;342
"315725 SANTA BARBARA DO LESTE";2385;1026;1300;59;1385;734;266;1273;611;501;2367;14;1;-;-;3;1833;26;180;346;2345;190;182
"315727 SANTA BARBARA DO MONTE VERDE";955;579;374;2;666;271;18;623;172;160;894;31;21;5;-;4;822;8;1;124;923;-;1
"315730 SANTA BARBARA DO TUGURIO";1362;683;631;48;651;567;144;807;270;285;1341;11;7;-;2;1;1154;19;20;169;1327;23;12
"315737 SANTA CRUZ DE SALINAS";1080;359;691;30;356;560;164;151;694;235;1073;6;1;-;-;-;926;3;71;80;1007;457;575
"315740 SANTA CRUZ DO ESCALVADO";1561;735;797;29;979;509;73;797;328;436;1544;6;7;2;-;2;1209;1;67;284;1551;241;234
"315750 SANTA EFIGENIA DE MINAS";1428;909;516;3;864;460;104;927;426;75;1407;8;-;13;-;-;1137;2;9;280;1423;501;1309
"315760 SANTA FE DE MINAS";1050;669;377;4;438;454;158;3;841;206;1009;34;5;1;1;-;715;7;68;260;986;332;332
"315765 SANTA HELENA DE MINAS";1547;1128;409;10;1082;390;75;914;518;115;1513;32;-;2;-;-;1452;4;6;85;1522;335;937
"315770 SANTA JULIANA";2755;2753;1;1;2750;3;2;2742;11;2;2753;2;-;-;-;-;2728;1;5;21;2737;-;5
"315780 SANTA LUZIA";39756;39401;341;13;38449;972;334;36215;2985;555;39664;78;2;3;5;3;38438;119;901;297;33202;-;3
"315790 SANTA MARGARIDA";4718;2604;2098;16;3113;1181;424;2869;662;1187;4711;5;1;1;-;-;3923;28;82;685;4691;911;610
"315800 SANTA MARIA DE ITABIRA";2668;1777;871;20;1717;615;336;1891;231;546;2468;151;10;35;-;4;2069;13;86;500;2553;275;280
"315810 SANTA MARIA DO SALTO";1629;1242;382;5;1242;230;157;1191;238;200;1435;63;23;3;1;104;1276;1;207;145;1562;486;291
"315820 SANTA MARIA DO SUACUI";3936;2757;1114;65;2263;1349;324;2556;1008;372;3760;117;10;32;11;6;3149;19;68;700;3782;875;163
"315830 SANTANA DA VARGEM";2090;1693;396;1;1731;352;7;1694;391;5;2090;-;-;-;-;-;1809;9;4;268;2033;296;351
"315840 SANTANA DE CATAGUASES";1239;1037;201;1;1037;188;14;1206;23;10;1235;4;-;-;-;-;1002;3;181;53;1230;33;47
"315850 SANTANA DE PIRAPAMA";2514;1365;1068;81;1424;926;164;1200;1018;296;2485;20;2;2;-;5;1346;36;694;438;2277;211;4
"315860 SANTANA DO DESERTO";864;693;146;25;748;114;2;778;65;20;854;8;1;-;-;1;599;9;3;253;855;29;31
"315870 SANTANA DO GARAMBEU";666;525;140;1;506;134;26;538;102;26;664;1;-;-;1;-;599;7;20;40;653;1;1
"315880 SANTANA DO JACARE";1456;1387;68;1;1389;64;3;1379;74;3;1456;-;-;-;-;-;95;1;1355;5;1451;-;1
"315890 SANTANA DO MANHUACU";2605;1427;1171;7;1406;933;266;1375;227;1003;2591;10;2;1;-;1;2329;1;-;275;2593;644;690
"315895 SANTANA DO PARAISO";5588;4424;1071;93;5225;191;172;4466;566;556;5568;5;3;4;5;3;4989;29;56;514;5557;220;4
"315900 SANTANA DO RIACHO";1297;943;347;7;926;311;60;3;1236;58;1294;1;1;-;-;1;1109;1;110;77;1274;25;25
"315910 SANTANA DOS MONTES";1079;646;432;1;572;433;74;588;289;202;1068;6;3;-;1;1;991;2;5;81;1059;124;126
"315920 SANTA RITA DE CALDAS";3193;2250;941;2;2329;847;17;2242;614;337;3189;3;-;1;-;-;2546;250;109;288;3182;30;2
"315930 SANTA RITA DE JACUTINGA";1652;1219;428;5;1251;351;50;1357;74;221;1631;12;1;6;1;1;1433;8;2;209;1613;303;304
"315935 SANTA RITA DE MINAS";1914;1363;547;4;1513;377;24;1374;354;186;1914;-;-;-;-;-;1688;122;28;76;1912;-;1
"315940 SANTA RITA DE IBITIPOCA";982;546;340;96;632;276;74;386;115;481;971;2;-;-;-;9;903;4;7;68;929;31;27
"315950 SANTA RITA DO ITUETO";1401;941;443;17;918;422;61;936;309;156;1398;-;-;-;2;1;1002;4;58;337;1396;1;1
"315960 SANTA RITA DO SAPUCAI";8131;6836;1261;34;7156;919;56;6913;735;483;8098;16;1;5;2;9;5906;48;179;1998;8097;292;1
"315970 SANTA ROSA DA SERRA";935;812;119;4;786;115;34;594;323;18;933;-;1;-;1;-;823;3;18;91;918;59;23
"315980 SANTA VITORIA";6011;5028;962;21;5111;881;19;5067;910;34;5711;16;8;10;48;218;3365;22;964;1660;5942;153;115
"315990 SANTO ANTONIO DO AMPARO";4769;4287;476;6;4500;246;23;4307;457;5;4759;8;1;-;-;1;4248;45;393;83;4763;227;4
"316000 SANTO ANTONIO DO AVENTUREIRO";1198;946;247;5;886;254;58;980;72;146;1197;1;-;-;-;-;1046;8;1;143;1164;137;109
"316010 SANTO ANTONIO DO GRAMA";1346;1141;204;1;1144;189;13;1145;100;101;1346;-;-;-;-;-;1197;-;-;149;1341;191;197
"316020 SANTO ANTONIO DO ITAMBE";1182;389;763;30;379;563;240;346;744;92;1039;65;11;54;1;12;967;14;5;196;1112;407;501
"316030 SANTO ANTONIO DO JACINTO";3418;2028;1344;46;1819;1192;407;1677;748;993;3373;28;1;10;-;6;2698;83;184;453;3223;38;-
"316040 SANTO ANTONIO DO MONTE";8375;7451;916;8;7717;635;23;7561;803;11;8340;22;7;2;1;3;7662;36;53;624;8206;196;169
"316045 SANTO ANTONIO DO RETIRO";1869;790;959;120;577;365;927;499;643;727;1852;6;-;1;5;5;1375;29;86;379;1662;1;2
"316050 SANTO ANTONIO DO RIO ABAIXO";457;236;218;3;253;155;49;216;55;186;404;5;3;5;-;40;437;2;-;18;440;37;1
"316060 SANTO HIPOLITO";1370;890;469;11;801;535;34;12;1296;62;1367;1;-;-;2;-;409;6;354;601;1360;71;54
"316070 SANTOS DUMONT";8486;7522;957;7;7821;580;85;7699;51;736;8126;184;12;4;45;115;7780;28;132;546;8406;97;21
"316080 SAO BENTO ABADE";1516;1405;110;1;1409;107;-;1405;111;-;1515;1;-;-;-;-;1363;2;2;149;1506;218;217
"316090 SAO BRAS DO SUACUI";1143;1023;120;-;1028;114;1;-;1126;17;1143;-;-;-;-;-;1139;-;-;4;1140;113;127
"316095 SAO DOMINGOS DAS DORES";1694;639;1054;1;1609;80;5;821;638;235;1692;2;-;-;-;-;1455;5;53;181;1637;595;603
"316100 SAO DOMINGOS DO PRATA";5467;3741;1696;30;3662;1677;128;4526;416;525;5352;57;17;26;3;12;5205;26;7;229;5394;629;636
"316105 SAO FELIX DE MINAS";1148;740;379;29;741;406;1;740;290;118;1148;-;-;-;-;-;1144;-;-;4;1146;299;301
"316110 SAO FRANCISCO";11027;8634;2038;355;7774;1732;1521;457;9078;1492;10907;39;2;4;3;72;6696;37;735;3559;9938;1105;267
"316120 SAO FRANCISCO DE PAULA";2106;1510;453;143;1506;451;149;1473;465;168;2105;1;-;-;-;-;2040;7;10;49;2089;11;1
"316130 SAO FRANCISCO DE SALES";1546;1542;4;-;1545;1;-;1487;59;-;1486;3;3;19;2;33;28;4;1512;2;1539;21;29
"316140 SAO FRANCISCO DO GLORIA";1483;936;533;14;932;494;57;1159;162;162;1465;15;-;-;1;2;1275;6;2;200;1470;116;119
"316150 SAO GERALDO";2918;2725;187;6;2726;179;13;2720;124;74;2915;2;1;-;-;-;2802;93;11;12;2912;255;254
"316160 SAO GERALDO DA PIEDADE";1204;774;424;6;539;545;120;786;267;151;1172;5;-;8;-;19;946;11;-;247;1156;141;2
