 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2015
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"310080 AGUANIL";1459;1160;298;1;1189;268;2;1080;375;4;1456;2;-;1;-;-;1301;3;-;155;1444;181;182
"310100 AGUAS VERMELHAS";3404;3116;169;119;2880;327;197;1186;2079;139;3374;13;-;1;1;15;2965;26;351;62;3303;282;10
"310110 AIMORES";7954;6553;1326;75;6418;1416;120;6102;879;973;7950;2;-;1;-;1;6865;19;32;1038;7939;873;865
"310120 AIURUOCA";2087;1074;1003;10;1246;589;252;1056;480;551;2034;39;7;6;1;-;1788;16;39;244;2043;150;139
"310130 ALAGOA";835;553;282;-;571;236;28;426;82;327;818;11;1;2;-;3;670;3;71;91;821;177;29
"310170 ALMENARA";9210;8686;438;86;7873;399;938;8204;400;606;9002;122;9;5;19;53;8543;40;134;493;8580;-;-
"310180 ALPERCATA";2347;1831;502;14;1724;583;40;1664;534;149;2344;2;1;-;-;-;1831;16;35;465;2343;518;195
"310190 ALPINOPOLIS";6080;5144;933;3;5193;882;5;5158;918;4;6075;5;-;-;-;-;5272;312;107;389;6010;423;205
"310200 ALTEROSA";4309;3361;947;1;3373;934;2;3362;945;2;4308;1;-;-;-;-;4158;6;49;96;4299;542;546
"310205 ALTO CAPARAO";1861;1500;358;3;1610;242;9;1501;192;168;1861;-;-;-;-;-;1551;10;129;171;1855;195;197
"310210 ALTO RIO DOCE";3583;1918;1635;30;1668;1497;418;1894;903;786;3417;120;14;-;-;32;3115;39;16;413;3407;654;54
"310220 ALVARENGA";1578;875;434;269;927;350;301;945;171;462;1573;4;-;1;-;-;1201;15;5;357;1557;219;217
"310240 ALVORADA DE MINAS";1210;569;622;19;583;553;74;304;697;209;1058;113;5;33;-;1;1053;4;55;98;1147;417;407
"310250 AMPARO DO SERRA";1481;722;758;1;690;669;122;696;152;633;1471;8;2;-;-;-;1230;39;2;210;1466;327;7
"310270 CACHOEIRA DE PAJEU";2176;1139;970;67;1330;557;289;946;880;350;2105;9;4;16;6;36;2074;5;5;92;1851;478;495
"310290 ANTONIO CARLOS";2758;2062;685;11;2147;603;8;2099;431;228;2727;4;-;-;1;26;2612;14;4;128;2732;295;132
"310300 ANTONIO DIAS";2308;1308;974;26;1350;891;67;1440;249;619;2141;77;13;26;44;7;1833;50;-;425;2274;300;291
"310310 ANTONIO PRADO DE MINAS";566;375;190;1;406;94;66;481;27;58;565;1;-;-;-;-;477;1;-;88;561;1;1
"310320 ARACAI";752;638;110;4;620;121;11;357;391;4;750;-;-;1;1;-;654;4;28;66;742;116;60
"310330 ARACITABA";726;614;110;2;611;12;103;713;1;12;726;-;-;-;-;-;590;-;-;136;725;9;9
"310350 ARAGUARI";13772;13403;359;10;13445;304;23;11701;2063;8;13741;16;-;-;7;8;12636;26;5;1105;13661;1144;1036
"310360 ARANTINA";914;913;1;-;912;2;-;912;2;-;910;3;-;1;-;-;914;-;-;-;914;132;132
"310370 ARAPONGA";2186;829;1353;4;897;906;383;804;581;801;2166;15;4;-;-;1;1637;11;7;531;2147;1;1
"310375 ARAPORA";2044;1915;126;3;1926;117;1;1918;125;1;2043;-;-;1;-;-;1238;4;7;795;2044;231;383
"310380 ARAPUA";987;749;238;-;753;168;66;746;235;6;985;2;-;-;-;-;957;18;3;9;980;21;1
"310390 ARAUJOS";1970;1879;88;3;1942;27;1;1835;134;1;1965;2;-;-;2;1;1919;3;13;35;1964;89;86
"310400 ARAXA";16161;16146;10;5;16147;9;5;16127;25;9;16106;28;-;2;3;22;15413;30;111;607;16012;318;359
"310420 ARCOS";11031;10838;190;3;10959;72;-;10584;447;-;11021;5;2;-;-;3;10876;21;1;133;10957;356;864
"310430 AREADO";3275;3266;8;1;3272;3;-;3265;10;-;3268;7;-;-;-;-;3208;6;10;51;3251;141;66
"310445 ARICANDUVA";1439;611;765;63;551;712;176;552;708;179;1283;99;6;22;1;28;1247;8;34;150;1409;199;248
"310450 ARINOS";5273;3459;1707;107;3306;1497;470;1293;3112;868;5023;70;40;82;30;28;4976;23;28;246;4625;667;678
"310480 AUGUSTO DE LIMA";910;607;303;-;758;152;-;51;859;-;909;1;-;-;-;-;903;2;1;4;910;182;-
"310490 BAEPENDI";5396;4088;1246;62;4243;1090;63;4159;933;304;5321;11;6;1;3;54;5025;42;27;302;5331;906;936
"310500 BALDIM";2693;2145;499;49;1886;731;76;1699;940;54;2691;2;-;-;-;-;2445;2;9;237;2631;187;162
"310510 BAMBUI";7886;7199;681;6;7255;626;5;7149;729;8;7850;3;-;1;30;2;7692;66;16;112;7823;348;2
"310520 BANDEIRA";1552;807;741;4;872;339;341;902;263;387;1334;202;14;1;-;1;1318;5;53;176;1483;88;87
"310550 BARAO DE MONTE ALTO";1891;1555;336;-;1568;292;31;1561;86;244;1890;-;-;1;-;-;1713;3;89;86;1887;374;549
"310560 BARBACENA";20085;17293;2743;49;17701;2302;82;17054;2160;871;19890;166;16;1;4;8;19527;84;85;389;19966;1097;19
"310570 BARRA LONGA";2008;1397;599;12;1091;789;128;1666;122;220;1966;13;6;12;1;10;1724;26;71;187;1959;96;95
"310600 BELA VISTA DE MINAS";2942;2708;232;2;2785;142;15;2824;41;77;2925;11;-;3;1;2;2839;18;42;43;2884;242;183
"310610 BELMIRO BRAGA";1057;815;241;1;882;173;2;921;135;1;1051;2;-;4;-;-;949;5;3;100;1056;83;77
"310620 BELO HORIZONTE";650268;650268;-;-;643496;3668;3104;608032;14771;27465;646611;50;-;1902;317;1388;594741;3604;14982;36941;658547;-;-
"310640 BELO VALE";2449;975;1469;5;1187;1255;7;956;1443;50;2394;39;-;2;-;14;1574;45;671;159;2410;236;95
"310650 BERILO";3399;1768;1122;509;1229;1926;244;884;2230;285;3379;5;4;1;-;10;3209;16;17;157;3265;823;169
"310665 BERIZAL";1243;837;397;9;871;302;70;133;1044;66;1156;13;3;-;2;69;1187;5;4;47;1219;242;269
"310670 BETIM";102794;101522;750;522;102281;422;91;91095;10179;1520;102664;61;12;19;24;14;93990;239;5049;3516;100115;3553;3273
"310680 BIAS FORTES";1165;818;346;1;778;367;20;1090;46;29;1127;5;2;21;-;10;1031;2;-;132;1097;202;199
"310690 BICAS";4183;4057;125;1;4019;164;-;4154;22;7;4182;1;-;-;-;-;3983;6;156;38;4177;219;38
"310710 BOA ESPERANCA";7264;5987;1269;8;6489;656;119;5961;1273;30;7261;1;-;-;-;2;4713;51;9;2491;7259;552;95
"310730 BOCAIUVA";10959;8608;2334;15;8425;2316;194;7984;2623;344;10924;29;-;-;4;-;10587;9;10;353;10818;2093;1970
"310750 BOM JARDIM DE MINAS";2352;1825;247;280;2098;200;54;2104;128;120;2308;17;1;14;-;12;1876;6;402;68;2305;379;379
"310760 BOM JESUS DA PENHA";1500;1116;382;2;1184;316;-;1113;385;2;1499;1;-;-;-;-;834;-;356;310;1482;37;21
"310770 BOM JESUS DO AMPARO";1690;988;702;-;1138;535;17;984;623;83;1672;13;-;-;1;4;1563;16;49;62;1669;173;243
"310790 BOM REPOUSO";3263;1819;1434;10;2612;497;154;1916;370;977;3222;9;10;9;-;13;464;3;1083;1713;3226;278;1
"310800 BOM SUCESSO";5309;4710;599;-;4613;688;8;4538;759;12;5306;1;-;1;-;1;4762;1;539;7;5300;289;187
"310810 BONFIM";2799;1333;1360;106;1342;1255;202;1146;1548;105;2735;16;8;33;2;5;1590;28;978;203;2788;461;461
"310825 BONITO DE MINAS";2409;962;1366;81;789;1336;284;12;1592;805;2235;156;10;1;-;7;1805;12;240;352;2266;398;338
"310830 BORDA DA MATA";5321;4482;837;2;4606;705;10;4486;622;213;5317;3;-;1;-;-;5012;42;73;194;5307;294;56
"310840 BOTELHOS";2150;1676;469;5;2012;131;7;1684;111;355;2147;2;-;-;-;1;1670;5;282;193;2145;68;15
"310850 BOTUMIRIM";1747;857;842;48;637;556;554;269;977;501;1712;13;3;7;10;2;1472;11;17;247;1400;27;6
"310855 BRASILANDIA DE MINAS";3764;3741;23;-;3762;2;-;112;3634;18;3759;5;-;-;-;-;953;8;2802;1;3762;508;3560
"310860 BRASILIA DE MINAS";6729;5084;1317;328;4921;929;879;4492;1879;358;6696;24;4;1;-;4;5304;35;214;1176;6415;735;140
"310880 BRAUNAS";1497;569;918;10;513;616;368;504;158;835;1176;183;105;33;-;-;1024;8;126;339;1475;271;303
"310890 BRAZOPOLIS";3458;1844;1604;10;2646;800;12;2693;734;31;3395;20;17;14;1;11;2723;100;97;538;3442;522;483
"310900 BRUMADINHO";10893;7652;3206;35;10185;679;29;6450;4367;76;10854;6;1;16;10;6;10032;36;302;523;10851;382;82
"310910 BUENO BRANDAO";1925;1135;787;3;1427;275;223;1128;523;274;1911;9;3;1;-;1;1059;14;377;475;1910;160;638
"310920 BUENOPOLIS";2976;2236;717;23;2226;500;250;1265;1432;279;2963;7;-;2;-;4;2334;9;53;580;2918;134;23
"310925 BUGRE";1254;827;426;1;714;451;89;812;336;106;1253;-;-;1;-;-;1014;3;17;220;1248;-;-
"310930 BURITIS";6378;5354;956;68;5424;919;35;1271;4986;121;6291;6;5;1;24;51;5501;20;49;808;6191;1082;2067
"310940 BURITIZEIRO";7080;6763;163;154;6286;718;76;39;6891;150;7032;25;-;1;3;19;4460;62;135;2423;6953;1106;1283
"310945 CABECEIRA GRANDE";2220;2201;19;-;2209;11;-;17;2202;1;2209;2;-;1;5;3;2056;11;51;102;2192;402;28
"310950 CABO VERDE";1141;1116;22;3;1132;6;3;1131;8;2;1137;3;-;1;-;-;799;3;4;335;1141;126;63
"310970 CACHOEIRA DE MINAS";3195;2230;957;8;2960;231;4;2335;775;85;3189;5;-;1;-;-;2648;14;4;529;3165;274;363
"310980 CACHOEIRA DOURADA";785;695;81;9;709;75;1;702;78;5;780;2;1;1;1;-;573;5;5;202;780;4;5
"310990 CAETANOPOLIS";3382;2643;661;78;2604;764;14;2429;940;13;3362;2;-;2;13;3;3136;47;32;167;3339;95;4
"311000 CAETE";10897;9977;840;80;9917;918;62;9641;1055;201;10818;25;23;7;14;10;10474;39;104;280;10650;15;137
"311020 CAJURI";1296;666;269;361;711;339;246;671;244;381;1292;1;2;-;1;-;828;93;53;322;1252;122;121
"311040 CAMACHO";1058;612;428;18;577;396;85;625;347;86;1058;-;-;-;-;-;710;1;113;234;1051;-;-
"311050 CAMANDUCAIA";3614;2064;1536;14;3173;346;95;1772;1041;801;3261;61;10;69;7;206;1245;55;454;1860;3449;14;15
"311060 CAMBUI";8870;7450;1316;99;8662;192;16;5123;1523;44;8817;20;6;3;6;18;5432;41;2343;1054;8866;152;55
"311070 CAMBUQUIRA";3745;3102;635;8;3161;544;40;2680;960;105;3717;3;-;-;-;25;3160;15;30;540;3720;393;133
"311090 CAMPANHA";4489;4199;287;3;4215;269;5;4177;302;10;4488;1;-;-;-;-;4049;11;356;73;4452;136;111
"311100 CAMPESTRE";1178;1174;4;-;1175;3;-;1173;4;1;1178;-;-;-;-;-;1150;1;6;21;1164;39;37
"311110 CAMPINA VERDE";4152;3776;367;9;3789;362;1;3779;372;1;3878;1;-;16;82;175;16;-;572;3564;4129;-;-
"311115 CAMPO AZUL";1051;602;441;8;541;146;364;2;795;254;1043;5;1;-;1;1;665;1;-;385;1036;-;-
"311120 CAMPO BELO";16875;16408;459;8;16506;295;74;16354;399;122;16855;10;-;-;1;9;16519;7;126;223;16848;159;11
"311140 CAMPO FLORIDO";1700;1674;2;24;1699;1;-;1664;33;3;1699;-;1;-;-;-;1287;2;407;4;1693;87;52
"311150 CAMPOS ALTOS";1567;1517;50;-;1527;38;2;1517;47;3;1567;-;-;-;-;-;1263;8;261;35;1561;-;-
"311160 CAMPOS GERAIS";5403;5388;15;-;5393;8;2;5393;9;1;5397;3;-;-;-;3;3171;12;1718;502;5329;122;113
"311170 CANAA";1504;611;887;6;642;658;204;740;406;358;1498;5;-;-;1;-;1237;47;181;39;1426;280;466
"311180 CANAPOLIS";3446;3108;320;18;3134;302;10;3124;306;16;3322;51;19;3;-;51;2622;20;8;796;3430;23;20
"311190 CANA VERDE";1963;1485;478;-;1747;189;27;1632;326;5;1960;3;-;-;-;-;1889;10;6;58;1951;68;68
"311200 CANDEIAS";4887;3593;1289;5;3657;1122;108;3585;1149;153;4885;-;-;-;1;1;4643;20;8;216;4866;524;535
"311205 CANTAGALO";1229;621;603;5;690;519;20;619;534;76;1206;17;1;3;1;1;884;5;5;335;1225;170;188
"311210 CAPARAO";1701;692;1008;1;921;614;166;696;401;604;1700;1;-;-;-;-;1222;10;6;463;1696;192;179
"311220 CAPELA NOVA";1430;789;639;2;684;741;5;694;695;41;1430;-;-;-;-;-;1405;7;-;18;1425;195;200
"311230 CAPELINHA";9070;6651;2413;6;6708;2339;23;6195;2846;29;9067;3;-;-;-;-;8978;67;1;24;9044;1332;1356
"311240 CAPETINGA";994;994;-;-;992;2;-;994;-;-;993;-;-;1;-;-;849;1;10;134;992;150;657
"311260 CAPINOPOLIS";4895;4563;331;1;4585;306;4;4565;324;6;4877;2;2;9;4;1;3830;26;36;1003;4880;81;73
"311265 CAPITAO ANDRADE";1602;1228;374;-;1228;353;21;1231;354;17;1601;1;-;-;-;-;1593;6;-;3;1596;1;2
"311270 CAPITAO ENEAS";3788;3301;377;110;2984;674;130;758;2826;204;3746;8;1;7;15;11;1345;10;67;2366;3708;661;663
"311280 CAPITOLIO";2611;1967;644;-;2252;359;-;1967;-;-;2611;-;-;-;-;-;2611;-;-;-;2611;-;-
"311290 CAPUTIRA";3218;1711;1474;33;1711;1020;487;1881;192;1145;3192;10;-;2;-;14;2483;63;279;393;3167;413;414
"311310 CARANAIBA";904;499;404;1;408;457;39;339;194;371;886;17;1;-;-;-;860;1;-;43;882;21;-
"311320 CARANDAI";5780;5036;726;18;5183;559;38;4813;417;550;5747;10;-;1;1;21;5416;32;79;253;5749;551;297
"311330 CARANGOLA";9616;8079;1534;3;8179;1392;45;8140;819;657;9610;4;1;-;-;1;8947;6;3;660;9525;498;687
"311340 CARATINGA";27235;24496;2696;43;25172;1755;308;24367;1280;1588;27209;22;1;1;-;2;25929;113;314;879;27175;942;1700
"311350 CARBONITA";2993;2817;173;3;2753;213;27;2486;482;25;2992;-;-;-;1;-;2831;7;-;155;2971;416;462
"311370 CARLOS CHAGAS";5598;4661;910;27;4645;875;78;4628;840;130;5291;34;2;1;-;270;4439;21;902;236;5527;522;58
"311380 CARMESIA";785;578;195;12;459;144;182;502;48;235;700;78;6;-;-;1;675;5;4;101;760;53;694
"311410 CARMO DE MINAS";3777;3225;518;34;3355;400;22;3302;199;276;3775;1;-;-;1;-;3256;28;57;436;3765;615;605
"311420 CARMO DO CAJURU";6804;6246;374;184;6499;298;7;5901;891;12;6789;5;-;-;-;10;6651;59;8;86;6776;27;31
"311430 CARMO DO PARANAIBA";9290;8332;881;77;8438;827;25;8395;839;56;9229;31;4;4;5;17;9082;30;109;69;9246;526;233
"311440 CARMO DO RIO CLARO";5057;4635;416;6;4958;96;3;4720;312;25;5049;2;-;-;1;5;4247;10;60;740;5048;80;79
"311450 CARMOPOLIS DE MINAS";5014;4061;914;39;4295;691;28;3849;1108;57;5010;2;2;-;-;-;4940;6;16;52;4990;132;1502
"311455 CARNEIRINHO";3150;2459;690;1;2447;698;5;2198;938;14;3060;2;3;61;17;7;334;7;1973;836;3101;29;19
"311470 CARVALHOPOLIS";1098;842;256;-;896;200;2;843;254;1;1098;-;-;-;-;-;843;17;1;237;1087;85;13
"311480 CARVALHOS";1459;895;562;2;917;528;14;940;489;30;1452;4;-;2;-;1;876;367;175;41;1437;1;1
"311490 CASA GRANDE";612;353;201;58;354;238;20;359;203;50;612;-;-;-;-;-;590;7;-;15;607;57;23
"311500 CASCALHO RICO";955;625;327;3;639;314;2;426;518;11;952;-;1;2;-;-;544;4;386;21;952;28;-
"311510 CASSIA";3516;3513;1;2;3516;-;-;3505;11;-;3514;2;-;-;-;-;2670;2;137;707;3504;357;344
"311520 CONCEICAO DA BARRA DE MINAS";1266;900;365;1;899;339;28;430;802;34;1265;1;-;-;-;-;881;2;320;63;1234;248;247
"311530 CATAGUASES";17986;17357;620;9;17499;345;142;17115;172;699;17877;89;6;7;2;5;16536;44;397;1009;17611;308;38
"311535 CATAS ALTAS";1492;1304;186;2;1317;169;6;1294;179;19;1481;3;3;3;2;-;1386;4;3;99;1475;136;150
"311540 CATAS ALTAS DA NORUEGA";923;423;498;2;419;443;61;415;311;197;899;16;2;-;-;6;646;4;165;108;868;70;117
"311547 CATUTI";1598;778;796;24;913;486;199;37;1455;106;1587;7;-;2;1;1;1118;16;32;432;1560;612;499
"311550 CAXAMBU";3938;3910;26;2;3916;22;-;3916;20;2;3934;2;-;1;-;1;3654;11;30;243;3925;422;115
"311560 CEDRO DO ABAETE";439;391;47;1;390;49;-;113;326;-;436;-;-;1;-;2;398;-;41;-;439;54;59
"311570 CENTRAL DE MINAS";2372;2031;325;16;2005;346;21;1968;333;71;2371;-;-;-;-;1;2075;19;226;52;2371;197;6
"311580 CENTRALINA";2794;2686;93;15;2670;119;5;16;2749;29;2785;3;-;-;-;6;2306;13;46;429;2786;43;40
"311590 CHACARA";932;665;262;5;755;147;30;665;125;142;922;8;-;-;2;-;813;7;1;111;910;25;164
"311600 CHALE";1933;1136;794;3;1116;681;136;1093;142;698;1931;-;-;2;-;-;1458;-;14;461;1923;419;539
"311620 CHIADOR";964;780;183;1;806;153;5;802;51;111;961;1;-;2;-;-;557;-;156;251;962;137;-
"311630 CIPOTANEA";1921;943;958;20;939;832;150;893;648;380;1910;6;4;-;-;1;1711;7;-;203;1871;40;39
"311650 CLARO DOS POCOES";2389;1583;772;34;1503;810;76;772;1472;145;2388;-;-;-;-;1;2091;6;68;224;2335;748;802
"311660 CLAUDIO";6159;5586;572;1;5583;574;2;5582;575;2;6155;3;-;-;-;1;5944;68;126;21;6110;105;147
"311670 COIMBRA";2268;1575;692;1;1580;669;19;13;4;2251;2268;-;-;-;-;-;2257;4;-;7;2258;153;62
"311680 COLUNA";2329;1122;1182;25;1026;995;308;1069;978;282;2191;130;1;5;1;1;822;5;910;592;2201;876;932
"311690 COMENDADOR GOMES";959;490;460;9;566;364;29;520;402;37;903;5;-;1;4;46;222;16;389;332;941;154;760
"311700 COMERCINHO";2508;1238;1211;59;1104;935;469;738;1445;325;2492;12;2;1;-;1;2445;6;-;57;2383;535;539
"311710 CONCEICAO DA APARECIDA";3147;2167;977;3;2254;865;28;2174;969;4;3144;2;-;1;-;-;2573;28;223;323;3137;2;6
"311730 CONCEICAO DAS ALAGOAS";5890;5756;111;23;5730;132;28;5193;682;15;5865;10;-;-;-;15;2118;31;2904;837;5802;218;266
"311740 CONCEICAO DE IPANEMA";1399;1041;351;7;948;311;140;1042;95;262;1380;4;-;15;-;-;1189;5;-;205;1356;262;262
"311750 CONCEICAO DO MATO DENTRO";4008;2666;1285;57;2305;1272;431;2525;1022;461;3870;57;7;42;1;31;3083;23;16;886;3682;15;15
"311770 CONCEICAO DO RIO VERDE";2064;2064;-;-;2063;1;-;2062;2;-;2064;-;-;-;-;-;2054;-;-;10;2060;288;6
"311780 CONCEICAO DOS OUROS";2975;2440;534;1;2570;405;-;2402;551;22;2973;1;1;-;-;-;2627;8;1;339;2973;16;14
"311787 CONFINS";1430;1404;24;2;1407;22;1;75;1353;2;1426;3;-;-;1;-;1351;2;62;15;1427;9;2
"311790 CONGONHAL";3423;2648;768;7;2784;638;1;2658;706;59;3410;11;1;-;1;-;2761;20;470;172;3399;218;758
"311800 CONGONHAS";11286;10840;403;43;10980;295;11;9855;1143;288;11265;9;5;4;1;2;11063;15;81;127;11188;613;550
"311810 CONGONHAS DO NORTE";1431;950;389;92;643;489;299;356;830;245;1370;6;-;1;-;54;1101;30;4;296;1219;47;42
"311820 CONQUISTA";1864;1817;47;-;1862;2;-;1792;72;-;1863;1;-;-;-;-;1829;4;-;31;1859;34;89
"311840 CONSELHEIRO PENA";5781;4858;907;16;4490;1135;156;4610;813;358;5770;8;-;3;-;-;3939;3;2;1837;5728;409;401
"311850 CONSOLACAO";548;448;99;1;518;30;-;440;79;29;547;-;-;1;-;-;478;11;2;57;544;-;13
"311860 CONTAGEM";91865;91290;426;149;90530;519;816;76876;10430;4559;91733;69;3;29;13;18;84655;338;1616;5256;90408;1449;1415
"311870 COQUEIRAL";2992;2427;556;9;2418;562;12;2372;614;6;2989;2;1;-;-;-;2791;151;4;46;2967;124;106
"311900 CORDISLANDIA";999;847;151;1;864;128;7;824;169;6;993;-;-;-;-;6;891;3;2;103;989;7;4
"311910 CORINTO";2757;2637;112;8;2537;184;36;2134;598;25;2748;3;2;-;4;-;2322;17;61;357;2749;99;23
"311920 COROACI";2994;1534;1448;12;1509;1332;153;1514;1224;256;2794;147;9;36;6;2;1961;11;504;518;2940;904;240
"311930 COROMANDEL";6892;6864;25;3;6849;42;1;6811;81;-;6521;3;3;-;-;365;6846;5;20;21;6885;122;3496
"311940 CORONEL FABRICIANO";13152;11663;1434;55;12738;364;50;11992;318;842;13028;53;3;13;10;45;11896;43;153;1060;12918;944;117
"311960 CORONEL PACHECO";880;638;242;-;778;102;-;783;68;29;879;1;-;-;-;-;860;1;1;18;874;81;79
"311970 CORONEL XAVIER CHAVES";1047;606;440;1;989;56;2;603;399;45;1034;1;1;-;-;11;909;1;118;19;1025;117;159
"311980 CORREGO DANTA";852;694;158;-;737;114;1;689;161;2;849;-;-;-;1;2;198;1;600;53;845;9;1
"311995 CORREGO FUNDO";1963;1494;469;-;1610;327;26;597;1353;13;1960;3;-;-;-;-;1777;2;127;57;1959;158;19
"312000 CORREGO NOVO";1123;859;170;94;860;96;167;880;96;147;1122;-;-;-;-;1;837;1;76;209;1110;55;9
"312010 COUTO DE MAGALHAES DE MINAS";1245;1166;78;1;1146;91;8;1133;109;3;1008;2;2;-;-;233;1233;5;-;7;1231;73;61
"312015 CRISOLITA";1775;1073;672;30;1072;568;135;842;648;285;1682;56;5;-;1;31;1397;3;255;120;1705;328;115
"312020 CRISTAIS";3699;3014;684;1;3031;606;62;2996;664;39;3695;3;-;-;1;-;3577;14;14;94;3665;25;-
"312050 CRISTINA";3304;2260;1037;7;2626;569;109;2404;17;883;3295;5;1;3;-;-;2362;4;11;927;3289;2;1
"312060 CRUCILANDIA";2019;1327;677;15;1419;600;-;1323;687;9;2016;2;-;1;-;-;872;50;1043;54;2005;313;141
"312070 CRUZEIRO DA FORTALEZA";610;547;62;1;550;60;-;549;61;-;610;-;-;-;-;-;465;2;88;55;587;104;241
"312080 CRUZILIA";3811;3314;487;10;3343;451;17;3317;405;89;3811;-;-;-;-;-;3673;75;10;53;3801;16;1
"312083 CUPARAQUE";1507;1290;216;1;1287;215;5;1286;152;69;1503;3;1;-;-;-;1328;19;7;153;1502;190;81
"312100 DATAS";1504;1287;214;3;995;442;67;1100;324;80;1492;1;-;11;-;-;1320;29;1;154;1476;344;8
"312120 DELFINOPOLIS";2365;1815;549;1;1935;423;7;1801;562;2;2358;3;1;1;2;-;1759;3;207;396;2344;105;94
"312125 DELTA";2792;2637;129;26;2757;30;5;2576;184;32;2755;10;-;-;4;23;840;17;994;941;2723;286;202
"312130 DESCOBERTO";1805;1702;101;2;1720;83;2;1733;65;7;1801;3;1;-;-;-;1781;14;10;-;1771;109;139
"312140 DESTERRO DE ENTRE RIOS";2597;1474;1115;8;1372;959;266;1425;998;174;2592;3;1;1;-;-;2482;13;34;68;2555;290;766
"312150 DESTERRO DO MELO";995;479;511;5;517;409;69;484;32;479;988;2;2;2;-;1;918;5;7;65;969;36;37
"312160 DIAMANTINA";11357;9932;1313;112;8683;2339;335;8514;2018;825;10909;119;15;16;9;289;10106;57;604;590;11071;541;227
"312170 DIOGO DE VASCONCELOS";838;288;516;34;32;708;98;479;34;325;802;25;7;4;-;-;600;8;10;220;818;171;217
"312190 DIVINESIA";1182;878;302;2;891;265;26;871;132;179;1174;5;1;-;2;-;1144;16;5;17;1155;58;88
"312200 DIVINO";4377;1765;2563;49;2060;2036;281;1803;1041;1533;4201;34;2;71;-;69;2662;34;160;1521;4342;202;84
"312210 DIVINO DAS LARANJEIRAS";1588;1377;206;5;1392;189;7;1394;120;74;1588;-;-;-;-;-;1491;7;1;89;1582;233;429
"312230 DIVINOPOLIS";22711;20975;1663;73;21177;1488;46;15551;7011;149;22652;18;-;7;3;31;21217;43;216;1235;22465;587;577
"312235 DIVISA ALEGRE";1604;1579;9;16;1569;11;24;11;1573;20;496;6;-;-;3;1099;1558;4;32;10;1574;10;50
"312240 DIVISA NOVA";1310;1013;297;-;1243;67;-;1013;286;11;1306;4;-;-;-;-;902;1;155;252;1302;37;47
"312245 DIVISOPOLIS";2886;2252;618;16;2222;502;162;459;2251;176;2388;55;11;6;2;424;2528;15;183;160;2805;8;3
"312260 DOM JOAQUIM";1408;956;412;40;767;457;184;892;234;282;1132;234;26;15;-;1;1240;1;40;127;1149;64;44
"312270 DOM SILVERIO";1859;1503;352;4;1548;279;32;1577;80;202;1847;11;1;-;-;-;1847;2;1;9;1786;215;744
"312280 DOM VICOSO";992;715;253;24;762;220;10;852;55;85;991;1;-;-;-;-;825;22;1;144;981;63;65
"312300 DORES DE CAMPOS";3134;2911;210;13;2922;194;18;2894;203;37;3114;7;-;-;4;9;3052;14;2;66;3100;3;6
"312310 DORES DE GUANHAES";1545;674;867;4;662;827;56;15;115;1415;1472;71;1;1;-;-;1227;6;-;312;1534;2;11
"312320 DORES DO INDAIA";2383;2380;3;-;2382;1;-;2367;13;3;2379;1;-;-;1;2;2379;2;1;1;2376;188;49
"312330 DORES DO TURVO";1470;665;780;25;836;601;33;840;149;481;1469;-;-;-;-;1;1354;3;-;113;1464;18;19
"312340 DORESOPOLIS";573;487;84;2;478;68;27;467;103;3;572;1;-;-;-;-;67;-;426;80;571;115;114
"312360 ELOI MENDES";5322;4349;972;1;4561;756;5;4350;968;4;5320;2;-;-;-;-;5021;28;7;266;5288;143;127
"312370 ENGENHEIRO CALDAS";3227;2632;583;12;2757;458;12;2665;426;136;3225;2;-;-;-;-;2764;92;87;284;3210;245;251
"312380 ENGENHEIRO NAVARRO";1975;1491;476;8;1351;603;21;668;1277;30;1974;-;-;1;-;-;1805;8;1;161;1956;351;13
"312385 ENTRE FOLHAS";1454;1024;424;6;1045;401;8;1028;250;176;1447;3;4;-;-;-;1396;24;3;31;1436;58;480
"312390 ENTRE RIOS DE MINAS";3309;3258;49;2;3253;56;-;2955;351;3;3306;-;-;-;-;3;3297;8;-;4;3287;316;202
"312410 ESMERALDAS";9144;7714;1340;90;8399;700;45;1737;7211;196;9124;1;-;7;2;10;7811;72;801;460;8929;532;519
