 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2015
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"261090 PESQUEIRA";16465;10247;2870;3348;11023;2743;2699;7776;5518;3171;16024;230;179;10;8;14;8527;202;5449;2287;15405;904;770
"261110 PETROLINA";71727;60402;1284;10041;60439;7235;4053;42241;25203;4283;69345;1033;1161;38;42;108;33997;456;18067;19207;69235;1086;791
"261120 POCAO";3585;1399;890;1296;2518;820;247;1363;1738;484;3583;1;1;-;-;-;2017;19;921;628;3540;468;369
"261150 QUIPAPA";5424;3290;1965;169;3465;854;1105;2541;2003;880;4577;658;187;-;-;2;2297;133;1642;1352;5222;1059;1169
"261153 QUIXABA";985;833;106;46;835;148;2;613;285;87;983;2;-;-;-;-;2;-;978;5;978;424;564
"261160 RECIFE";350438;334718;13083;2625;338888;1470;10069;127194;180520;42712;332321;4115;1324;9053;2653;961;75219;2834;58159;214216;343303;404;196
"261170 RIACHO DAS ALMAS";6917;3560;338;3019;4157;2664;96;3299;2320;1298;6903;7;6;-;-;1;485;10;6355;67;6905;1788;76
"261210 SALGADINHO";1401;803;197;401;646;565;190;101;1223;77;1367;27;6;1;-;-;748;4;468;181;1383;119;114
"261220 SALGUEIRO";12084;10117;604;1363;9026;1896;1162;2927;1273;7884;10994;628;457;2;1;2;5976;32;3826;2250;11850;3115;3004
"261230 SALOA";4992;3493;919;580;3142;1158;692;2391;1740;861;4799;153;38;1;-;1;2511;26;2070;385;4911;997;708
"261240 SANHARO";6530;5516;369;645;4652;1512;366;3327;2597;606;6480;25;12;13;-;-;3065;81;2510;874;6512;301;302
"261245 SANTA CRUZ";3466;1534;360;1572;1306;606;1554;958;643;1865;3414;25;18;-;-;9;485;34;2721;226;3368;808;799
"261247 SANTA CRUZ DA BAIXA VERDE";1984;97;1838;49;1192;392;400;800;763;421;1972;-;1;-;4;7;822;15;611;536;1943;293;180
"261250 SANTA CRUZ DO CAPIBARIBE";22101;16414;685;5002;21009;651;441;19263;1723;1115;22057;13;4;2;16;9;8655;162;6172;7112;21495;53;37
"261255 SANTA FILOMENA";3579;1216;260;2103;951;589;2039;104;1618;1857;3563;14;1;-;-;1;184;22;3054;319;3203;1350;1448
"261260 SANTA MARIA DA BOA VISTA";10493;7683;400;2410;3896;3820;2777;3621;4750;2122;9818;327;335;10;-;3;2229;68;7725;471;9963;1067;898
"261270 SANTA MARIA DO CAMBUCA";3811;905;599;2307;1184;2361;266;410;2556;845;3809;2;-;-;-;-;369;12;3307;123;3790;1216;1207
"261290 SAO BENEDITO DO SUL";2888;1910;938;40;1952;408;528;356;1980;552;2138;538;206;-;6;-;483;67;1365;973;2800;633;584
"261300 SAO BENTO DO UNA";13136;8389;1240;3507;7777;4570;789;6862;3413;2861;13064;37;34;1;-;-;5384;88;7303;361;11824;819;29
"261310 SAO CAITANO";11233;7744;416;3073;8343;2061;829;5427;4418;1388;11212;16;4;-;1;-;6227;147;3153;1706;11161;2956;49
"261320 SAO JOAO";6445;3837;1783;825;3276;1589;1580;616;4841;988;6320;81;41;1;2;-;1035;84;4435;891;6335;1476;499
"261330 SAO JOAQUIM DO MONTE";5220;3990;1187;43;4018;795;407;3851;1055;314;5123;72;16;1;5;3;1236;35;2115;1834;5127;1550;816
"261370 SAO LOURENCO DA MATA";17653;11651;5462;540;13221;1993;2439;4587;11753;1313;16506;660;428;19;21;19;3077;231;3326;11019;16847;-;-
"261390 SERRA TALHADA";25519;19960;3651;1908;18251;2360;4908;18756;1234;5529;24500;579;398;13;15;14;14220;215;9265;1819;24827;1981;1138
"261400 SERRITA";5537;3170;738;1629;2410;1704;1423;2343;1217;1977;4557;779;201;-;-;-;658;8;4657;214;5390;2008;1976
"261420 SIRINHAEM";9225;5653;3187;385;6830;1024;1371;471;7518;1236;8360;503;315;10;9;28;1896;108;4912;2309;9020;240;231
"261430 MOREILANDIA";3715;2081;520;1114;1772;498;1445;76;2347;1292;2775;716;224;-;-;-;619;9;2470;617;3646;406;420
"261440 SOLIDAO";1645;702;705;238;721;550;374;487;812;346;1643;1;1;-;-;-;52;15;1521;57;1629;854;944
"261450 SURUBIM";16860;13370;529;2961;12060;4056;744;10989;4425;1446;16810;34;14;2;-;-;10630;32;4692;1506;16785;1851;1881
"261480 TACARATU";5797;3458;1524;815;2935;1749;1113;805;3636;1356;5583;75;105;16;13;5;2262;20;1111;2404;5710;1;2
"261485 TAMANDARE";5760;3210;2423;127;4387;956;417;259;5072;429;5535;105;106;6;4;4;1977;170;2990;623;5735;1685;918
"261510 TEREZINHA";2201;995;669;537;1007;876;318;884;630;687;2163;35;2;-;-;1;130;51;1757;263;2065;82;80
"261520 TERRA NOVA";2494;2100;7;387;1670;555;269;1303;328;863;2206;193;95;-;-;-;1406;4;935;149;2478;1205;1449
"261530 TIMBAUBA";15581;13060;2034;487;12696;1095;1790;8065;6550;966;15184;228;114;28;19;8;4214;58;5201;6108;15018;1413;702
"261550 TRACUNHAEM";3802;3201;494;107;2948;311;543;289;3313;200;3695;56;50;-;-;1;875;8;1620;1299;3755;138;132
"261560 TRINDADE";6824;5214;618;992;4765;793;1266;1562;4219;1043;6476;143;51;2;-;152;2438;58;2331;1997;6075;166;4
"261570 TRIUNFO";5121;2434;2600;87;2934;1517;670;562;3890;669;5067;3;-;2;-;49;2550;36;2318;217;5046;325;290
"261580 TUPANATINGA";5520;2915;837;1768;2282;1038;2200;1999;971;2550;4954;400;154;4;5;3;2119;22;1261;2118;5177;1412;1411
"261590 TUPARETAMA";3178;2342;655;181;2346;831;1;1302;1789;87;3174;-;4;-;-;-;1180;5;1937;56;3173;291;275
"261610 VERDEJANTE";2680;2015;107;558;1156;692;832;952;852;876;2366;171;139;4;-;-;826;17;1200;637;2538;1174;1158
"261618 VERTENTE DO LERIO";2579;15;866;1698;833;1482;264;85;1932;562;2567;9;3;-;-;-;342;23;1992;222;2543;504;441
"261630 VICENCIA";8203;5263;2703;237;4596;724;2883;1077;5582;1544;7703;320;178;1;1;-;2217;60;3212;2714;7749;95;75
"261640 VITORIA DE SANTO ANTAO";32005;25193;5735;1077;26292;2091;3622;15221;11215;5569;30090;1277;576;22;13;27;15784;352;3631;12238;30735;58;18
"261650 XEXEU";2937;2237;592;108;2281;253;403;2068;642;227;2722;126;58;29;-;2;432;5;1665;835;2928;1057;3
"270010 AGUA BRANCA";5350;3664;988;698;1802;2534;1014;1521;2220;1609;5278;21;49;1;1;-;1823;33;2468;1026;5168;2045;2028
"270040 ATALAIA";11643;7538;3841;264;8705;1132;1806;2114;8199;1330;10119;1020;405;20;30;48;785;90;7866;2902;10931;1083;37
"270060 BARRA DE SAO MIGUEL";2465;2294;169;2;2404;8;53;283;2047;135;2287;59;99;2;18;-;411;8;2046;-;2460;478;727
"270080 BELEM";1730;380;1301;49;846;601;283;92;1408;230;1425;224;80;-;-;1;169;28;1277;256;1587;486;475
"270090 BELO MONTE";1876;724;348;804;580;1113;183;14;1026;836;1644;76;154;-;-;2;5;24;1778;69;1840;544;587
"270100 BOCA DA MATA";6940;4869;1913;158;6137;374;429;3362;2876;702;6448;398;85;-;3;6;541;28;4802;1569;6905;6;6
"270110 BRANQUINHA";2952;1944;1006;2;1979;765;208;1436;918;598;2759;90;101;-;2;-;3;3;2936;10;2912;8;-
"270120 CACIMBINHAS";2592;730;92;1770;1475;873;244;4;2065;523;2202;220;170;-;-;-;47;8;2377;160;2250;-;-
"270130 CAJUEIRO";5130;4563;482;85;4487;294;349;280;4340;510;4892;142;63;2;2;29;716;27;3424;963;4755;1312;1284
"270135 CAMPESTRE";1883;1370;471;42;1562;117;204;934;665;284;1813;54;14;-;1;1;95;186;1526;76;1851;382;375
"270140 CAMPO ALEGRE";9545;7569;1862;114;9253;136;156;792;8646;107;9195;274;56;2;4;14;757;19;4193;4576;9275;325;111
"270150 CAMPO GRANDE";2767;2348;281;138;1426;992;349;43;2332;392;2590;121;56;-;-;-;300;32;2377;58;2691;31;38
"270160 CANAPI";4493;1507;153;2833;1900;1580;1013;53;2741;1699;4371;70;38;-;-;14;10;1;1955;2527;4433;1043;908
"270170 CAPELA";4421;3219;1159;43;3649;287;485;2500;877;1044;4086;222;107;-;2;4;75;9;4167;170;4389;161;157
"270180 CARNEIROS";2126;1566;1;559;1355;429;342;3;1796;327;2068;16;8;-;29;5;124;-;1938;64;2088;522;701
"270190 CHA PRETA";2049;1137;897;15;1278;425;346;45;1488;516;1543;360;143;2;1;-;228;38;1645;138;1818;190;189
"270200 COITE DO NOIA";3218;1031;1683;504;1001;1692;525;6;2985;227;3002;132;79;-;1;4;609;25;2522;62;3149;861;834
"270210 COLONIA LEOPOLDINA";5241;4335;881;25;4455;267;519;4255;450;536;4556;461;221;-;3;-;3093;31;1970;147;5204;1867;1062
"270230 CORURIPE";14273;13754;483;36;12960;790;523;486;13242;545;12862;967;415;5;19;5;1231;76;3247;9719;14137;1354;1034
"270235 CRAIBAS";6673;4505;228;1940;3170;2365;1138;7;5850;816;6150;344;157;-;3;19;563;19;2080;4011;6403;858;550
"270240 DELMIRO GOUVEIA";14199;13530;59;610;12864;774;561;11291;1936;972;14018;87;55;13;10;16;8386;65;1992;3756;13457;1442;783
"270250 DOIS RIACHOS";2834;1132;50;1652;1594;1087;153;1;2309;524;2759;63;12;-;-;-;67;5;2750;12;2828;943;22
"270255 ESTRELA DE ALAGOAS";4905;2060;538;2307;1264;2015;1626;1;3619;1285;4370;389;146;-;-;-;278;10;4457;160;4747;2256;2140
"270260 FEIRA GRANDE";6499;1972;4474;53;2143;3926;430;28;6257;214;6340;104;54;-;1;-;1168;12;4158;1161;6472;1561;1557
"270270 FELIZ DESERTO";1305;1273;30;2;1215;79;11;-;1270;35;1201;60;44;-;-;-;25;2;1176;102;1292;173;177
"270280 FLEXEIRAS";3181;2021;1151;9;2049;750;382;2034;393;754;2711;197;267;2;4;-;950;33;1610;588;3124;1281;475
"270290 GIRAU DO PONCIANO";9192;5266;2682;1244;3901;4352;939;7;8099;1086;8875;174;128;1;12;2;593;17;7277;1305;9123;368;409
"270300 IBATEGUARA";4145;3385;755;5;3392;44;709;1474;412;2259;3424;659;51;1;9;1;249;6;2835;1055;4084;3;7
"270310 IGACI";7952;4819;541;2592;2910;2884;2158;252;5915;1785;7064;525;351;11;-;1;638;66;5952;1296;7495;1646;1672
"270320 IGREJA NOVA";6845;4768;1850;227;1916;4209;720;152;5405;1288;5533;978;316;17;-;1;727;120;3142;2856;6456;4;8
"270330 INHAPI";4684;2110;164;2410;2260;1256;1168;9;2892;1783;4626;22;36;-;-;-;164;9;2365;2146;4395;1618;1432
"270340 JACARE DOS HOMENS";1548;1161;4;382;915;523;109;8;1277;263;1458;56;33;-;-;-;113;1;1430;3;1517;269;43
"270350 JACUIPE";1909;1230;596;83;1364;305;240;524;744;641;1722;111;63;-;-;13;95;4;1648;162;1795;361;352
"270360 JAPARATINGA";2035;823;973;239;1093;651;291;6;1617;412;1412;358;256;5;1;3;252;19;668;1096;2022;884;925
"270370 JARAMATAIA";1508;1120;12;376;912;344;252;9;1324;175;1479;15;13;-;-;1;117;8;1073;310;1481;474;540
"270380 JOAQUIM GOMES";5421;3035;2089;297;3527;1073;821;120;3614;1687;3962;707;557;19;10;166;456;197;2680;2088;4875;1739;69
"270390 JUNDIA";1276;587;684;5;858;259;159;39;723;514;980;187;106;2;-;1;10;7;1254;5;1184;8;6
"270400 JUNQUEIRO";6906;2923;3912;71;4438;1959;509;66;6643;197;6582;239;67;-;1;17;2609;44;3035;1218;6823;2186;2204
"270410 LAGOA DA CANOA";5358;3838;1284;236;3367;1594;397;10;5059;289;5262;56;40;-;-;-;421;18;4890;29;5220;930;14
"270420 LIMOEIRO DE ANADIA";6433;1152;5181;100;2679;3672;82;39;6271;123;5990;294;145;-;2;2;39;1245;5087;62;6418;2350;2360
"270430 MACEIO";68128;46798;18540;2790;64800;856;2472;9570;51371;7187;65289;1379;646;125;388;301;16872;1007;5925;44324;67346;1455;645
"270450 MARAGOGI";6964;3525;3015;424;3981;1954;1029;172;5053;1739;5113;812;962;49;15;13;535;78;5242;1109;5978;121;-
"270460 MARAVILHA";3119;1592;42;1485;1688;808;623;5;2174;940;3020;28;63;1;6;1;151;19;2881;68;2917;900;999
"270470 MARECHAL DEODORO";13718;13162;339;217;12534;526;658;780;11927;1011;12573;530;440;20;53;102;2740;98;5267;5613;13380;2062;1959
"270480 MARIBONDO";3805;2664;1032;109;3205;492;108;2805;592;408;3677;103;25;-;-;-;1472;13;2083;237;3798;144;145
"270500 MATA GRANDE";5840;2119;1895;1826;2095;2169;1576;443;2949;2448;5760;40;32;-;4;4;583;10;1489;3758;5645;845;814
"270510 MATRIZ DE CAMARAGIBE";6845;3560;3262;23;5525;319;1001;13;5907;925;6275;199;363;-;8;-;588;17;4899;1341;6575;1;4
"270520 MESSIAS";4241;3517;697;27;3856;160;225;190;3797;254;3910;247;52;2;9;21;578;30;3178;455;4112;711;2
"270530 MINADOR DO NEGRAO";1409;542;296;571;640;634;135;8;1108;293;1384;13;12;-;-;-;19;66;1166;158;1389;424;64
"270540 MONTEIROPOLIS";2031;1623;88;320;991;542;498;8;1569;454;1901;78;50;1;-;1;342;32;1416;241;1810;139;140
"270550 MURICI";8126;6960;949;217;6647;357;1122;5682;1246;1198;7614;200;289;6;9;8;2532;39;3996;1559;8034;983;56
"270560 NOVO LINO";3202;1510;1652;40;1669;508;1025;1199;1073;930;2466;502;228;1;3;2;251;12;2484;455;3119;1036;2121
"270570 OLHO D'AGUA DAS FLORES";5585;5397;48;140;4223;972;390;17;5135;433;5488;53;43;-;1;-;394;16;5130;45;5438;1348;1505
"270580 OLHO D'AGUA DO CASADO";2060;1472;14;574;1050;811;199;56;1477;527;1886;20;48;1;4;101;217;10;1782;51;1912;-;-
"270590 OLHO D'AGUA GRANDE";1404;672;509;223;328;886;190;1;1024;379;1284;53;67;-;-;-;35;3;1351;15;1378;584;509
"270600 OLIVENCA";3092;1568;281;1243;1495;1384;213;15;2600;477;2984;56;51;-;-;1;138;26;2916;12;3062;71;12
"270610 OURO BRANCO";232;81;4;147;191;5;36;-;215;17;231;1;-;-;-;-;4;1;225;2;232;71;73
"270630 PALMEIRA DOS INDIOS";20906;16698;2789;1419;14654;4331;1921;336;19149;1421;20162;571;144;2;14;13;11507;116;6432;2851;20097;3389;3244
"270640 PAO DE ACUCAR";6560;5268;408;884;4367;1112;1081;11;5631;918;6224;169;162;1;4;-;58;8;6020;474;6495;538;344
"270642 PARICONHA";2202;1546;156;500;1017;377;808;16;1506;680;2072;73;52;-;2;3;500;14;1358;330;2007;294;170
"270644 PARIPUEIRA";3198;2013;1083;102;2395;332;471;38;2917;243;2597;346;218;-;8;29;332;74;2107;685;3041;364;324
"270660 PAULO JACINTO";2352;1921;382;49;1958;342;52;401;1741;210;2230;78;44;-;-;-;442;27;1872;11;2300;289;14
"270670 PENEDO";16659;15875;659;125;14271;2037;351;1191;14519;949;15794;508;336;6;7;8;4079;62;4366;8152;16277;5302;4037
"270680 PIACABUCU";4834;4010;640;184;4406;158;270;17;4491;326;4357;151;318;-;6;2;296;17;2861;1660;4743;394;396
"270690 PILAR";11690;8310;3300;80;11228;204;258;709;10285;696;11263;345;55;3;4;20;1505;69;4968;5148;11616;2552;2555
"270700 PINDOBA";793;304;486;3;443;144;206;62;349;382;580;172;41;-;-;-;114;6;529;144;769;97;58
"270730 PORTO CALVO";7008;4954;1968;86;5862;712;434;135;6184;689;6611;269;105;4;18;1;1712;55;4274;967;6726;2037;1403
"270750 PORTO REAL DO COLEGIO";5538;3911;1498;129;2332;1657;1549;755;3869;914;5171;181;184;2;-;-;415;8;3975;1140;5451;340;332
"270760 QUEBRANGULO";3223;2055;1023;145;2040;648;535;414;2094;715;2983;136;100;-;1;3;1261;11;970;981;3167;770;729
"270770 RIO LARGO";18936;14089;4571;276;17213;218;1505;4819;12351;1766;18101;465;178;6;105;81;7494;200;4623;6619;17676;308;16
"270790 SANTA LUZIA DO NORTE";1999;1500;479;20;1930;44;25;11;1951;37;1951;24;17;-;5;2;507;9;1085;398;1962;322;333
"270810 SANTANA DO MUNDAU";3439;1974;1434;31;1920;830;689;891;319;2229;2967;373;96;1;2;-;97;47;2457;838;3407;176;157
"270830 SAO JOSE DA LAJE";6475;4771;1588;116;5025;953;497;2638;1607;2230;6266;140;67;-;1;1;1221;38;4517;699;6432;538;11
"270840 SAO JOSE DA TAPERA";7757;4629;137;2991;3942;3054;761;-;6130;1627;7412;215;127;-;3;-;594;67;6619;477;7654;2108;2095
"270860 SAO MIGUEL DOS CAMPOS";493;460;29;4;459;9;25;318;115;60;395;68;30;-;-;-;57;12;262;162;477;46;7
"270870 SAO MIGUEL DOS MILAGRES";2596;2263;314;19;1512;716;368;19;2205;372;1883;379;331;1;2;-;165;5;954;1472;2555;34;26
"270880 SAO SEBASTIAO";9416;1924;6911;581;3987;4585;844;31;8474;911;8969;319;125;-;3;-;1396;64;6604;1352;9164;2423;2346
"270895 SENADOR RUI PALMEIRA";3316;1153;379;1784;1384;1221;711;62;2069;1185;3104;129;67;-;15;1;365;4;2899;48;3269;579;27
"270900 TANQUE D'ARCA";1947;759;1186;2;1000;738;209;4;1802;141;1680;187;80;-;-;-;2;4;1936;5;1907;702;700
"270910 TAQUARANA";5532;2054;3406;72;2738;2667;127;-;5370;162;5183;245;102;-;2;-;32;21;5463;16;5511;2177;2190
"270915 TEOTONIO VILELA";11872;9427;2376;69;10631;845;396;4100;7405;367;11114;463;206;3;8;78;2174;69;7876;1753;11780;1201;94
"270920 TRAIPU";6856;2319;2549;1988;1777;2363;2716;48;4041;2767;5534;593;721;1;7;-;686;14;4216;1940;6600;2053;1538
"270930 UNIAO DOS PALMARES";14179;11422;2511;246;11281;1084;1814;8535;2320;3324;13115;624;351;2;13;74;4271;85;5681;4142;13748;1324;999
"270940 VICOSA";6606;4749;1749;108;4984;914;708;864;4387;1355;5973;396;167;6;10;54;1817;59;1839;2891;6532;615;636
"280020 AQUIDABA";5512;5264;183;65;3813;1030;669;1220;3873;419;4462;566;349;1;-;134;2293;24;1675;1520;5272;742;5
"280030 ARACAJU";151288;147399;3398;471;148083;1603;1582;108885;39696;2687;148206;589;184;232;374;1684;108254;1305;12975;28734;147692;6124;6123
"280040 ARAUA";3082;2305;771;6;1680;1222;180;11;2940;131;2856;142;71;1;8;4;1334;23;1353;372;3048;704;729
"280050 AREIA BRANCA";5184;3356;1710;118;4027;955;202;33;5034;117;5040;81;62;-;1;-;775;12;427;3970;5145;1716;206
"280060 BARRA DOS COQUEIROS";7155;6385;702;68;6554;448;153;1629;5073;453;6822;37;38;47;132;79;4644;20;995;1496;7122;1074;1068
"280067 BOQUIM";7905;5845;1983;77;5842;1880;183;92;7729;84;5042;70;20;1;3;2769;3397;44;2546;1918;7715;377;133
"280070 BREJO GRANDE";2044;1663;179;202;1598;418;28;29;1900;115;1881;42;98;1;2;20;36;-;1013;995;2023;833;877
"280110 CANHOBA";1399;1206;137;56;531;680;188;4;1079;316;1067;163;169;-;-;-;161;1;25;1212;1282;649;766
"280130 CAPELA";8833;7420;1250;163;5598;2432;803;99;8072;662;6716;763;554;37;19;744;2291;112;1631;4799;8769;2302;293
"280160 CEDRO DE SAO JOAO";1849;1474;367;8;1778;68;3;121;1726;2;1815;22;11;-;1;-;413;1;374;1061;1790;226;301
"280170 CRISTINAPOLIS";4757;3353;1277;127;3045;1269;443;168;4198;391;4413;206;129;2;7;-;1994;60;2090;613;4720;1006;1029
"280190 CUMBE";1248;1212;19;17;953;286;9;3;1228;17;1104;106;38;-;-;-;575;1;657;15;1227;554;621
"280220 FEIRA NOVA";1793;1759;10;24;1202;499;92;67;1637;89;1637;120;34;-;-;2;264;-;1424;105;1776;400;423
"280230 FREI PAULO";3913;3361;211;341;3138;591;184;109;3487;317;3376;125;65;-;-;347;1643;24;1686;560;3794;-;-
"280240 GARARU";3452;2629;232;591;1352;1452;648;405;1977;1070;2606;410;418;4;3;11;395;10;2344;703;3286;1132;92
"280250 GENERAL MAYNARD";926;854;62;10;862;58;6;13;901;12;913;8;2;-;-;3;259;2;218;447;923;236;-
"280270 ILHA DAS FLORES";2382;2202;35;145;2236;85;61;3;2307;72;2321;20;39;-;-;2;317;6;1402;657;2348;1198;1379
"280280 INDIAROBA";4531;2256;1846;429;2469;1469;593;19;3971;541;3797;263;376;3;2;90;863;25;1292;2351;4201;1948;1841
"280290 ITABAIANA";28781;24644;3458;679;25504;2763;514;9337;18615;829;28357;247;105;3;4;65;16799;135;6662;5185;28737;6563;6547
"280320 ITAPORANGA D'AJUDA";9507;6781;2497;229;6027;2828;652;1510;7040;957;8703;374;415;-;11;4;2969;55;1953;4530;9192;2016;1941
"280340 JAPOATA";4146;3320;725;101;2504;1290;352;24;3709;413;3841;117;182;1;1;4;707;12;1074;2353;4083;1488;30
"280360 LARANJEIRAS";7848;6012;1455;381;6643;470;735;1601;5832;415;7583;90;164;4;5;2;743;23;1888;5194;7709;518;392
"280370 MACAMBIRA";2049;1383;432;234;1251;664;134;271;1686;92;1877;128;44;-;-;-;964;-;930;155;2046;604;998
"280410 MOITA BONITA";3812;2310;1475;27;2624;1086;102;1201;2559;52;3774;18;20;-;-;-;2401;19;1145;247;3796;898;973
"280430 MURIBECA";2305;2206;51;48;1924;280;101;13;2216;76;2081;134;89;1;-;-;751;8;1360;186;2263;749;882
"280450 NOSSA SENHORA DA GLORIA";9841;8861;318;662;7024;2467;350;2619;6335;887;9291;336;181;18;9;6;5407;70;2347;2017;9470;2091;1144
"280470 NOSSA SENHORA DE LOURDES";2009;1913;34;62;1636;346;27;261;1578;170;1796;115;98;-;-;-;1079;31;659;240;1991;626;647
"280490 PACATUBA";3754;2595;1144;15;1080;2426;248;5;2920;829;3383;87;265;4;6;9;213;1;1256;2284;3684;2001;2178
"280500 PEDRA MOLE";926;842;53;31;631;276;19;-;913;13;924;1;1;-;-;-;250;3;463;210;914;366;446
"280520 PINHAO";1877;1315;93;469;1230;624;23;35;1718;124;1791;48;32;-;3;3;461;8;708;700;1855;620;660
"280530 PIRAMBU";2555;2266;219;70;1903;575;77;29;2410;116;2307;102;134;3;9;-;1351;9;908;287;2511;774;239
"280540 POCO REDONDO";9207;7113;68;2026;5475;2305;1427;3285;4282;1640;8592;164;254;5;40;152;1860;15;4562;2770;7726;3011;3064
"280580 RIACHAO DO DANTAS";5339;2437;1855;1047;2474;2294;571;46;4573;720;4268;485;205;12;8;361;1498;47;2027;1767;5000;2193;2099
"280590 RIACHUELO";2293;1972;139;182;2117;78;98;1371;772;150;2251;4;38;-;-;-;604;10;274;1405;2284;715;789
"280650 SANTA ROSA DE LIMA";1127;992;87;48;953;160;14;14;1085;28;1075;42;7;-;-;3;294;7;316;510;1103;584;670
"280660 SANTO AMARO DAS BROTAS";3016;2329;657;30;2409;572;35;21;2906;89;2945;20;13;1;28;9;482;18;825;1691;2955;1001;1031
"280680 SAO DOMINGOS";2641;2601;21;19;2059;471;111;3;2593;45;2628;9;4;-;-;-;1396;3;67;1175;2622;750;913
"280690 SAO FRANCISCO";1005;789;167;49;961;39;5;53;864;88;969;25;8;-;3;-;240;3;256;506;987;144;143
"280730 TELHA";942;912;5;25;906;23;13;5;914;23;922;7;13;-;-;-;58;-;1;883;932;259;292
"280740 TOBIAS BARRETO";14053;10790;1960;1303;10659;2052;1342;8475;4048;1530;13165;494;386;3;-;5;7089;97;3403;3464;13491;2354;2406
"280750 TOMAR DO GERU";3846;1939;1619;288;2001;1653;192;5;3494;347;3738;66;42;-;-;-;1005;16;2478;347;3832;2096;2391
"290010 ABAIRA";2697;2514;62;121;1341;814;542;81;2403;213;2687;2;-;-;-;8;2504;6;4;183;2494;41;16
"290020 ABARE";4672;3560;758;354;2734;557;1381;1651;1677;1344;4242;163;256;3;2;6;1682;7;2243;740;3968;308;27
"290030 ACAJUTIBA";3816;3325;485;6;2416;1236;164;14;3714;88;3768;43;3;-;2;-;2833;12;565;406;3777;802;977
"290035 ADUSTINA";4366;2349;750;1267;2159;1517;690;1476;1831;1059;4161;65;23;-;1;116;1141;46;1710;1469;4006;1386;594
"290040 AGUA FRIA";4672;2803;1605;264;1910;1520;1242;22;3387;1263;4340;203;120;3;3;3;2272;39;679;1682;4479;1982;2007
"290050 ERICO CARDOSO";3028;2344;629;55;639;1829;560;20;2552;456;3023;4;-;1;-;-;2845;4;14;165;2782;11;4
"290060 AIQUARA";1134;678;376;80;718;330;86;685;278;171;1091;34;9;-;-;-;1085;9;4;36;1061;466;520
"290070 ALAGOINHAS";32470;30240;1254;976;27081;3659;1730;10526;19688;2256;30540;674;220;8;24;1004;16456;238;4930;10846;30483;5112;494
"290080 ALCOBACA";6509;4023;2377;109;3464;2459;586;1804;3675;1030;5185;826;350;102;21;25;4316;55;691;1447;6098;15;17
"290100 AMARGOSA";11854;9486;1874;494;8813;1392;1649;1092;9507;1255;11541;229;63;1;1;19;10037;35;342;1440;11324;1481;1468
"290115 AMERICA DOURADA";3070;2520;503;47;1929;485;656;1;2542;527;3004;34;22;1;-;9;1362;8;747;953;2931;770;808
"290130 ANDARAI";3905;2330;1233;342;2676;907;322;63;2431;1411;3656;93;70;1;4;81;989;12;2692;212;3628;820;324
"290135 ANDORINHA";4343;2278;672;1393;2225;703;1415;1376;1162;1805;4077;192;39;-;2;33;1862;28;835;1618;3296;588;389
"290140 ANGICAL";5429;2938;2151;340;2110;2119;1200;24;4232;1173;5251;105;58;5;6;4;1427;27;889;3086;5053;1441;1403
"290150 ANGUERA";2664;1664;554;446;1392;654;618;292;1551;821;2578;62;14;2;-;8;2044;17;334;269;2492;610;1341
"290160 ANTAS";3828;3637;141;50;3218;175;435;2267;932;629;3805;19;1;-;2;1;3063;14;313;438;3707;209;218
"290170 ANTONIO CARDOSO";3130;1904;720;506;857;1141;1132;214;1812;1104;3059;47;11;-;-;13;1016;8;1254;852;3031;1242;73
"290180 ANTONIO GONCALVES";1635;1504;56;75;862;360;413;25;1171;439;1523;39;27;-;2;44;1410;9;141;75;1501;716;769
"290190 APORA";5320;4580;611;129;2354;1858;1108;17;4519;784;4782;328;195;-;2;13;2663;32;718;1907;4969;1146;2
"290200 ARACATU";3892;1123;1200;1569;1002;2500;390;30;2374;1488;3789;5;2;4;-;92;2955;52;510;375;3082;1094;1089
"290205 ARACAS";3844;2518;1225;101;2274;1139;431;33;3212;599;2164;152;89;2;5;1432;1829;32;559;1424;3682;704;559
"290220 ARAMARI";2495;1498;969;28;1000;814;681;104;1572;819;1604;317;99;1;1;473;1097;24;650;724;2369;288;4
