 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 0 a 4 anos
Período:2008
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2198
"110002 ARIQUEMES";7924
"110003 CABIXI";602
"110004 CACOAL";6496
"110005 CEREJEIRAS";1418
"110006 COLORADO DO OESTE";1601
"110007 CORUMBIARA";725
"110008 COSTA MARQUES";1494
"110009 ESPIGAO D'OESTE";2639
"110010 GUAJARA-MIRIM";4600
"110011 JARU";4617
"110012 JI-PARANA";10300
"110013 MACHADINHO D'OESTE";3109
"110014 NOVA BRASILANDIA D'OESTE";1632
"110015 OURO PRETO DO OESTE";3285
"110018 PIMENTA BUENO";2950
"110020 PORTO VELHO";38388
"110025 PRESIDENTE MEDICI";1868
"110026 RIO CRESPO";303
"110028 ROLIM DE MOURA";4236
"110029 SANTA LUZIA D'OESTE";779
"110030 VILHENA";6761
"110032 SAO MIGUEL DO GUAPORE";2044
"110033 NOVA MAMORE";2334
"110034 ALVORADA D'OESTE";1529
"110037 ALTO ALEGRE DOS PARECIS";1240
"110040 ALTO PARAISO";1552
"110045 BURITIS";3201
"110050 NOVO HORIZONTE DO OESTE";904
"110060 CACAULANDIA";544
"110070 CAMPO NOVO DE RONDONIA";1313
"110080 CANDEIAS DO JAMARI";2027
"110090 CASTANHEIRAS";278
"110092 CHUPINGUAIA";817
"110094 CUJUBIM";1558
"110100 GOVERNADOR JORGE TEIXEIRA";968
"110110 ITAPUA DO OESTE";924
"110120 MINISTRO ANDREAZZA";976
"110130 MIRANTE DA SERRA";1043
"110140 MONTE NEGRO";1331
"110143 NOVA UNIAO";677
"110145 PARECIS";477
"110146 PIMENTEIRAS DO OESTE";257
"110147 PRIMAVERA DE RONDONIA";282
"110148 SAO FELIPE D'OESTE";488
"110149 SAO FRANCISCO DO GUAPORE";1586
"110150 SERINGUEIRAS";1033
"110155 TEIXEIROPOLIS";397
"110160 THEOBROMA";978
"110170 URUPA";1155
"110175 VALE DO ANARI";870
"110180 VALE DO PARAISO";692
"120001 ACRELANDIA";1497
"120005 ASSIS BRASIL";897
"120010 BRASILEIA";2444
"120013 BUJARI";1037
"120017 CAPIXABA";1028
"120020 CRUZEIRO DO SUL";10588
"120025 EPITACIOLANDIA";1770
"120030 FEIJO";5470
"120032 JORDAO";1301
"120033 MANCIO LIMA";2224
"120034 MANOEL URBANO";1227
"120035 MARECHAL THAUMATURGO";2575
"120038 PLACIDO DE CASTRO";2225
"120039 PORTO WALTER";1761
"120040 RIO BRANCO";36333
"120042 RODRIGUES ALVES";2193
"120043 SANTA ROSA DO PURUS";881
"120045 SENADOR GUIOMARD";2438
"120050 SENA MADUREIRA";4833
"120060 TARAUACA";6032
"120070 XAPURI";1934
"120080 PORTO ACRE";1765
"130002 ALVARAES";2342
"130006 AMATURA";1321
"130008 ANAMA";1200
"130010 ANORI";1992
"130014 APUI";1696
"130020 ATALAIA DO NORTE";2110
"130030 AUTAZES";4331
"130040 BARCELOS";2774
"130050 BARREIRINHA";4200
"130060 BENJAMIN CONSTANT";5076
"130063 BERURI";2367
"130068 BOA VISTA DO RAMOS";1977
"130070 BOCA DO ACRE";3682
"130080 BORBA";4848
"130083 CAAPIRANGA";1411
"130090 CANUTAMA";1565
"130100 CARAUARI";3537
"130110 CAREIRO";3793
"130115 CAREIRO DA VARZEA";2475
"130120 COARI";9560
"130130 CODAJAS";2623
"130140 EIRUNEPE";4471
"130150 ENVIRA";2290
"130160 FONTE BOA";3826
"130165 GUAJARA";1882
"130170 HUMAITA";4681
"130180 IPIXUNA";3654
"130185 IRANDUBA";5024
"130190 ITACOATIARA";10504
"130195 ITAMARATI";1250
"130200 ITAPIRANGA";978
"130210 JAPURA";1311
"130220 JURUA";1467
"130230 JUTAI";3547
"130240 LABREA";4826
"130250 MANACAPURU";10237
"130255 MANAQUIRI";2719
"130260 MANAUS";170812
"130270 MANICORE";5689
"130280 MARAA";2727
"130290 MAUES";7585
"130300 NHAMUNDA";2182
"130310 NOVA OLINDA DO NORTE";3701
"130320 NOVO AIRAO";1850
"130330 NOVO ARIPUANA";2431
"130340 PARINTINS";12658
"130350 PAUINI";2771
"130353 PRESIDENTE FIGUEIREDO";2990
"130356 RIO PRETO DA EVA";2726
"130360 SANTA ISABEL DO RIO NEGRO";3031
"130370 SANTO ANTONIO DO ICA";4035
"130380 SAO GABRIEL DA CACHOEIRA";5136
"130390 SAO PAULO DE OLIVENCA";4499
"130395 SAO SEBASTIAO DO UATUMA";1336
"130400 SILVES";1215
"130406 TABATINGA";7235
"130410 TAPAUA";2549
"130420 TEFE";8806
"130423 TONANTINS";2679
"130426 UARINI";1912
"130430 URUCARA";2415
"130440 URUCURITUBA";2210
"140002 AMAJARI";1514
"140005 ALTO ALEGRE";2981
"140010 BOA VISTA";27870
"140015 BONFIM";1718
"140017 CANTA";1661
"140020 CARACARAI";2092
"140023 CAROEBE";933
"140028 IRACEMA";948
"140030 MUCAJAI";1608
"140040 NORMANDIA";1574
"140045 PACARAIMA";1553
"140047 RORAINOPOLIS";2381
"140050 SAO JOAO DA BALIZA";742
"140060 SAO LUIZ";570
"140070 UIRAMUTA";1673
"150010 ABAETETUBA";14364
"150013 ABEL FIGUEIREDO";746
"150020 ACARA";7100
"150030 AFUA";5083
"150034 AGUA AZUL DO NORTE";2220
"150040 ALENQUER";7026
"150050 ALMEIRIM";4445
"150060 ALTAMIRA";10361
"150070 ANAJAS";3943
"150080 ANANINDEUA";41825
"150085 ANAPU";2528
"150090 AUGUSTO CORREA";5460
"150095 AURORA DO PARA";2897
"150100 AVEIRO";2211
"150110 BAGRE";3438
"150120 BAIAO";4000
"150125 BANNACH";420
"150130 BARCARENA";10792
"150140 BELEM";113956
"150145 BELTERRA";1934
"150150 BENEVIDES";4969
"150157 BOM JESUS DO TOCANTINS";1628
"150160 BONITO";1603
"150170 BRAGANCA";12911
"150172 BRASIL NOVO";1760
"150175 BREJO GRANDE DO ARAGUAIA";887
"150178 BREU BRANCO";6340
"150180 BREVES";13505
"150190 BUJARU";3205
"150195 CACHOEIRA DO PIRIA";3582
"150200 CACHOEIRA DO ARARI";2340
"150210 CAMETA";14918
"150215 CANAA DOS CARAJAS";2852
"150220 CAPANEMA";6066
"150230 CAPITAO POCO";5590
"150240 CASTANHAL";16795
"150250 CHAVES";3063
"150260 COLARES";1364
"150270 CONCEICAO DO ARAGUAIA";4670
"150275 CONCORDIA DO PARA";3528
"150276 CUMARU DO NORTE";1190
"150277 CURIONOPOLIS";2096
"150280 CURRALINHO";4395
"150285 CURUA";1658
"150290 CURUCA";3608
"150293 DOM ELISEU";5798
"150295 ELDORADO DOS CARAJAS";3986
"150300 FARO";1228
"150304 FLORESTA DO ARAGUAIA";1982
"150307 GARRAFAO DO NORTE";3044
"150309 GOIANESIA DO PARA";3846
"150310 GURUPA";4164
"150320 IGARAPE-ACU";3551
"150330 IGARAPE-MIRI";7339
"150340 INHANGAPI";1034
"150345 IPIXUNA DO PARA";5068
"150350 IRITUIA";3825
"150360 ITAITUBA";10450
"150370 ITUPIRANGA";6680
"150375 JACAREACANGA";2243
"150380 JACUNDA";5441
"150390 JURUTI";6521
"150400 LIMOEIRO DO AJURU";3214
"150405 MAE DO RIO";3174
"150410 MAGALHAES BARATA";940
"150420 MARABA";26688
"150430 MARACANA";3141
"150440 MARAPANIM";2667
"150442 MARITUBA";10434
"150445 MEDICILANDIA";2925
"150450 MELGACO";4116
"150460 MOCAJUBA";3247
"150470 MOJU";9028
"150475 MOJUI DOS CAMPOS";1496
"150480 MONTE ALEGRE";6020
"150490 MUANA";4233
"150495 NOVA ESPERANCA DO PIRIA";2793
"150497 NOVA IPIXUNA";1683
"150500 NOVA TIMBOTEUA";1271
"150503 NOVO PROGRESSO";2783
"150506 NOVO REPARTIMENTO";7594
"150510 OBIDOS";6494
"150520 OEIRAS DO PARA";4445
"150530 ORIXIMINA";8076
"150540 OUREM";1803
"150543 OURILANDIA DO NORTE";2992
"150548 PACAJA";4868
"150549 PALESTINA DO PARA";876
"150550 PARAGOMINAS";11583
"150553 PARAUAPEBAS";16780
"150555 PAU D'ARCO";657
"150560 PEIXE-BOI";761
"150563 PICARRA";1496
"150565 PLACAS";2864
"150570 PONTA DE PEDRAS";3043
"150580 PORTEL";8572
"150590 PORTO DE MOZ";5346
"150600 PRAINHA";4001
"150610 PRIMAVERA";980
"150611 QUATIPURU";1251
"150613 REDENCAO";7620
"150616 RIO MARIA";1726
"150618 RONDON DO PARA";4739
"150619 RUROPOLIS";4424
"150620 SALINOPOLIS";3860
"150630 SALVATERRA";2095
"150635 SANTA BARBARA DO PARA";1713
"150640 SANTA CRUZ DO ARARI";761
"150650 SANTA IZABEL DO PARA";5404
"150655 SANTA LUZIA DO PARA";2200
"150658 SANTA MARIA DAS BARREIRAS";1746
"150660 SANTA MARIA DO PARA";2145
"150670 SANTANA DO ARAGUAIA";5588
"150680 SANTAREM";31407
"150690 SANTAREM NOVO";702
"150700 SANTO ANTONIO DO TAUA";2785
"150710 SAO CAETANO DE ODIVELAS";1766
"150715 SAO DOMINGOS DO ARAGUAIA";2658
"150720 SAO DOMINGOS DO CAPIM";4394
"150730 SAO FELIX DO XINGU";7784
"150740 SAO FRANCISCO DO PARA";1468
"150745 SAO GERALDO DO ARAGUAIA";2905
"150746 SAO JOAO DA PONTA";601
"150747 SAO JOAO DE PIRABAS";2244
"150750 SAO JOAO DO ARAGUAIA";1678
"150760 SAO MIGUEL DO GUAMA";5911
