 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 0 a 4 anos
Período:2006
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2381
"110002 ARIQUEMES";8168
"110003 CABIXI";672
"110004 CACOAL";6836
"110005 CEREJEIRAS";1530
"110006 COLORADO DO OESTE";1769
"110007 CORUMBIARA";798
"110008 COSTA MARQUES";1502
"110009 ESPIGAO D'OESTE";2769
"110010 GUAJARA-MIRIM";4860
"110011 JARU";4952
"110012 JI-PARANA";10847
"110013 MACHADINHO D'OESTE";3173
"110014 NOVA BRASILANDIA D'OESTE";1736
"110015 OURO PRETO DO OESTE";3556
"110018 PIMENTA BUENO";3115
"110020 PORTO VELHO";39348
"110025 PRESIDENTE MEDICI";2079
"110026 RIO CRESPO";315
"110028 ROLIM DE MOURA";4451
"110029 SANTA LUZIA D'OESTE";878
"110030 VILHENA";6814
"110032 SAO MIGUEL DO GUAPORE";2156
"110033 NOVA MAMORE";2346
"110034 ALVORADA D'OESTE";1683
"110037 ALTO ALEGRE DOS PARECIS";1317
"110040 ALTO PARAISO";1588
"110045 BURITIS";3279
"110050 NOVO HORIZONTE DO OESTE";1003
"110060 CACAULANDIA";573
"110070 CAMPO NOVO DE RONDONIA";1380
"110080 CANDEIAS DO JAMARI";2008
"110090 CASTANHEIRAS";305
"110092 CHUPINGUAIA";808
"110094 CUJUBIM";1454
"110100 GOVERNADOR JORGE TEIXEIRA";1086
"110110 ITAPUA DO OESTE";948
"110120 MINISTRO ANDREAZZA";1050
"110130 MIRANTE DA SERRA";1139
"110140 MONTE NEGRO";1401
"110143 NOVA UNIAO";731
"110145 PARECIS";487
"110146 PIMENTEIRAS DO OESTE";288
"110147 PRIMAVERA DE RONDONIA";320
"110148 SAO FELIPE D'OESTE";541
"110149 SAO FRANCISCO DO GUAPORE";1601
"110150 SERINGUEIRAS";1099
"110155 TEIXEIROPOLIS";436
"110160 THEOBROMA";1059
"110170 URUPA";1269
"110175 VALE DO ANARI";898
"110180 VALE DO PARAISO";763
"120001 ACRELANDIA";1491
"120005 ASSIS BRASIL";884
"120010 BRASILEIA";2427
"120013 BUJARI";1049
"120017 CAPIXABA";988
"120020 CRUZEIRO DO SUL";10871
"120025 EPITACIOLANDIA";1751
"120030 FEIJO";5777
"120032 JORDAO";1266
"120033 MANCIO LIMA";2211
"120034 MANOEL URBANO";1250
"120035 MARECHAL THAUMATURGO";2465
"120038 PLACIDO DE CASTRO";2312
"120039 PORTO WALTER";1746
"120040 RIO BRANCO";36234
"120042 RODRIGUES ALVES";2121
"120043 SANTA ROSA DO PURUS";812
"120045 SENADOR GUIOMARD";2511
"120050 SENA MADUREIRA";4787
"120060 TARAUACA";6079
"120070 XAPURI";1947
"120080 PORTO ACRE";1760
"130002 ALVARAES";2349
"130006 AMATURA";1275
"130008 ANAMA";1141
"130010 ANORI";1897
"130014 APUI";1655
"130020 ATALAIA DO NORTE";1963
"130030 AUTAZES";4267
"130040 BARCELOS";2812
"130050 BARREIRINHA";4213
"130060 BENJAMIN CONSTANT";4857
"130063 BERURI";2307
"130068 BOA VISTA DO RAMOS";1934
"130070 BOCA DO ACRE";3704
"130080 BORBA";4774
"130083 CAAPIRANGA";1388
"130090 CANUTAMA";1572
"130100 CARAUARI";3571
"130110 CAREIRO";3832
"130115 CAREIRO DA VARZEA";2395
"130120 COARI";9461
"130130 CODAJAS";2529
"130140 EIRUNEPE";4450
"130150 ENVIRA";2237
"130160 FONTE BOA";4123
"130165 GUAJARA";1839
"130170 HUMAITA";4527
"130180 IPIXUNA";3463
"130185 IRANDUBA";5015
"130190 ITACOATIARA";10454
"130195 ITAMARATI";1295
"130200 ITAPIRANGA";980
"130210 JAPURA";1528
"130220 JURUA";1374
"130230 JUTAI";3807
"130240 LABREA";4726
"130250 MANACAPURU";10255
"130255 MANAQUIRI";2523
"130260 MANAUS";167266
"130270 MANICORE";5611
"130280 MARAA";2828
"130290 MAUES";7477
"130300 NHAMUNDA";2180
"130310 NOVA OLINDA DO NORTE";3587
"130320 NOVO AIRAO";1770
"130330 NOVO ARIPUANA";2388
"130340 PARINTINS";12802
"130350 PAUINI";2865
"130353 PRESIDENTE FIGUEIREDO";2848
"130356 RIO PRETO DA EVA";2622
"130360 SANTA ISABEL DO RIO NEGRO";2801
"130370 SANTO ANTONIO DO ICA";4272
"130380 SAO GABRIEL DA CACHOEIRA";5055
"130390 SAO PAULO DE OLIVENCA";4338
"130395 SAO SEBASTIAO DO UATUMA";1274
"130400 SILVES";1236
"130406 TABATINGA";6970
"130410 TAPAUA";2661
"130420 TEFE";9197
"130423 TONANTINS";2666
"130426 UARINI";1915
"130430 URUCARA";2559
"130440 URUCURITUBA";2099
"140002 AMAJARI";1427
"140005 ALTO ALEGRE";3285
"140010 BOA VISTA";26725
"140015 BONFIM";1741
"140017 CANTA";1608
"140020 CARACARAI";2075
