 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 5 a 9 anos
Período:2018
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";1672
"110002 ARIQUEMES";7952
"110003 CABIXI";406
"110004 CACOAL";5921
"110005 CEREJEIRAS";1141
"110006 COLORADO DO OESTE";1107
"110007 CORUMBIARA";515
"110008 COSTA MARQUES";1672
"110009 ESPIGAO D'OESTE";2473
"110010 GUAJARA-MIRIM";4165
"110011 JARU";3810
"110012 JI-PARANA";9387
"110013 MACHADINHO D'OESTE";3413
"110014 NOVA BRASILANDIA D'OESTE";1409
"110015 OURO PRETO DO OESTE";2565
"110018 PIMENTA BUENO";2696
"110020 PORTO VELHO";38820
"110025 PRESIDENTE MEDICI";1304
"110026 RIO CRESPO";288
"110028 ROLIM DE MOURA";3868
"110029 SANTA LUZIA D'OESTE";461
"110030 VILHENA";7441
"110032 SAO MIGUEL DO GUAPORE";1778
"110033 NOVA MAMORE";2719
"110034 ALVORADA D'OESTE";1059
"110037 ALTO ALEGRE DOS PARECIS";1037
"110040 ALTO PARAISO";1699
"110045 BURITIS";3245
"110050 NOVO HORIZONTE DO OESTE";617
"110060 CACAULANDIA";488
"110070 CAMPO NOVO DE RONDONIA";1186
"110080 CANDEIAS DO JAMARI";2267
"110090 CASTANHEIRAS";198
"110092 CHUPINGUAIA";949
"110094 CUJUBIM";2208
"110100 GOVERNADOR JORGE TEIXEIRA";575
"110110 ITAPUA DO OESTE";936
"110120 MINISTRO ANDREAZZA";782
"110130 MIRANTE DA SERRA";789
"110140 MONTE NEGRO";1246
"110143 NOVA UNIAO";529
"110145 PARECIS";500
"110146 PIMENTEIRAS DO OESTE";187
"110147 PRIMAVERA DE RONDONIA";194
"110148 SAO FELIPE D'OESTE";342
"110149 SAO FRANCISCO DO GUAPORE";1648
"110150 SERINGUEIRAS";859
"110155 TEIXEIROPOLIS";298
"110160 THEOBROMA";798
"110170 URUPA";820
"110175 VALE DO ANARI";849
