 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 5 a 9 anos
Período:2009
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2356
"110002 ARIQUEMES";9059
"110003 CABIXI";574
"110004 CACOAL";6988
"110005 CEREJEIRAS";1516
"110006 COLORADO DO OESTE";1605
"110007 CORUMBIARA";853
"110008 COSTA MARQUES";1640
"110009 ESPIGAO D'OESTE";2725
"110010 GUAJARA-MIRIM";4795
"110011 JARU";5122
"110012 JI-PARANA";10713
"110013 MACHADINHO D'OESTE";3344
"110014 NOVA BRASILANDIA D'OESTE";1934
"110015 OURO PRETO DO OESTE";3550
"110018 PIMENTA BUENO";3187
"110020 PORTO VELHO";40338
"110025 PRESIDENTE MEDICI";2077
"110026 RIO CRESPO";339
"110028 ROLIM DE MOURA";4679
"110029 SANTA LUZIA D'OESTE";788
"110030 VILHENA";7083
"110032 SAO MIGUEL DO GUAPORE";2315
"110033 NOVA MAMORE";2631
"110034 ALVORADA D'OESTE";1680
"110037 ALTO ALEGRE DOS PARECIS";1421
"110040 ALTO PARAISO";1845
"110045 BURITIS";3581
"110050 NOVO HORIZONTE DO OESTE";968
"110060 CACAULANDIA";614
"110070 CAMPO NOVO DE RONDONIA";1476
"110080 CANDEIAS DO JAMARI";2218
"110090 CASTANHEIRAS";344
"110092 CHUPINGUAIA";887
"110094 CUJUBIM";1830
"110100 GOVERNADOR JORGE TEIXEIRA";1154
"110110 ITAPUA DO OESTE";921
"110120 MINISTRO ANDREAZZA";1067
"110130 MIRANTE DA SERRA";1300
"110140 MONTE NEGRO";1573
"110143 NOVA UNIAO";776
"110145 PARECIS";494
"110146 PIMENTEIRAS DO OESTE";253
"110147 PRIMAVERA DE RONDONIA";357
"110148 SAO FELIPE D'OESTE";559
"110149 SAO FRANCISCO DO GUAPORE";1747
"110150 SERINGUEIRAS";1319
"110155 TEIXEIROPOLIS";452
"110160 THEOBROMA";1118
"110170 URUPA";1300
"110175 VALE DO ANARI";1020
"110180 VALE DO PARAISO";801
"120001 ACRELANDIA";1602
"120005 ASSIS BRASIL";795
"120010 BRASILEIA";2598
"120013 BUJARI";1103
"120017 CAPIXABA";1195
"120020 CRUZEIRO DO SUL";10768
"120025 EPITACIOLANDIA";1805
"120030 FEIJO";4994
"120032 JORDAO";1186
"120033 MANCIO LIMA";2138
"120034 MANOEL URBANO";1195
"120035 MARECHAL THAUMATURGO";2429
"120038 PLACIDO DE CASTRO";2272
"120039 PORTO WALTER";1615
"120040 RIO BRANCO";36771
"120042 RODRIGUES ALVES";2356
"120043 SANTA ROSA DO PURUS";799
"120045 SENADOR GUIOMARD";2532
"120050 SENA MADUREIRA";5048
"120060 TARAUACA";5571
"120070 XAPURI";2044
"120080 PORTO ACRE";1969
"130002 ALVARAES";2197
"130006 AMATURA";1158
"130008 ANAMA";1355
"130010 ANORI";2074
"130014 APUI";1888
"130020 ATALAIA DO NORTE";1949
"130030 AUTAZES";4299
"130040 BARCELOS";2955
"130050 BARREIRINHA";4113
"130060 BENJAMIN CONSTANT";4428
"130063 BERURI";2385
"130068 BOA VISTA DO RAMOS";2134
"130070 BOCA DO ACRE";3796
"130080 BORBA";4707
"130083 CAAPIRANGA";1425
"130090 CANUTAMA";1613
"130100 CARAUARI";3657
"130110 CAREIRO";4010
"130115 CAREIRO DA VARZEA";2634
"130120 COARI";9643
"130130 CODAJAS";3117
"130140 EIRUNEPE";4211
"130150 ENVIRA";2256
"130160 FONTE BOA";3190
"130165 GUAJARA";2066
"130170 HUMAITA";5423
"130180 IPIXUNA";3397
"130185 IRANDUBA";5127
"130190 ITACOATIARA";10578
"130195 ITAMARATI";1183
"130200 ITAPIRANGA";1044
"130210 JAPURA";1041
"130220 JURUA";1566
"130230 JUTAI";2838
"130240 LABREA";4954
"130250 MANACAPURU";10818
"130255 MANAQUIRI";2872
"130260 MANAUS";171448
"130270 MANICORE";5954
"130280 MARAA";2601
"130290 MAUES";7067
"130300 NHAMUNDA";2387
"130310 NOVA OLINDA DO NORTE";3973
"130320 NOVO AIRAO";1738
"130330 NOVO ARIPUANA";2786
"130340 PARINTINS";13223
"130350 PAUINI";2621
"130353 PRESIDENTE FIGUEIREDO";3109
"130356 RIO PRETO DA EVA";2901
"130360 SANTA ISABEL DO RIO NEGRO";2483
"130370 SANTO ANTONIO DO ICA";3564
"130380 SAO GABRIEL DA CACHOEIRA";4838
"130390 SAO PAULO DE OLIVENCA";4342
"130395 SAO SEBASTIAO DO UATUMA";1492
"130400 SILVES";1136
"130406 TABATINGA";6896
"130410 TAPAUA";2567
"130420 TEFE";8498
"130423 TONANTINS";2368
"130426 UARINI";1765
"130430 URUCARA";2415
"130440 URUCURITUBA";2265
"140002 AMAJARI";1337
"140005 ALTO ALEGRE";2359
"140010 BOA VISTA";28752
"140015 BONFIM";1570
"140017 CANTA";1778
"140020 CARACARAI";2341
"140023 CAROEBE";943
"140028 IRACEMA";990
"140030 MUCAJAI";1721
"140040 NORMANDIA";1423
"140045 PACARAIMA";1481
"140047 RORAINOPOLIS";2838
"140050 SAO JOAO DA BALIZA";771
"140060 SAO LUIZ";647
"140070 UIRAMUTA";1426
"150010 ABAETETUBA";15275
"150013 ABEL FIGUEIREDO";754
"150020 ACARA";6822
"150030 AFUA";5168
"150034 AGUA AZUL DO NORTE";2525
"150040 ALENQUER";7036
