 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2018
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";23167
"110002 ARIQUEMES";106168
"110003 CABIXI";5438
"110004 CACOAL";84813
"110005 CEREJEIRAS";16444
"110006 COLORADO DO OESTE";16227
"110007 CORUMBIARA";7567
"110008 COSTA MARQUES";17855
"110009 ESPIGAO D'OESTE";32047
"110010 GUAJARA-MIRIM";45783
"110011 JARU";51933
"110012 JI-PARANA";127907
"110013 MACHADINHO D'OESTE";39097
"110014 NOVA BRASILANDIA D'OESTE";20459
"110015 OURO PRETO DO OESTE";36340
"110018 PIMENTA BUENO";36434
"110020 PORTO VELHO";519531
"110025 PRESIDENTE MEDICI";19409
"110026 RIO CRESPO";3723
"110028 ROLIM DE MOURA";54702
"110029 SANTA LUZIA D'OESTE";6781
"110030 VILHENA";97448
"110032 SAO MIGUEL DO GUAPORE";22931
"110033 NOVA MAMORE";29757
"110034 ALVORADA D'OESTE";14722
"110037 ALTO ALEGRE DOS PARECIS";13227
"110040 ALTO PARAISO";20999
"110045 BURITIS";38937
"110050 NOVO HORIZONTE DO OESTE";8751
"110060 CACAULANDIA";6190
"110070 CAMPO NOVO DE RONDONIA";14009
"110080 CANDEIAS DO JAMARI";25983
"110090 CASTANHEIRAS";3119
"110092 CHUPINGUAIA";10886
"110094 CUJUBIM";24226
"110100 GOVERNADOR JORGE TEIXEIRA";8095
"110110 ITAPUA DO OESTE";10272
"110120 MINISTRO ANDREAZZA";9762
"110130 MIRANTE DA SERRA";11080
"110140 MONTE NEGRO";15695
"110143 NOVA UNIAO";7047
"110145 PARECIS";5947
"110146 PIMENTEIRAS DO OESTE";2191
"110147 PRIMAVERA DE RONDONIA";2939
"110148 SAO FELIPE D'OESTE";5280
"110149 SAO FRANCISCO DO GUAPORE";19842
"110150 SERINGUEIRAS";11860
"110155 TEIXEIROPOLIS";4384
"110160 THEOBROMA";10494
"110170 URUPA";11665
"110175 VALE DO ANARI";11028
"110180 VALE DO PARAISO";6998
"120001 ACRELANDIA";15020
"120005 ASSIS BRASIL";7300
"120010 BRASILEIA";25848
"120013 BUJARI";10111
"120017 CAPIXABA";11456
"120020 CRUZEIRO DO SUL";87673
"120025 EPITACIOLANDIA";18122
"120030 FEIJO";34675
"120032 JORDAO";8159
"120033 MANCIO LIMA";18638
"120034 MANOEL URBANO";9336
"120035 MARECHAL THAUMATURGO";18430
"120038 PLACIDO DE CASTRO";19565
"120039 PORTO WALTER";11720
"120040 RIO BRANCO";401155
"120042 RODRIGUES ALVES";18504
"120043 SANTA ROSA DO PURUS";6362
"120045 SENADOR GUIOMARD";22810
"120050 SENA MADUREIRA";45177
"120060 TARAUACA";41976
"120070 XAPURI";19048
"120080 PORTO ACRE";18180
"130002 ALVARAES";15860
"130006 AMATURA";11332
"130008 ANAMA";13269
"130010 ANORI";20538
"130014 APUI";21583
"130020 ATALAIA DO NORTE";19438
"130030 AUTAZES";38830
"130040 BARCELOS";27364
"130050 BARREIRINHA";31593
"130060 BENJAMIN CONSTANT";42020
"130063 BERURI";19258
"130068 BOA VISTA DO RAMOS";18781
"130070 BOCA DO ACRE";33976
"130080 BORBA";40565
"130083 CAAPIRANGA";12877
"130090 CANUTAMA";15450
"130100 CARAUARI";28076
"130110 CAREIRO";37384
"130115 CAREIRO DA VARZEA";29595
"130120 COARI";84272
"130130 CODAJAS";28100
"130140 EIRUNEPE";34840
"130150 ENVIRA";19668
"130160 FONTE BOA";18221
"130165 GUAJARA";16416
"130170 HUMAITA";54001
"130180 IPIXUNA";28933
"130185 IRANDUBA";47571
"130190 ITACOATIARA";99955
"130195 ITAMARATI";7888
"130200 ITAPIRANGA";9064
"130210 JAPURA";3265
"130220 JURUA";14312
"130230 JUTAI";14753
"130240 LABREA";45245
"130250 MANACAPURU";96236
"130255 MANAQUIRI";31147
"130260 MANAUS";2145444
"130270 MANICORE";54907
"130280 MARAA";18186
"130290 MAUES";62755
"130300 NHAMUNDA";20899
