 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2001
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";26827
"110002 ARIQUEMES";78132
"110003 CABIXI";7524
"110004 CACOAL";75787
"110005 CEREJEIRAS";18446
"110006 COLORADO DO OESTE";21938
"110007 CORUMBIARA";10469
"110008 COSTA MARQUES";9968
"110009 ESPIGAO D'OESTE";26628
"110010 GUAJARA-MIRIM";39324
"110011 JARU";54545
"110012 JI-PARANA";110348
"110013 MACHADINHO D'OESTE";24303
"110014 NOVA BRASILANDIA D'OESTE";20206
"110015 OURO PRETO DO OESTE";41381
"110018 PIMENTA BUENO";32698
"110020 PORTO VELHO";353869
"110025 PRESIDENTE MEDICI";26412
"110026 RIO CRESPO";3048
"110028 ROLIM DE MOURA";48817
"110029 SANTA LUZIA D'OESTE";11503
"110030 VILHENA";57645
"110032 SAO MIGUEL DO GUAPORE";21711
"110033 NOVA MAMORE";16091
"110034 ALVORADA D'OESTE";19875
"110037 ALTO ALEGRE DOS PARECIS";12994
"110040 ALTO PARAISO";13914
"110045 BURITIS";27080
"110050 NOVO HORIZONTE DO OESTE";12278
"110060 CACAULANDIA";5534
"110070 CAMPO NOVO DE RONDONIA";11863
"110080 CANDEIAS DO JAMARI";14244
"110090 CASTANHEIRAS";4220
"110092 CHUPINGUAIA";5996
"110094 CUJUBIM";7871
"110100 GOVERNADOR JORGE TEIXEIRA";13532
"110110 ITAPUA DO OESTE";7192
"110120 MINISTRO ANDREAZZA";11458
"110130 MIRANTE DA SERRA";13273
"110140 MONTE NEGRO";13086
"110143 NOVA UNIAO";8314
"110145 PARECIS";3852
"110146 PIMENTEIRAS DO OESTE";2554
"110147 PRIMAVERA DE RONDONIA";4302
"110148 SAO FELIPE D'OESTE";7074
"110149 SAO FRANCISCO DO GUAPORE";12823
"110150 SERINGUEIRAS";11939
"110155 TEIXEIROPOLIS";5645
"110160 THEOBROMA";11316
"110170 URUPA";14954
"110175 VALE DO ANARI";8114
"110180 VALE DO PARAISO";9862
"120001 ACRELANDIA";10009
"120005 ASSIS BRASIL";4806
"120010 BRASILEIA";16742
"120013 BUJARI";6821
"120017 CAPIXABA";5571
"120020 CRUZEIRO DO SUL";72769
"120025 EPITACIOLANDIA";12001
"120030 FEIJO";32454
"120032 JORDAO";4807
"120033 MANCIO LIMA";11467
"120034 MANOEL URBANO";6728
"120035 MARECHAL THAUMATURGO";9159
"120038 PLACIDO DE CASTRO";15402
"120039 PORTO WALTER";6170
"120040 RIO BRANCO";270457
"120042 RODRIGUES ALVES";9478
"120043 SANTA ROSA DO PURUS";2568
"120045 SENADOR GUIOMARD";18269
"120050 SENA MADUREIRA";30958
"120060 TARAUACA";29453
"120070 XAPURI";13207
"120080 PORTO ACRE";11315
"130002 ALVARAES";12633
"130006 AMATURA";7705
"130008 ANAMA";7102
"130010 ANORI";12111
"130014 APUI";14622
"130020 ATALAIA DO NORTE";10823
"130030 AUTAZES";25731
"130040 BARCELOS";24909
"130050 BARREIRINHA";23603
"130060 BENJAMIN CONSTANT";24836
"130063 BERURI";11765
"130068 BOA VISTA DO RAMOS";11201
"130070 BOCA DO ACRE";28059
"130080 BORBA";29947
"130083 CAAPIRANGA";9235
"130090 CANUTAMA";12244
"130100 CARAUARI";24205
"130110 CAREIRO";28734
"130115 CAREIRO DA VARZEA";18371
"130120 COARI";69569
"130130 CODAJAS";18514
"130140 EIRUNEPE";27128
"130150 ENVIRA";13167
"130160 FONTE BOA";29139
"130165 GUAJARA";11735
"130170 HUMAITA";34764
"130180 IPIXUNA";15446
"130185 IRANDUBA";34640
"130190 ITACOATIARA";75319
"130195 ITAMARATI";8558
"130200 ITAPIRANGA";7572
"130210 JAPURA";12361
"130220 JURUA";7184
"130230 JUTAI";22530
"130240 LABREA";30549
"130250 MANACAPURU";75898
"130255 MANAQUIRI";14078
"130260 MANAUS";1480132
"130270 MANICORE";39863
"130280 MARAA";17515
"130290 MAUES";42250
"130300 NHAMUNDA";16016
"130310 NOVA OLINDA DO NORTE";25009
"130320 NOVO AIRAO";10413
"130330 NOVO ARIPUANA";17971
"130340 PARINTINS";93470
"130350 PAUINI";17595
"130353 PRESIDENTE FIGUEIREDO";18834
"130356 RIO PRETO DA EVA";18852
"130360 SANTA ISABEL DO RIO NEGRO";11612
"130370 SANTO ANTONIO DO ICA";28456
"130380 SAO GABRIEL DA CACHOEIRA";31477
"130390 SAO PAULO DE OLIVENCA";24526
"130395 SAO SEBASTIAO DO UATUMA";7701
"130400 SILVES";8033
"130406 TABATINGA";40315
"130410 TAPAUA";19852
"130420 TEFE";65601
"130423 TONANTINS";16032
"130426 UARINI";10662
"130430 URUCARA";18653
"130440 URUCURITUBA";13138
"140002 AMAJARI";5845
"140005 ALTO ALEGRE";18238
"140010 BOA VISTA";214421
"140015 BONFIM";9740
"140017 CANTA";9341
"140020 CARACARAI";15085
"140023 CAROEBE";6090
"140028 IRACEMA";5306
"140030 MUCAJAI";11908
"140040 NORMANDIA";6587
"140045 PACARAIMA";7526
"140047 RORAINOPOLIS";18556
"140050 SAO JOAO DA BALIZA";5398
"140060 SAO LUIZ";5599
"140070 UIRAMUTA";6218
"150010 ABAETETUBA";124900
"150013 ABEL FIGUEIREDO";6215
"150020 ACARA";53761
"150030 AFUA";30939
"150034 AGUA AZUL DO NORTE";23031
"150040 ALENQUER";49590
"150050 ALMEIRIM";34884
"150060 ALTAMIRA";81970
"150070 ANAJAS";19536
"150080 ANANINDEUA";413195
"150085 ANAPU";10875
"150090 AUGUSTO CORREA";34755
"150095 AURORA DO PARA";21023
"150100 AVEIRO";15994
"150110 BAGRE";15192
"150120 BAIAO";23418
"150125 BANNACH";3849
"150130 BARCARENA";69010
"150140 BELEM";1329116
"150145 BELTERRA";15194
"150150 BENEVIDES";38292
"150157 BOM JESUS DO TOCANTINS";13715
"150160 BONITO";10504
"150170 BRAGANCA";98537
"150172 BRASIL NOVO";17519
"150175 BREJO GRANDE DO ARAGUAIA";7660
"150178 BREU BRANCO";35529
"150180 BREVES";83803
"150190 BUJARU";22132
"150195 CACHOEIRA DO PIRIA";17067
"150200 CACHOEIRA DO ARARI";16734
"150210 CAMETA";102905
"150215 CANAA DOS CARAJAS";12936
"150220 CAPANEMA";59443
"150230 CAPITAO POCO";51410
"150240 CASTANHAL";142482
"150250 CHAVES";18236
"150260 COLARES";11014
"150270 CONCEICAO DO ARAGUAIA";44851
"150275 CONCORDIA DO PARA";22333
"150276 CUMARU DO NORTE";6632
"150277 CURIONOPOLIS";19910
"150280 CURRALINHO";21504
"150285 CURUA";9812
"150290 CURUCA";27780
"150293 DOM ELISEU";41922
"150295 ELDORADO DOS CARAJAS";30683
"150300 FARO";10121
"150304 FLORESTA DO ARAGUAIA";15065
"150307 GARRAFAO DO NORTE";24996
"150309 GOIANESIA DO PARA";26080
"150310 GURUPA";24396
"150320 IGARAPE-ACU";33695
"150330 IGARAPE-MIRI";54687
"150340 INHANGAPI";8153
"150345 IPIXUNA DO PARA";26758
"150350 IRITUIA";31476
"150360 ITAITUBA";97734
"150370 ITUPIRANGA";51233
"150375 JACAREACANGA";23635
"150380 JACUNDA";42863
"150390 JURUTI";33797
"150400 LIMOEIRO DO AJURU";20708
"150405 MAE DO RIO";26345
"150410 MAGALHAES BARATA";7957
"150420 MARABA";179869
"150430 MARACANA";28441
"150440 MARAPANIM";25623
"150442 MARITUBA";80188
"150445 MEDICILANDIA";22628
"150450 MELGACO";22066
"150460 MOCAJUBA";21792
"150470 MOJU";56286
"150475 MOJUI DOS CAMPOS";13715
"150480 MONTE ALEGRE";54956
"150490 MUANA";27132
"150495 NOVA ESPERANCA DO PIRIA";19566
"150497 NOVA IPIXUNA";12503
"150500 NOVA TIMBOTEUA";11974
"150503 NOVO PROGRESSO";25675
"150506 NOVO REPARTIMENTO";45186
"150510 OBIDOS";48116
"150520 OEIRAS DO PARA";24491
"150530 ORIXIMINA";51263
"150540 OUREM";15012
"150543 OURILANDIA DO NORTE";20875
"150548 PACAJA";30904
"150549 PALESTINA DO PARA";7751
"150550 PARAGOMINAS";80925
"150553 PARAUAPEBAS";82481
"150555 PAU D'ARCO";7209
"150560 PEIXE-BOI";7990
"150563 PICARRA";13033
"150565 PLACAS";14911
"150570 PONTA DE PEDRAS";20012
"150580 PORTEL";40646
"150590 PORTO DE MOZ";25336
"150600 PRAINHA";30330
"150610 PRIMAVERA";10053
"150611 QUATIPURU";11377
"150613 REDENCAO";66373
"150616 RIO MARIA";18016
"150618 RONDON DO PARA";41767
"150619 RUROPOLIS";27023
"150620 SALINOPOLIS";34826
"150630 SALVATERRA";16093
"150635 SANTA BARBARA DO PARA";12323
"150640 SANTA CRUZ DO ARARI";5717
"150650 SANTA IZABEL DO PARA";46205
"150655 SANTA LUZIA DO PARA";19953
"150658 SANTA MARIA DAS BARREIRAS";11941
"150660 SANTA MARIA DO PARA";21676
"150670 SANTANA DO ARAGUAIA";34794
"150680 SANTAREM";259729
"150690 SANTAREM NOVO";5664
"150700 SANTO ANTONIO DO TAUA";21135
"150710 SAO CAETANO DE ODIVELAS";16178
"150715 SAO DOMINGOS DO ARAGUAIA";20910
"150720 SAO DOMINGOS DO CAPIM";28446
"150730 SAO FELIX DO XINGU";41721
"150740 SAO FRANCISCO DO PARA";14737
"150745 SAO GERALDO DO ARAGUAIA";28209
"150746 SAO JOAO DA PONTA";4283
"150747 SAO JOAO DE PIRABAS";18321
"150750 SAO JOAO DO ARAGUAIA";12693
"150760 SAO MIGUEL DO GUAMA";43640
"150770 SAO SEBASTIAO DA BOA VISTA";18730
"150775 SAPUCAIA";4039
"150780 SENADOR JOSE PORFIRIO";15878
"150790 SOURE";20853
"150795 TAILANDIA";43933
"150796 TERRA ALTA";8712
"150797 TERRA SANTA";15261
"150800 TOME-ACU";49612
"150803 TRACUATEUA";23897
"150805 TRAIRAO";14746
"150808 TUCUMA";26931
"150810 TUCURUI";78408
"150812 ULIANOPOLIS";22398
"150815 URUARA";46439
"150820 VIGIA";42148
"150830 VISEU";53147
"150835 VITORIA DO XINGU";11705
"150840 XINGUARA";36797
"160005 SERRA DO NAVIO";3534
"160010 AMAPA";7492
"160015 PEDRA BRANCA DO AMAPARI";4883
"160020 CALCOENE";7227
"160021 CUTIAS";3556
"160023 FERREIRA GOMES";3937
"160025 ITAUBAL";3150
"160027 LARANJAL DO JARI";30817
"160030 MACAPA";306326
"160040 MAZAGAO";12979
"160050 OIAPOQUE";14189
"160053 PORTO GRANDE";12076
"160055 PRACUUBA";2534
"160060 SANTANA";85714
"160070 TARTARUGALZINHO";7972
"160080 VITORIA DO JARI";9298
"170025 ABREULANDIA";2271
"170030 AGUIARNOPOLIS";3447
"170035 ALIANCA DO TOCANTINS";6294
"170040 ALMAS";8614
"170070 ALVORADA";8729
"170100 ANANAS";10734
"170105 ANGICO";2994
"170110 APARECIDA DO RIO NEGRO";3689
"170130 ARAGOMINAS";6320
"170190 ARAGUACEMA";5660
"170200 ARAGUACU";9545
"170210 ARAGUAINA";120267
"170215 ARAGUANA";4398
"170220 ARAGUATINS";27299
"170230 ARAPOEMA";7190
"170240 ARRAIAS";11253
"170255 AUGUSTINOPOLIS";13642
"170270 AURORA DO TOCANTINS";3224
"170290 AXIXA DO TOCANTINS";9119
