 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2003
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";26352
"110002 ARIQUEMES";81773
"110003 CABIXI";7253
"110004 CACOAL";76960
"110005 CEREJEIRAS";18186
"110006 COLORADO DO OESTE";21196
"110007 CORUMBIARA";10092
"110008 COSTA MARQUES";10992
"110009 ESPIGAO D'OESTE";27332
"110010 GUAJARA-MIRIM";40163
"110011 JARU";54206
"110012 JI-PARANA";112628
"110013 MACHADINHO D'OESTE";26225
"110014 NOVA BRASILANDIA D'OESTE";20238
"110015 OURO PRETO DO OESTE";40726
"110018 PIMENTA BUENO";33184
"110020 PORTO VELHO";375383
"110025 PRESIDENTE MEDICI";25502
"110026 RIO CRESPO";3136
"110028 ROLIM DE MOURA";49581
"110029 SANTA LUZIA D'OESTE";10890
"110030 VILHENA";62814
"110032 SAO MIGUEL DO GUAPORE";21870
"110033 NOVA MAMORE";17866
"110034 ALVORADA D'OESTE";19206
"110037 ALTO ALEGRE DOS PARECIS";13024
"110040 ALTO PARAISO";14834
"110045 BURITIS";28619
"110050 NOVO HORIZONTE DO OESTE";11820
"110060 CACAULANDIA";5619
"110070 CAMPO NOVO DE RONDONIA";12142
"110080 CANDEIAS DO JAMARI";15768
"110090 CASTANHEIRAS";4077
"110092 CHUPINGUAIA";6631
"110094 CUJUBIM";9995
"110100 GOVERNADOR JORGE TEIXEIRA";12826
"110110 ITAPUA DO OESTE";7592
"110120 MINISTRO ANDREAZZA";11238
"110130 MIRANTE DA SERRA";12988
"110140 MONTE NEGRO";13425
"110143 NOVA UNIAO";8150
"110145 PARECIS";4124
"110146 PIMENTEIRAS DO OESTE";2507
"110147 PRIMAVERA DE RONDONIA";4125
"110148 SAO FELIPE D'OESTE";6841
"110149 SAO FRANCISCO DO GUAPORE";13735
"110150 SERINGUEIRAS";11929
"110155 TEIXEIROPOLIS";5481
"110160 THEOBROMA";11209
"110170 URUPA";14527
"110175 VALE DO ANARI";8493
"110180 VALE DO PARAISO";9490
"120001 ACRELANDIA";10705
"120005 ASSIS BRASIL";5153
"120010 BRASILEIA";18008
"120013 BUJARI";7278
"120017 CAPIXABA";6389
"120020 CRUZEIRO DO SUL";74841
"120025 EPITACIOLANDIA";12852
"120030 FEIJO";32763
"120032 JORDAO";5273
"120033 MANCIO LIMA";12464
"120034 MANOEL URBANO";7091
"120035 MARECHAL THAUMATURGO";10448
"120038 PLACIDO DE CASTRO";15980
"120039 PORTO WALTER";6942
"120040 RIO BRANCO";288626
"120042 RODRIGUES ALVES";10733
"120043 SANTA ROSA DO PURUS";3096
"120045 SENADOR GUIOMARD";18900
"120050 SENA MADUREIRA";32935
"120060 TARAUACA";31194
"120070 XAPURI";14019
"120080 PORTO ACRE";12269
"130002 ALVARAES";13018
"130006 AMATURA";8137
"130008 ANAMA";7837
"130010 ANORI";13115
"130014 APUI";15451
"130020 ATALAIA DO NORTE";11849
"130030 AUTAZES";27292
"130040 BARCELOS";25202
"130050 BARREIRINHA";24554
"130060 BENJAMIN CONSTANT";26883
"130063 BERURI";12657
"130068 BOA VISTA DO RAMOS";12104
"130070 BOCA DO ACRE";28764
"130080 BORBA";31212
"130083 CAAPIRANGA";9669
"130090 CANUTAMA";12625
"130100 CARAUARI";24666
"130110 CAREIRO";29765
"130115 CAREIRO DA VARZEA";19708
"130120 COARI";71320
"130130 CODAJAS";19656
"130140 EIRUNEPE";28047
"130150 ENVIRA";13941
"130160 FONTE BOA";27839
"130165 GUAJARA";12292
"130170 HUMAITA";37055
"130180 IPIXUNA";17052
"130185 IRANDUBA";36180
"130190 ITACOATIARA";78254
"130195 ITAMARATI";8478
"130200 ITAPIRANGA";7750
"130210 JAPURA";11277
"130220 JURUA";8033
"130230 JUTAI";21603
"130240 LABREA";32299
"130250 MANACAPURU";78320
"130255 MANAQUIRI";16111
"130260 MANAUS";1559381
"130270 MANICORE";41655
"130280 MARAA";17595
"130290 MAUES";44693
"130300 NHAMUNDA";16598
"130310 NOVA OLINDA DO NORTE";26404
"130320 NOVO AIRAO";11432
"130330 NOVO ARIPUANA";18837
"130340 PARINTINS";95816
"130350 PAUINI";17802
"130353 PRESIDENTE FIGUEIREDO";20802
"130356 RIO PRETO DA EVA";20487
"130360 SANTA ISABEL DO RIO NEGRO";13140
"130370 SANTO ANTONIO DO ICA";27683
"130380 SAO GABRIEL DA CACHOEIRA";33066
"130390 SAO PAULO DE OLIVENCA";26192
"130395 SAO SEBASTIAO DO UATUMA";8414
"130400 SILVES";8161
"130406 TABATINGA";43194
"130410 TAPAUA";19549
"130420 TEFE";64952
"130423 TONANTINS";16339
"130426 UARINI";10987
"130430 URUCARA";18383
"130440 URUCURITUBA";14258
"140002 AMAJARI";6637
"140005 ALTO ALEGRE";17916
"140010 BOA VISTA";230721
"140015 BONFIM";10045
"140017 CANTA";10386
"140020 CARACARAI";15878
"140023 CAROEBE";6561
"140028 IRACEMA";6076
"140030 MUCAJAI";12593
"140040 NORMANDIA";7133
"140045 PACARAIMA";8198
"140047 RORAINOPOLIS";19895
"140050 SAO JOAO DA BALIZA";5722
"140060 SAO LUIZ";5876
"140070 UIRAMUTA";6719
"150010 ABAETETUBA";129416
"150013 ABEL FIGUEIREDO";6383
"150020 ACARA";54013
"150030 AFUA";32079
"150034 AGUA AZUL DO NORTE";23637
