 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2014
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";24066
"110002 ARIQUEMES";99278
"110003 CABIXI";5951
"110004 CACOAL";82595
"110005 CEREJEIRAS";16936
"110006 COLORADO DO OESTE";17631
"110007 CORUMBIARA";8280
"110008 COSTA MARQUES";15916
"110009 ESPIGAO D'OESTE";30715
"110010 GUAJARA-MIRIM";44196
"110011 JARU";52575
"110012 JI-PARANA";123592
"110013 MACHADINHO D'OESTE";35461
"110014 NOVA BRASILANDIA D'OESTE";20397
"110015 OURO PRETO DO OESTE";37579
"110018 PIMENTA BUENO";35516
"110020 PORTO VELHO";478816
"110025 PRESIDENTE MEDICI";21130
"110026 RIO CRESPO";3557
"110028 ROLIM DE MOURA";53256
"110029 SANTA LUZIA D'OESTE";7941
"110030 VILHENA";87666
"110032 SAO MIGUEL DO GUAPORE";22631
"110033 NOVA MAMORE";26398
"110034 ALVORADA D'OESTE";15989
"110037 ALTO ALEGRE DOS PARECIS";13170
"110040 ALTO PARAISO";19258
"110045 BURITIS";36023
"110050 NOVO HORIZONTE DO OESTE";9618
"110060 CACAULANDIA";6029
"110070 CAMPO NOVO DE RONDONIA";13482
"110080 CANDEIAS DO JAMARI";23098
"110090 CASTANHEIRAS";3390
"110092 CHUPINGUAIA";9684
"110094 CUJUBIM";20207
"110100 GOVERNADOR JORGE TEIXEIRA";9431
"110110 ITAPUA DO OESTE";9515
"110120 MINISTRO ANDREAZZA";10179
"110130 MIRANTE DA SERRA";11619
"110140 MONTE NEGRO";15054
"110143 NOVA UNIAO";7358
"110145 PARECIS";5432
"110146 PIMENTEIRAS DO OESTE";2281
"110147 PRIMAVERA DE RONDONIA";3274
"110148 SAO FELIPE D'OESTE";5721
"110149 SAO FRANCISCO DO GUAPORE";18117
"110150 SERINGUEIRAS";11880
"110155 TEIXEIROPOLIS";4694
"110160 THEOBROMA";10696
"110170 URUPA";12474
"110175 VALE DO ANARI";10312
"110180 VALE DO PARAISO";7702
"120001 ACRELANDIA";14069
"120005 ASSIS BRASIL";6826
"120010 BRASILEIA";24120
"120013 BUJARI";9486
"120017 CAPIXABA";10339
"120020 CRUZEIRO DO SUL";84845
"120025 EPITACIOLANDIA";16960
"120030 FEIJO";34254
"120032 JORDAO";7523
"120033 MANCIO LIMA";17277
"120034 MANOEL URBANO";8841
"120035 MARECHAL THAUMATURGO";16670
"120038 PLACIDO DE CASTRO";18774
"120039 PORTO WALTER";10667
"120040 RIO BRANCO";376348
"120042 RODRIGUES ALVES";16791
"120043 SANTA ROSA DO PURUS";5642
"120045 SENADOR GUIOMARD";21948
"120050 SENA MADUREIRA";42478
"120060 TARAUACA";39599
"120070 XAPURI";17939
"120080 PORTO ACRE";16877
"130002 ALVARAES";15122
"130006 AMATURA";10502
"130008 ANAMA";11858
"130010 ANORI";18610
"130014 APUI";19990
"130020 ATALAIA DO NORTE";17467
"130030 AUTAZES";35833
"130040 BARCELOS";26802
"130050 BARREIRINHA";29765
"130060 BENJAMIN CONSTANT";38089
"130063 BERURI";17544
"130068 BOA VISTA DO RAMOS";17047
"130070 BOCA DO ACRE";32622
"130080 BORBA";38136
"130083 CAAPIRANGA";12044
"130090 CANUTAMA";14716
"130100 CARAUARI";27191
"130110 CAREIRO";35405
"130115 CAREIRO DA VARZEA";27027
"130120 COARI";80908
"130130 CODAJAS";25906
"130140 EIRUNEPE";33076
"130150 ENVIRA";18181
"130160 FONTE BOA";20719
"130165 GUAJARA";15345
"130170 HUMAITA";49599
"130180 IPIXUNA";25847
"130185 IRANDUBA";44612
"130190 ITACOATIARA";94319
"130195 ITAMARATI";8042
"130200 ITAPIRANGA";8723
"130210 JAPURA";5346
"130220 JURUA";12681
"130230 JUTAI";16532
"130240 LABREA";41882
"130250 MANACAPURU";91583
"130255 MANAQUIRI";27242
"130260 MANAUS";1993222
"130270 MANICORE";51465
"130280 MARAA";18033
"130290 MAUES";58063
"130300 NHAMUNDA";19782
"130310 NOVA OLINDA DO NORTE";34041
"130320 NOVO AIRAO";17015
"130330 NOVO ARIPUANA";23574
"130340 PARINTINS";108661
"130350 PAUINI";18932
"130353 PRESIDENTE FIGUEIREDO";31573
"130356 RIO PRETO DA EVA";29437
"130360 SANTA ISABEL DO RIO NEGRO";21502
"130370 SANTO ANTONIO DO ICA";23451
"130380 SAO GABRIEL DA CACHOEIRA";41764
"130390 SAO PAULO DE OLIVENCA";35314
"130395 SAO SEBASTIAO DO UATUMA";12316
"130400 SILVES";8864
"130406 TABATINGA";58958
"130410 TAPAUA";17883
"130420 TEFE";61400
"130423 TONANTINS";18020
"130426 UARINI";12763
"130430 URUCARA";16903
"130440 URUCURITUBA";20387
"140002 AMAJARI";10896
"140005 ALTO ALEGRE";16186
"140010 BOA VISTA";318284
"140015 BONFIM";11683
"140017 CANTA";15999
"140020 CARACARAI";20135
"140023 CAROEBE";9095
"140028 IRACEMA";10213
"140030 MUCAJAI";16273
"140040 NORMANDIA";10068
"140045 PACARAIMA";11810
"140047 RORAINOPOLIS";27087
"140050 SAO JOAO DA BALIZA";7466
"140060 SAO LUIZ";7362
"140070 UIRAMUTA";9413
"150010 ABAETETUBA";150565
"150013 ABEL FIGUEIREDO";7169
"150020 ACARA";55193
"150030 AFUA";37417
"150034 AGUA AZUL DO NORTE";26473
"150040 ALENQUER";55223
"150050 ALMEIRIM";34277
"150060 ALTAMIRA";107499
"150070 ANAJAS";27158
"150080 ANANINDEUA";505066
"150085 ANAPU";24190
"150090 AUGUSTO CORREA";43553
"150095 AURORA DO PARA";29095
"150100 AVEIRO";16302
"150110 BAGRE";27306
"150120 BAIAO";42221
"150125 BANNACH";3409
"150130 BARCARENA";112574
"150140 BELEM";1457159
"150145 BELTERRA";17180
"150150 BENEVIDES";57421
"150157 BOM JESUS DO TOCANTINS";16270
"150160 BONITO";15029
"150170 BRAGANCA";121347
"150172 BRASIL NOVO";15615
"150175 BREJO GRANDE DO ARAGUAIA";7441
"150178 BREU BRANCO";59410
"150180 BREVES";98591
"150190 BUJARU";27609
"150195 CACHOEIRA DO PIRIA";30239
"150200 CACHOEIRA DO ARARI";22238
"150210 CAMETA";130282
"150215 CANAA DOS CARAJAS";31833
"150220 CAPANEMA";66942
"150230 CAPITAO POCO";53674
"150240 CASTANHAL";188112
"150250 CHAVES";22525
"150260 COLARES";11853
"150270 CONCEICAO DO ARAGUAIA";47208
"150275 CONCORDIA DO PARA";30929
"150276 CUMARU DO NORTE";11985
"150277 CURIONOPOLIS";18360
"150280 CURRALINHO";31633
"150285 CURUA";13397
"150290 CURUCA";37394
"150293 DOM ELISEU";55849
"150295 ELDORADO DOS CARAJAS";33128
"150300 FARO";7830
"150304 FLORESTA DO ARAGUAIA";19165
"150307 GARRAFAO DO NORTE";25833
"150309 GOIANESIA DO PARA";37344
"150310 GURUPA";31423
"150320 IGARAPE-ACU";37695
"150330 IGARAPE-MIRI";60956
"150340 INHANGAPI";10938
"150345 IPIXUNA DO PARA";55943
"150350 IRITUIA";32316
"150360 ITAITUBA";100483
"150370 ITUPIRANGA";52826
"150375 JACAREACANGA";11587
"150380 JACUNDA";55612
"150390 JURUTI";52691
"150400 LIMOEIRO DO AJURU";27146
"150405 MAE DO RIO";29266
"150410 MAGALHAES BARATA";8420
"150420 MARABA";257715
"150430 MARACANA";29248
"150440 MARAPANIM";27746
"150442 MARITUBA";120358
"150445 MEDICILANDIA";29646
"150450 MELGACO";26439
"150460 MOCAJUBA";29104
"150470 MOJU";76482
"150475 MOJUI DOS CAMPOS";15569
"150480 MONTE ALEGRE";57363
"150490 MUANA";37475
"150495 NOVA ESPERANCA DO PIRIA";20976
"150497 NOVA IPIXUNA";15770
"150500 NOVA TIMBOTEUA";14626
"150503 NOVO PROGRESSO";25743
"150506 NOVO REPARTIMENTO";69236
"150510 OBIDOS";51262
"150520 OEIRAS DO PARA";30768
"150530 ORIXIMINA";68348
"150540 OUREM";17227
"150543 OURILANDIA DO NORTE";30231
"150548 PACAJA";44052
"150549 PALESTINA DO PARA";7624
"150550 PARAGOMINAS";106138
"150553 PARAUAPEBAS";180917
"150555 PAU D'ARCO";5858
"150560 PEIXE-BOI";8058
"150563 PICARRA";12992
"150565 PLACAS";27487
"150570 PONTA DE PEDRAS";28675
"150580 PORTEL";57390
"150590 PORTO DE MOZ";37699
"150600 PRAINHA";29967
"150610 PRIMAVERA";10657
"150611 QUATIPURU";13122
"150613 REDENCAO";80782
"150616 RIO MARIA";18155
"150618 RONDON DO PARA";50054
"150619 RUROPOLIS";45402
"150620 SALINOPOLIS";39403
"150630 SALVATERRA";22087
"150635 SANTA BARBARA DO PARA";19175
"150640 SANTA CRUZ DO ARARI";9169
"150650 SANTA IZABEL DO PARA";65452
"150655 SANTA LUZIA DO PARA";19871
"150658 SANTA MARIA DAS BARREIRAS";19381
"150660 SANTA MARIA DO PARA";24168
"150670 SANTANA DO ARAGUAIA";64548
"150680 SANTAREM";294833
"150690 SANTAREM NOVO";6482
"150700 SANTO ANTONIO DO TAUA";29232
"150710 SAO CAETANO DE ODIVELAS";17643
"150715 SAO DOMINGOS DO ARAGUAIA";24546
"150720 SAO DOMINGOS DO CAPIM";31219
"150730 SAO FELIX DO XINGU";109613
"150740 SAO FRANCISCO DO PARA";15633
"150745 SAO GERALDO DO ARAGUAIA";25578
"150746 SAO JOAO DA PONTA";5735
"150747 SAO JOAO DE PIRABAS";22018
"150750 SAO JOAO DO ARAGUAIA";13713
"150760 SAO MIGUEL DO GUAMA";55648
"150770 SAO SEBASTIAO DA BOA VISTA";24920
"150775 SAPUCAIA";5518
"150780 SENADOR JOSE PORFIRIO";12576
"150790 SOURE";24391
"150795 TAILANDIA";92767
"150796 TERRA ALTA";11066
"150797 TERRA SANTA";18006
"150800 TOME-ACU";60438
"150803 TRACUATEUA";29423
"150805 TRAIRAO";18066
"150808 TUCUMA";36847
"150810 TUCURUI";105993
"150812 ULIANOPOLIS";51204
"150815 URUARA";45685
"150820 VIGIA";51176
"150830 VISEU";59607
"150835 VITORIA DO XINGU";14389
"150840 XINGUARA";43021
"160005 SERRA DO NAVIO";4925
"160010 AMAPA";8700
"160015 PEDRA BRANCA DO AMAPARI";13560
"160020 CALCOENE";10132
"160021 CUTIAS";5368
"160023 FERREIRA GOMES";6807
"160025 ITAUBAL";4907
"160027 LARANJAL DO JARI";45448
"160030 MACAPA";453442
"160040 MAZAGAO";19441
"160050 OIAPOQUE";23958
"160053 PORTO GRANDE";19465
"160055 PRACUUBA";4465
"160060 SANTANA";112337
"160070 TARTARUGALZINHO";14949
"160080 VITORIA DO JARI";14252
"170025 ABREULANDIA";2504
"170030 AGUIARNOPOLIS";5933
"170035 ALIANCA DO TOCANTINS";5610
"170040 ALMAS";7434
"170070 ALVORADA";8489
"170100 ANANAS";9838
"170105 ANGICO";3326
"170110 APARECIDA DO RIO NEGRO";4526
"170130 ARAGOMINAS";5895
"170190 ARAGUACEMA";6739
"170200 ARAGUACU";8767
"170210 ARAGUAINA";165810
"170215 ARAGUANA";5405
"170220 ARAGUATINS";33700
"170230 ARAPOEMA";6776
"170240 ARRAIAS";10734
"170255 AUGUSTINOPOLIS";17251
"170270 AURORA DO TOCANTINS";3627
"170290 AXIXA DO TOCANTINS";9601
"170300 BABACULANDIA";10655
"170305 BANDEIRANTES DO TOCANTINS";3353
"170307 BARRA DO OURO";4383
"170310 BARROLANDIA";5540
"170320 BERNARDO SAYAO";4509
"170330 BOM JESUS DO TOCANTINS";4321
"170360 BRASILANDIA DO TOCANTINS";2150
"170370 BREJINHO DE NAZARE";5387
"170380 BURITI DO TOCANTINS";10597
"170382 CACHOEIRINHA";2231
"170384 CAMPOS LINDOS";9129
"170386 CARIRI DO TOCANTINS";4083
"170388 CARMOLANDIA";2462
"170389 CARRASCO BONITO";3915
"170390 CASEARA";5002
"170410 CENTENARIO";2749
"170460 CHAPADA DE AREIA";1383
"170510 CHAPADA DA NATIVIDADE";3341
"170550 COLINAS DO TOCANTINS";33273
"170555 COMBINADO";4807
"170560 CONCEICAO DO TOCANTINS";4196
"170600 COUTO MAGALHAES";5329
"170610 CRISTALANDIA";7343
"170625 CRIXAS DO TOCANTINS";1653
"170650 DARCINOPOLIS";5707
"170700 DIANOPOLIS";20705
"170710 DIVINOPOLIS DO TOCANTINS";6680
"170720 DOIS IRMAOS DO TOCANTINS";7261
"170730 DUERE";4688
"170740 ESPERANTINA";10274
"170755 FATIMA";3863
"170765 FIGUEIROPOLIS";5368
"170770 FILADELFIA";8763
"170820 FORMOSO DO ARAGUAIA";18649
"170825 FORTALEZA DO TABOCAO";2525
"170830 GOIANORTE";5090
"170900 GOIATINS";12637
"170930 GUARAI";24703
"170950 GURUPI";82128
"170980 IPUEIRAS";1828
"171050 ITACAJA";7336
"171070 ITAGUATINS";6025
"171090 ITAPIRATINS";3684
"171110 ITAPORA DO TOCANTINS";2466
"171150 JAU DO TOCANTINS";3703
"171180 JUARINA";2240
"171190 LAGOA DA CONFUSAO";11753
"171195 LAGOA DO TOCANTINS";3924
"171200 LAJEADO";2969
"171215 LAVANDEIRA";1767
"171240 LIZARDA";3776
"171245 LUZINOPOLIS";2872
"171250 MARIANOPOLIS DO TOCANTINS";4775
"171270 MATEIROS";2457
"171280 MAURILANDIA DO TOCANTINS";3314
"171320 MIRACEMA DO TOCANTINS";19824
"171330 MIRANORTE";13138
"171360 MONTE DO CARMO";7351
"171370 MONTE SANTO DO TOCANTINS";2197
"171380 PALMEIRAS DO TOCANTINS";6223
"171395 MURICILANDIA";3369
"171420 NATIVIDADE";9216
"171430 NAZARE";4219
"171488 NOVA OLINDA";11323
"171500 NOVA ROSALANDIA";4036
"171510 NOVO ACORDO";4068
"171515 NOVO ALEGRE";2334
"171525 NOVO JARDIM";2605
"171550 OLIVEIRA DE FATIMA";1083
"171570 PALMEIRANTE";5497
"171575 PALMEIROPOLIS";7570
"171610 PARAISO DO TOCANTINS";48029
"171620 PARANA";10509
"171630 PAU D'ARCO";4760
"171650 PEDRO AFONSO";12596
"171660 PEIXE";11123
"171665 PEQUIZEIRO";5305
"171670 COLMEIA";8528
"171700 PINDORAMA DO TOCANTINS";4532
"171720 PIRAQUE";3003
"171750 PIUM";7206
"171780 PONTE ALTA DO BOM JESUS";4621
"171790 PONTE ALTA DO TOCANTINS";7653
"171800 PORTO ALEGRE DO TOCANTINS";2984
"171820 PORTO NACIONAL";51469
"171830 PRAIA NORTE";8098
"171840 PRESIDENTE KENNEDY";3726
"171845 PUGMIL";2541
"171850 RECURSOLANDIA";4049
"171855 RIACHINHO";4445
"171865 RIO DA CONCEICAO";1922
"171870 RIO DOS BOIS";2719
"171875 RIO SONO";6429
"171880 SAMPAIO";4293
"171884 SANDOLANDIA";3387
"171886 SANTA FE DO ARAGUAIA";7089
"171888 SANTA MARIA DO TOCANTINS";3172
"171889 SANTA RITA DO TOCANTINS";2260
"171890 SANTA ROSA DO TOCANTINS";4740
"171900 SANTA TEREZA DO TOCANTINS";2708
"172000 SANTA TEREZINHA DO TOCANTINS";2529
"172010 SAO BENTO DO TOCANTINS";4986
"172015 SAO FELIX DO TOCANTINS";1521
"172020 SAO MIGUEL DO TOCANTINS";11363
"172025 SAO SALVADOR DO TOCANTINS";3022
"172030 SAO SEBASTIAO DO TOCANTINS";4569
"172049 SAO VALERIO";4243
"172065 SILVANOPOLIS";5279
"172080 SITIO NOVO DO TOCANTINS";9192
"172085 SUCUPIRA";1864
"172090 TAGUATINGA";15965
"172093 TAIPAS DO TOCANTINS";2060
"172097 TALISMA";2696
"172100 PALMAS";263028
"172110 TOCANTINIA";7181
"172120 TOCANTINOPOLIS";22997
"172125 TUPIRAMA";1736
"172130 TUPIRATINS";2381
"172208 WANDERLANDIA";11427
"172210 XAMBIOA";11644
"210005 ACAILANDIA";109019
"210010 AFONSO CUNHA";6251
"210015 AGUA DOCE DO MARANHAO";12159
"210020 ALCANTARA";22026
"210030 ALDEIAS ALTAS";25388
"210040 ALTAMIRA DO MARANHAO";7816
"210043 ALTO ALEGRE DO MARANHAO";26570
"210047 ALTO ALEGRE DO PINDARE";31796
"210050 ALTO PARNAIBA";11080
"210055 AMAPA DO MARANHAO";6744
"210060 AMARANTE DO MARANHAO";39944
