 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2004
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";26132
"110002 ARIQUEMES";83460
"110003 CABIXI";7128
"110004 CACOAL";77502
"110005 CEREJEIRAS";18066
"110006 COLORADO DO OESTE";20853
"110007 CORUMBIARA";9917
"110008 COSTA MARQUES";11467
"110009 ESPIGAO D'OESTE";27658
"110010 GUAJARA-MIRIM";40551
"110011 JARU";54048
"110012 JI-PARANA";113685
"110013 MACHADINHO D'OESTE";27114
"110014 NOVA BRASILANDIA D'OESTE";20254
"110015 OURO PRETO DO OESTE";40423
"110018 PIMENTA BUENO";33408
"110020 PORTO VELHO";385349
"110025 PRESIDENTE MEDICI";25081
"110026 RIO CRESPO";3177
"110028 ROLIM DE MOURA";49935
"110029 SANTA LUZIA D'OESTE";10606
"110030 VILHENA";65209
"110032 SAO MIGUEL DO GUAPORE";21943
"110033 NOVA MAMORE";18688
"110034 ALVORADA D'OESTE";18896
"110037 ALTO ALEGRE DOS PARECIS";13038
"110040 ALTO PARAISO";15261
"110045 BURITIS";29333
"110050 NOVO HORIZONTE DO OESTE";11608
"110060 CACAULANDIA";5659
"110070 CAMPO NOVO DE RONDONIA";12271
"110080 CANDEIAS DO JAMARI";16475
"110090 CASTANHEIRAS";4011
"110092 CHUPINGUAIA";6925
"110094 CUJUBIM";10979
"110100 GOVERNADOR JORGE TEIXEIRA";12499
"110110 ITAPUA DO OESTE";7778
"110120 MINISTRO ANDREAZZA";11136
"110130 MIRANTE DA SERRA";12856
"110140 MONTE NEGRO";13582
"110143 NOVA UNIAO";8073
"110145 PARECIS";4250
"110146 PIMENTEIRAS DO OESTE";2485
"110147 PRIMAVERA DE RONDONIA";4043
"110148 SAO FELIPE D'OESTE";6733
"110149 SAO FRANCISCO DO GUAPORE";14157
"110150 SERINGUEIRAS";11924
"110155 TEIXEIROPOLIS";5405
"110160 THEOBROMA";11160
"110170 URUPA";14329
"110175 VALE DO ANARI";8668
"110180 VALE DO PARAISO";9318
"120001 ACRELANDIA";11048
"120005 ASSIS BRASIL";5323
"120010 BRASILEIA";18630
"120013 BUJARI";7503
"120017 CAPIXABA";6791
"120020 CRUZEIRO DO SUL";75859
"120025 EPITACIOLANDIA";13270
"120030 FEIJO";32915
"120032 JORDAO";5502
"120033 MANCIO LIMA";12954
"120034 MANOEL URBANO";7269
"120035 MARECHAL THAUMATURGO";11081
"120038 PLACIDO DE CASTRO";16265
"120039 PORTO WALTER";7321
"120040 RIO BRANCO";297555
"120042 RODRIGUES ALVES";11350
"120043 SANTA ROSA DO PURUS";3355
"120045 SENADOR GUIOMARD";19210
"120050 SENA MADUREIRA";33906
"120060 TARAUACA";32049
"120070 XAPURI";14418
"120080 PORTO ACRE";12738
"130002 ALVARAES";13202
"130006 AMATURA";8344
"130008 ANAMA";8189
"130010 ANORI";13596
"130014 APUI";15849
"130020 ATALAIA DO NORTE";12341
"130030 AUTAZES";28040
"130040 BARCELOS";25342
"130050 BARREIRINHA";25011
"130060 BENJAMIN CONSTANT";27865
"130063 BERURI";13085
"130068 BOA VISTA DO RAMOS";12537
"130070 BOCA DO ACRE";29102
"130080 BORBA";31818
"130083 CAAPIRANGA";9877
"130090 CANUTAMA";12809
"130100 CARAUARI";24887
"130110 CAREIRO";30259
"130115 CAREIRO DA VARZEA";20349
"130120 COARI";72160
"130130 CODAJAS";20203
"130140 EIRUNEPE";28487
"130150 ENVIRA";14313
"130160 FONTE BOA";27215
"130165 GUAJARA";12560
"130170 HUMAITA";38154
"130180 IPIXUNA";17823
"130185 IRANDUBA";36919
"130190 ITACOATIARA";79661
"130195 ITAMARATI";8440
"130200 ITAPIRANGA";7835
"130210 JAPURA";10758
"130220 JURUA";8441
"130230 JUTAI";21159
"130240 LABREA";33139
"130250 MANACAPURU";79482
"130255 MANAQUIRI";17086
"130260 MANAUS";1597382
"130270 MANICORE";42514
"130280 MARAA";17634
"130290 MAUES";45864
"130300 NHAMUNDA";16877
"130310 NOVA OLINDA DO NORTE";27073
"130320 NOVO AIRAO";11921
"130330 NOVO ARIPUANA";19252
"130340 PARINTINS";96941
"130350 PAUINI";17901
"130353 PRESIDENTE FIGUEIREDO";21745
"130356 RIO PRETO DA EVA";21271
"130360 SANTA ISABEL DO RIO NEGRO";13872
"130370 SANTO ANTONIO DO ICA";27312
"130380 SAO GABRIEL DA CACHOEIRA";33828
"130390 SAO PAULO DE OLIVENCA";26991
"130395 SAO SEBASTIAO DO UATUMA";8756
"130400 SILVES";8223
"130406 TABATINGA";44575
"130410 TAPAUA";19402
"130420 TEFE";64641
"130423 TONANTINS";16487
"130426 UARINI";11143
"130430 URUCARA";18253
"130440 URUCURITUBA";14795
"140002 AMAJARI";7049
"140005 ALTO ALEGRE";17748
"140010 BOA VISTA";239189
"140015 BONFIM";10203
"140017 CANTA";10929
"140020 CARACARAI";16289
"140023 CAROEBE";6806
"140028 IRACEMA";6476
"140030 MUCAJAI";12948
"140040 NORMANDIA";7417
"140045 PACARAIMA";8548
"140047 RORAINOPOLIS";20590
"140050 SAO JOAO DA BALIZA";5891
"140060 SAO LUIZ";6020
"140070 UIRAMUTA";6980
"150010 ABAETETUBA";131655
"150013 ABEL FIGUEIREDO";6466
"150020 ACARA";54138
"150030 AFUA";32644
"150034 AGUA AZUL DO NORTE";23937
"150040 ALENQUER";51073
"150050 ALMEIRIM";34724
"150060 ALTAMIRA";88689
"150070 ANAJAS";21542
"150080 ANANINDEUA";437374
"150085 ANAPU";14380
"150090 AUGUSTO CORREA";37071
"150095 AURORA DO PARA";23148
"150100 AVEIRO";16075
"150110 BAGRE";18381
"150120 BAIAO";28367
"150125 BANNACH";3733
"150130 BARCARENA";80476
"150140 BELEM";1362817
"150145 BELTERRA";15717
"150150 BENEVIDES";43326
"150157 BOM JESUS DO TOCANTINS";14387
"150160 BONITO";11695
"150170 BRAGANCA";104541
"150172 BRASIL NOVO";17018
"150175 BREJO GRANDE DO ARAGUAIA";7603
"150178 BREU BRANCO";41814
"150180 BREVES";87695
"150190 BUJARU";23574
"150195 CACHOEIRA DO PIRIA";20534
"150200 CACHOEIRA DO ARARI";18182
"150210 CAMETA";110110
"150215 CANAA DOS CARAJAS";17910
"150220 CAPANEMA";61417
"150230 CAPITAO POCO";52006
"150240 CASTANHAL";154491
"150250 CHAVES";19365
"150260 COLARES";11235
"150270 CONCEICAO DO ARAGUAIA";45471
"150275 CONCORDIA DO PARA";24596
