 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2017
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";23392
"110002 ARIQUEMES";104441
"110003 CABIXI";5567
"110004 CACOAL";84257
"110005 CEREJEIRAS";16567
"110006 COLORADO DO OESTE";16579
"110007 CORUMBIARA";7746
"110008 COSTA MARQUES";17369
"110009 ESPIGAO D'OESTE";31713
"110010 GUAJARA-MIRIM";45385
"110011 JARU";52094
"110012 JI-PARANA";126826
"110013 MACHADINHO D'OESTE";38185
"110014 NOVA BRASILANDIA D'OESTE";20443
"110015 OURO PRETO DO OESTE";36650
"110018 PIMENTA BUENO";36204
"110020 PORTO VELHO";509323
"110025 PRESIDENTE MEDICI";19840
"110026 RIO CRESPO";3682
"110028 ROLIM DE MOURA";54340
"110029 SANTA LUZIA D'OESTE";7072
"110030 VILHENA";94995
"110032 SAO MIGUEL DO GUAPORE";22856
"110033 NOVA MAMORE";28915
"110034 ALVORADA D'OESTE";15040
"110037 ALTO ALEGRE DOS PARECIS";13213
"110040 ALTO PARAISO";20563
"110045 BURITIS";38206
"110050 NOVO HORIZONTE DO OESTE";8968
"110060 CACAULANDIA";6150
"110070 CAMPO NOVO DE RONDONIA";13877
"110080 CANDEIAS DO JAMARI";25260
"110090 CASTANHEIRAS";3187
"110092 CHUPINGUAIA";10585
"110094 CUJUBIM";23218
"110100 GOVERNADOR JORGE TEIXEIRA";8430
"110110 ITAPUA DO OESTE";10082
"110120 MINISTRO ANDREAZZA";9867
"110130 MIRANTE DA SERRA";11215
"110140 MONTE NEGRO";15534
"110143 NOVA UNIAO";7125
"110145 PARECIS";5818
"110146 PIMENTEIRAS DO OESTE";2214
"110147 PRIMAVERA DE RONDONIA";3023
"110148 SAO FELIPE D'OESTE";5391
"110149 SAO FRANCISCO DO GUAPORE";19409
"110150 SERINGUEIRAS";11865
"110155 TEIXEIROPOLIS";4462
"110160 THEOBROMA";10544
"110170 URUPA";11868
"110175 VALE DO ANARI";10848
"110180 VALE DO PARAISO";7175
"120001 ACRELANDIA";14781
"120005 ASSIS BRASIL";7181
"120010 BRASILEIA";25414
"120013 BUJARI";9954
"120017 CAPIXABA";11175
"120020 CRUZEIRO DO SUL";86963
"120025 EPITACIOLANDIA";17830
"120030 FEIJO";34569
"120032 JORDAO";7999
"120033 MANCIO LIMA";18297
"120034 MANOEL URBANO";9212
"120035 MARECHAL THAUMATURGO";17988
"120038 PLACIDO DE CASTRO";19366
"120039 PORTO WALTER";11456
"120040 RIO BRANCO";394924
"120042 RODRIGUES ALVES";18074
"120043 SANTA ROSA DO PURUS";6181
"120045 SENADOR GUIOMARD";22593
"120050 SENA MADUREIRA";44499
"120060 TARAUACA";41379
"120070 XAPURI";18769
"120080 PORTO ACRE";17853
"130002 ALVARAES";15677
"130006 AMATURA";11126
"130008 ANAMA";12918
"130010 ANORI";20059
"130014 APUI";21187
"130020 ATALAIA DO NORTE";18948
"130030 AUTAZES";38086
"130040 BARCELOS";27225
"130050 BARREIRINHA";31139
"130060 BENJAMIN CONSTANT";41044
"130063 BERURI";18833
"130068 BOA VISTA DO RAMOS";18351
"130070 BOCA DO ACRE";33640
"130080 BORBA";39962
"130083 CAAPIRANGA";12670
"130090 CANUTAMA";15267
"130100 CARAUARI";27856
"130110 CAREIRO";36892
"130115 CAREIRO DA VARZEA";28958
"130120 COARI";83437
"130130 CODAJAS";27555
"130140 EIRUNEPE";34402
"130150 ENVIRA";19299
"130160 FONTE BOA";18842
"130165 GUAJARA";16150
"130170 HUMAITA";52908
"130180 IPIXUNA";28167
"130185 IRANDUBA";46836
"130190 ITACOATIARA";98556
"130195 ITAMARATI";7926
"130200 ITAPIRANGA";8979
"130210 JAPURA";3782
"130220 JURUA";13907
"130230 JUTAI";15195
"130240 LABREA";44410
"130250 MANACAPURU";95080
"130255 MANAQUIRI";30178
"130260 MANAUS";2107646
"130270 MANICORE";54052
"130280 MARAA";18148
"130290 MAUES";61590
"130300 NHAMUNDA";20621
"130310 NOVA OLINDA DO NORTE";36056
"130320 NOVO AIRAO";18488
"130330 NOVO ARIPUANA";24824
"130340 PARINTINS";112049
"130350 PAUINI";19230
"130353 PRESIDENTE FIGUEIREDO";34414
"130356 RIO PRETO DA EVA";31797
"130360 SANTA ISABEL DO RIO NEGRO";23708
"130370 SANTO ANTONIO DO ICA";22335
"130380 SAO GABRIEL DA CACHOEIRA";44058
"130390 SAO PAULO DE OLIVENCA";37720
"130395 SAO SEBASTIAO DO UATUMA";13345
"130400 SILVES";9049
"130406 TABATINGA";63115
"130410 TAPAUA";17445
"130420 TEFE";60464
"130423 TONANTINS";18464
"130426 UARINI";13232
"130430 URUCARA";16512
"130440 URUCURITUBA";22003
"140002 AMAJARI";11988
"140005 ALTO ALEGRE";15766
"140010 BOA VISTA";351112
"140015 BONFIM";12102
"140017 CANTA";17396
