 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2006
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";25706
"110002 ARIQUEMES";86719
"110003 CABIXI";6885
"110004 CACOAL";78552
"110005 CEREJEIRAS";17833
"110006 COLORADO DO OESTE";20189
"110007 CORUMBIARA";9580
"110008 COSTA MARQUES";12383
"110009 ESPIGAO D'OESTE";28288
"110010 GUAJARA-MIRIM";41302
"110011 JARU";53745
"110012 JI-PARANA";115726
"110013 MACHADINHO D'OESTE";28834
"110014 NOVA BRASILANDIA D'OESTE";20283
"110015 OURO PRETO DO OESTE";39837
"110018 PIMENTA BUENO";33843
"110020 PORTO VELHO";404603
"110025 PRESIDENTE MEDICI";24267
"110026 RIO CRESPO";3255
"110028 ROLIM DE MOURA";50619
"110029 SANTA LUZIA D'OESTE";10057
"110030 VILHENA";69835
"110032 SAO MIGUEL DO GUAPORE";22085
"110033 NOVA MAMORE";20276
"110034 ALVORADA D'OESTE";18297
"110037 ALTO ALEGRE DOS PARECIS";13065
"110040 ALTO PARAISO";16084
"110045 BURITIS";30711
"110050 NOVO HORIZONTE DO OESTE";11198
"110060 CACAULANDIA";5735
"110070 CAMPO NOVO DE RONDONIA";12520
"110080 CANDEIAS DO JAMARI";17839
"110090 CASTANHEIRAS";3883
"110092 CHUPINGUAIA";7494
"110094 CUJUBIM";12880
"110100 GOVERNADOR JORGE TEIXEIRA";11867
"110110 ITAPUA DO OESTE";8136
"110120 MINISTRO ANDREAZZA";10939
"110130 MIRANTE DA SERRA";12601
"110140 MONTE NEGRO";13885
"110143 NOVA UNIAO";7926
"110145 PARECIS";4494
"110146 PIMENTEIRAS DO OESTE";2443
"110147 PRIMAVERA DE RONDONIA";3885
"110148 SAO FELIPE D'OESTE";6525
"110149 SAO FRANCISCO DO GUAPORE";14973
"110150 SERINGUEIRAS";11915
"110155 TEIXEIROPOLIS";5259
"110160 THEOBROMA";11064
"110170 URUPA";13947
"110175 VALE DO ANARI";9007
"110180 VALE DO PARAISO";8985
"120001 ACRELANDIA";11745
"120005 ASSIS BRASIL";5670
"120010 BRASILEIA";19898
"120013 BUJARI";7961
"120017 CAPIXABA";7610
"120020 CRUZEIRO DO SUL";77934
"120025 EPITACIOLANDIA";14123
"120030 FEIJO";33224
"120032 JORDAO";5969
"120033 MANCIO LIMA";13953
"120034 MANOEL URBANO";7632
"120035 MARECHAL THAUMATURGO";12372
"120038 PLACIDO DE CASTRO";16844
"120039 PORTO WALTER";8094
"120040 RIO BRANCO";315754
"120042 RODRIGUES ALVES";12606
"120043 SANTA ROSA DO PURUS";3883
"120045 SENADOR GUIOMARD";19843
"120050 SENA MADUREIRA";35886
"120060 TARAUACA";33793
"120070 XAPURI";15231
"120080 PORTO ACRE";13694
"130002 ALVARAES";13585
"130006 AMATURA";8775
"130008 ANAMA";8921
"130010 ANORI";14597
"130014 APUI";16676
"130020 ATALAIA DO NORTE";13365
"130030 AUTAZES";29596
"130040 BARCELOS";25634
"130050 BARREIRINHA";25960
"130060 BENJAMIN CONSTANT";29906
"130063 BERURI";13976
"130068 BOA VISTA DO RAMOS";13438
"130070 BOCA DO ACRE";29805
"130080 BORBA";33080
"130083 CAAPIRANGA";10310
"130090 CANUTAMA";13190
"130100 CARAUARI";25347
"130110 CAREIRO";31286
"130115 CAREIRO DA VARZEA";21683
"130120 COARI";73907
"130130 CODAJAS";21342
"130140 EIRUNEPE";29404
"130150 ENVIRA";15085
"130160 FONTE BOA";25918
"130165 GUAJARA";13116
"130170 HUMAITA";40439
"130180 IPIXUNA";19425
"130185 IRANDUBA";38455
"130190 ITACOATIARA";82588
"130195 ITAMARATI";8360
"130200 ITAPIRANGA";8012
"130210 JAPURA";9677
"130220 JURUA";9287
"130230 JUTAI";20235
"130240 LABREA";34885
"130250 MANACAPURU";81898
"130255 MANAQUIRI";19114
"130260 MANAUS";1676430
"130270 MANICORE";44301
"130280 MARAA";17713
"130290 MAUES";48300
"130300 NHAMUNDA";17457
"130310 NOVA OLINDA DO NORTE";28465
"130320 NOVO AIRAO";12939
"130330 NOVO ARIPUANA";20115
"130340 PARINTINS";99282
"130350 PAUINI";18107
"130353 PRESIDENTE FIGUEIREDO";23708
"130356 RIO PRETO DA EVA";22901
"130360 SANTA ISABEL DO RIO NEGRO";15396
"130370 SANTO ANTONIO DO ICA";26541
"130380 SAO GABRIEL DA CACHOEIRA";35413
"130390 SAO PAULO DE OLIVENCA";28653
"130395 SAO SEBASTIAO DO UATUMA";9467
"130400 SILVES";8351
"130406 TABATINGA";47447
"130410 TAPAUA";19099
"130420 TEFE";63994
"130423 TONANTINS";16793
"130426 UARINI";11466
"130430 URUCARA";17983
"130440 URUCURITUBA";15912
"140002 AMAJARI";7845
"140005 ALTO ALEGRE";17425
"140010 BOA VISTA";255562
"140015 BONFIM";10509
"140017 CANTA";11978
"140020 CARACARAI";17085
"140023 CAROEBE";7280
"140028 IRACEMA";7250
"140030 MUCAJAI";13636
"140040 NORMANDIA";7966
"140045 PACARAIMA";9223
"140047 RORAINOPOLIS";21935
"140050 SAO JOAO DA BALIZA";6217
"140060 SAO LUIZ";6298
"140070 UIRAMUTA";7484
"150010 ABAETETUBA";136082
"150013 ABEL FIGUEIREDO";6631
"150020 ACARA";54385
"150030 AFUA";33762
"150034 AGUA AZUL DO NORTE";24531
"150040 ALENQUER";52044
"150050 ALMEIRIM";34619
"150060 ALTAMIRA";93093
"150070 ANAJAS";22857
"150080 ANANINDEUA";453222
"150085 ANAPU";16676
"150090 AUGUSTO CORREA";38588
"150095 AURORA DO PARA";24540
"150100 AVEIRO";16128
"150110 BAGRE";20470
"150120 BAIAO";31610
"150125 BANNACH";3657
"150130 BARCARENA";87990
"150140 BELEM";1384904
"150145 BELTERRA";16060
"150150 BENEVIDES";46626
"150157 BOM JESUS DO TOCANTINS";14828
"150160 BONITO";12476
"150170 BRAGANCA";108475
"150172 BRASIL NOVO";16689
"150175 BREJO GRANDE DO ARAGUAIA";7565
"150178 BREU BRANCO";45933
"150180 BREVES";90246
"150190 BUJARU";24519
"150195 CACHOEIRA DO PIRIA";22806
"150200 CACHOEIRA DO ARARI";19132
"150210 CAMETA";114833
"150215 CANAA DOS CARAJAS";21169
"150220 CAPANEMA";62710
"150230 CAPITAO POCO";52397
"150240 CASTANHAL";162362
"150250 CHAVES";20105
"150260 COLARES";11380
"150270 CONCEICAO DO ARAGUAIA";45878
"150275 CONCORDIA DO PARA";26078
"150276 CUMARU DO NORTE";8964
"150277 CURIONOPOLIS";19234
"150280 CURRALINHO";25917
"150285 CURUA";11374
"150290 CURUCA";31969
"150293 DOM ELISEU";47990
"150295 ELDORADO DOS CARAJAS";31748
"150300 FARO";9123
"150304 FLORESTA DO ARAGUAIA";16852
"150307 GARRAFAO DO NORTE";25361
"150309 GOIANESIA DO PARA";30988
"150310 GURUPA";27458
"150320 IGARAPE-ACU";35438
"150330 IGARAPE-MIRI";57418
"150340 INHANGAPI";9366
"150345 IPIXUNA DO PARA";39474
"150350 IRITUIA";31842
"150360 ITAITUBA";98932
"150370 ITUPIRANGA";51927
"150375 JACAREACANGA";18386
"150380 JACUNDA";48417
"150390 JURUTI";42029
"150400 LIMOEIRO DO AJURU";23513
"150405 MAE DO RIO";27618
"150410 MAGALHAES BARATA";8158
"150420 MARABA";213785
"150430 MARACANA";28793
"150440 MARAPANIM";26548
"150442 MARITUBA";97690
"150445 MEDICILANDIA";25686
"150450 MELGACO";23971
"150460 MOCAJUBA";24978
"150470 MOJU";65085
"150475 MOJUI DOS CAMPOS";14523
"150480 MONTE ALEGRE";56005
"150490 MUANA";31638
"150495 NOVA ESPERANCA DO PIRIA";20180
"150497 NOVA IPIXUNA";13926
"150500 NOVA TIMBOTEUA";13130
"150503 NOVO PROGRESSO";25705
"150506 NOVO REPARTIMENTO";55664
"150510 OBIDOS";49487
"150520 OEIRAS DO PARA";27226
"150530 ORIXIMINA";58707
"150540 OUREM";15977
"150543 OURILANDIA DO NORTE";24951
"150548 PACAJA";36633
"150549 PALESTINA DO PARA";7695
"150550 PARAGOMINAS";91910
"150553 PARAUAPEBAS";125368
"150555 PAU D'ARCO";6620
"150560 PEIXE-BOI";8020
"150563 PICARRA";13015
"150565 PLACAS";20390
"150570 PONTA DE PEDRAS";23786
"150580 PORTEL";47941
"150590 PORTO DE MOZ";30723
"150600 PRAINHA";30172
"150610 PRIMAVERA";10316
"150611 QUATIPURU";12137
"150613 REDENCAO";72651
"150616 RIO MARIA";18077
"150618 RONDON DO PARA";45377
"150619 RUROPOLIS";35031
"150620 SALINOPOLIS";36820
"150630 SALVATERRA";18705
"150635 SANTA BARBARA DO PARA";15308
"150640 SANTA CRUZ DO ARARI";7221
"150650 SANTA IZABEL DO PARA";54591
