 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2000
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";27095
"110002 ARIQUEMES";76081
"110003 CABIXI";7677
"110004 CACOAL";75127
"110005 CEREJEIRAS";18593
"110006 COLORADO DO OESTE";22356
"110007 CORUMBIARA";10681
"110008 COSTA MARQUES";9391
"110009 ESPIGAO D'OESTE";26232
"110010 GUAJARA-MIRIM";38851
"110011 JARU";54736
"110012 JI-PARANA";109063
"110013 MACHADINHO D'OESTE";23221
"110014 NOVA BRASILANDIA D'OESTE";20187
"110015 OURO PRETO DO OESTE";41750
"110018 PIMENTA BUENO";32425
"110020 PORTO VELHO";341748
"110025 PRESIDENTE MEDICI";26924
"110026 RIO CRESPO";2999
"110028 ROLIM DE MOURA";48386
"110029 SANTA LUZIA D'OESTE";11849
"110030 VILHENA";54733
"110032 SAO MIGUEL DO GUAPORE";21622
"110033 NOVA MAMORE";15091
"110034 ALVORADA D'OESTE";20252
"110037 ALTO ALEGRE DOS PARECIS";12977
"110040 ALTO PARAISO";13396
"110045 BURITIS";26212
"110050 NOVO HORIZONTE DO OESTE";12536
"110060 CACAULANDIA";5486
"110070 CAMPO NOVO DE RONDONIA";11706
"110080 CANDEIAS DO JAMARI";13385
"110090 CASTANHEIRAS";4301
"110092 CHUPINGUAIA";5638
"110094 CUJUBIM";6674
"110100 GOVERNADOR JORGE TEIXEIRA";13930
"110110 ITAPUA DO OESTE";6967
"110120 MINISTRO ANDREAZZA";11582
"110130 MIRANTE DA SERRA";13433
"110140 MONTE NEGRO";12895
"110143 NOVA UNIAO";8407
"110145 PARECIS";3699
"110146 PIMENTEIRAS DO OESTE";2581
"110147 PRIMAVERA DE RONDONIA";4402
"110148 SAO FELIPE D'OESTE";7205
"110149 SAO FRANCISCO DO GUAPORE";12310
"110150 SERINGUEIRAS";11945
"110155 TEIXEIROPOLIS";5737
"110160 THEOBROMA";11376
"110170 URUPA";15195
"110175 VALE DO ANARI";7901
"110180 VALE DO PARAISO";10072
"120001 ACRELANDIA";9665
"120005 ASSIS BRASIL";4635
"120010 BRASILEIA";16117
"120013 BUJARI";6595
"120017 CAPIXABA";5167
"120020 CRUZEIRO DO SUL";71746
"120025 EPITACIOLANDIA";11581
"120030 FEIJO";32302
"120032 JORDAO";4577
"120033 MANCIO LIMA";10975
"120034 MANOEL URBANO";6549
"120035 MARECHAL THAUMATURGO";8523
"120038 PLACIDO DE CASTRO";15116
"120039 PORTO WALTER";5789
"120040 RIO BRANCO";261486
"120042 RODRIGUES ALVES";8859
"120043 SANTA ROSA DO PURUS";2308
"120045 SENADOR GUIOMARD";17957
"120050 SENA MADUREIRA";29982
"120060 TARAUACA";28593
"120070 XAPURI";12806
"120080 PORTO ACRE";10844
"130002 ALVARAES";12430
"130006 AMATURA";7477
"130008 ANAMA";6714
"130010 ANORI";11581
"130014 APUI";14184
"130020 ATALAIA DO NORTE";10281
"130030 AUTAZES";24907
"130040 BARCELOS";24755
"130050 BARREIRINHA";23100
"130060 BENJAMIN CONSTANT";23755
"130063 BERURI";11293
"130068 BOA VISTA DO RAMOS";10724
"130070 BOCA DO ACRE";27687
"130080 BORBA";29279
"130083 CAAPIRANGA";9006
"130090 CANUTAMA";12042
"130100 CARAUARI";23961
"130110 CAREIRO";28190
"130115 CAREIRO DA VARZEA";17665
"130120 COARI";68644
"130130 CODAJAS";17911
"130140 EIRUNEPE";26643
"130150 ENVIRA";12758
"130160 FONTE BOA";29826
"130165 GUAJARA";11440
"130170 HUMAITA";33553
"130180 IPIXUNA";14597
"130185 IRANDUBA";33826
"130190 ITACOATIARA";73769
"130195 ITAMARATI";8600
"130200 ITAPIRANGA";7478
"130210 JAPURA";12933
"130220 JURUA";6736
"130230 JUTAI";23019
"130240 LABREA";29624
"130250 MANACAPURU";74618
"130255 MANAQUIRI";13004
"130260 MANAUS";1438268
"130270 MANICORE";38916
"130280 MARAA";17473
"130290 MAUES";40960
"130300 NHAMUNDA";15709
"130310 NOVA OLINDA DO NORTE";24272
"130320 NOVO AIRAO";9874
"130330 NOVO ARIPUANA";17514
"130340 PARINTINS";92230
"130350 PAUINI";17486
"130353 PRESIDENTE FIGUEIREDO";17795
"130356 RIO PRETO DA EVA";17988
"130360 SANTA ISABEL DO RIO NEGRO";10805
"130370 SANTO ANTONIO DO ICA";28864
"130380 SAO GABRIEL DA CACHOEIRA";30638
"130390 SAO PAULO DE OLIVENCA";23646
"130395 SAO SEBASTIAO DO UATUMA";7325
"130400 SILVES";7965
"130406 TABATINGA";38794
"130410 TAPAUA";20013
"130420 TEFE";65944
"130423 TONANTINS";15870
"130426 UARINI";10491
"130430 URUCARA";18796
"130440 URUCURITUBA";12547
"140002 AMAJARI";5440
"140005 ALTO ALEGRE";18402
"140010 BOA VISTA";206105
"140015 BONFIM";9584
"140017 CANTA";8808
"140020 CARACARAI";14681
"140023 CAROEBE";5849
"140028 IRACEMA";4913
"140030 MUCAJAI";11558
"140040 NORMANDIA";6308
"140045 PACARAIMA";7183
"140047 RORAINOPOLIS";17873
"140050 SAO JOAO DA BALIZA";5232
"140060 SAO LUIZ";5458
"140070 UIRAMUTA";5962
"150010 ABAETETUBA";122594
"150013 ABEL FIGUEIREDO";6129
"150020 ACARA";53632
"150030 AFUA";30357
"150034 AGUA AZUL DO NORTE";22722
"150040 ALENQUER";49084
"150050 ALMEIRIM";34938
"150060 ALTAMIRA";79676
"150070 ANAJAS";18851
"150080 ANANINDEUA";404940
"150085 ANAPU";9679
"150090 AUGUSTO CORREA";33965
"150095 AURORA DO PARA";20298
"150100 AVEIRO";15966
"150110 BAGRE";14104
"150120 BAIAO";21729
"150125 BANNACH";3889
"150130 BARCARENA";65096
"150140 BELEM";1317612
"150145 BELTERRA";15016
"150150 BENEVIDES";36573
"150157 BOM JESUS DO TOCANTINS";13485
"150160 BONITO";10098
"150170 BRAGANCA";96488
"150172 BRASIL NOVO";17690
"150175 BREJO GRANDE DO ARAGUAIA";7680
"150178 BREU BRANCO";33383
"150180 BREVES";82474
"150190 BUJARU";21640
"150195 CACHOEIRA DO PIRIA";15883
"150200 CACHOEIRA DO ARARI";16239
"150210 CAMETA";100445
"150215 CANAA DOS CARAJAS";11238
"150220 CAPANEMA";58769
"150230 CAPITAO POCO";51207
"150240 CASTANHAL";138382
"150250 CHAVES";17851
"150260 COLARES";10939
"150270 CONCEICAO DO ARAGUAIA";44639
"150275 CONCORDIA DO PARA";21561
"150276 CUMARU DO NORTE";6151
"150277 CURIONOPOLIS";20049
"150280 CURRALINHO";20594
"150285 CURUA";9490
"150290 CURUCA";26916
"150293 DOM ELISEU";40671
"150295 ELDORADO DOS CARAJAS";30463
"150300 FARO";10327
"150304 FLORESTA DO ARAGUAIA";14697
"150307 GARRAFAO DO NORTE";24921
"150309 GOIANESIA DO PARA";25068
"150310 GURUPA";23765
"150320 IGARAPE-ACU";33336
"150330 IGARAPE-MIRI";54124
"150340 INHANGAPI";7903
"150345 IPIXUNA DO PARA";24136
"150350 IRITUIA";31400
"150360 ITAITUBA";97487
"150370 ITUPIRANGA";51090
"150375 JACAREACANGA";24718
"150380 JACUNDA";41717
"150390 JURUTI";32099
"150400 LIMOEIRO DO AJURU";20129
"150405 MAE DO RIO";26083
"150410 MAGALHAES BARATA";7915
"150420 MARABA";172874
"150430 MARACANA";28368
"150440 MARAPANIM";25432
"150442 MARITUBA";76579
"150445 MEDICILANDIA";21997
"150450 MELGACO";21673
"150460 MOCAJUBA";21135
"150470 MOJU";54471
"150475 MOJUI DOS CAMPOS";13548
"150480 MONTE ALEGRE";54740
"150490 MUANA";26203
"150495 NOVA ESPERANCA DO PIRIA";19439
"150497 NOVA IPIXUNA";12209
"150500 NOVA TIMBOTEUA";11736
"150503 NOVO PROGRESSO";25669
"150506 NOVO REPARTIMENTO";43025
"150510 OBIDOS";47833
"150520 OEIRAS DO PARA";23927
"150530 ORIXIMINA";49728
"150540 OUREM";14813
"150543 OURILANDIA DO NORTE";20034
"150548 PACAJA";29723
"150549 PALESTINA DO PARA";7762
"150550 PARAGOMINAS";78659
"150553 PARAUAPEBAS";73636
"150555 PAU D'ARCO";7330
"150560 PEIXE-BOI";7984
"150563 PICARRA";13037
"150565 PLACAS";13781
"150570 PONTA DE PEDRAS";19234
"150580 PORTEL";39142
"150590 PORTO DE MOZ";24225
"150600 PRAINHA";30363
"150610 PRIMAVERA";9999
"150611 QUATIPURU";11220
"150613 REDENCAO";65078
"150616 RIO MARIA";18004
"150618 RONDON DO PARA";41022
"150619 RUROPOLIS";25372
"150620 SALINOPOLIS";34415
"150630 SALVATERRA";15555
"150635 SANTA BARBARA DO PARA";11707
"150640 SANTA CRUZ DO ARARI";5407
"150650 SANTA IZABEL DO PARA";44476
"150655 SANTA LUZIA DO PARA";19960
"150658 SANTA MARIA DAS BARREIRAS";11272
"150660 SANTA MARIA DO PARA";21452
"150670 SANTANA DO ARAGUAIA";32120
"150680 SANTAREM";256575
"150690 SANTAREM NOVO";5591
"150700 SANTO ANTONIO DO TAUA";20408
"150710 SAO CAETANO DE ODIVELAS";16046
"150715 SAO DOMINGOS DO ARAGUAIA";20583
"150720 SAO DOMINGOS DO CAPIM";28197
"150730 SAO FELIX DO XINGU";35621
"150740 SAO FRANCISCO DO PARA";14657
"150745 SAO GERALDO DO ARAGUAIA";28445
"150746 SAO JOAO DA PONTA";4152
"150747 SAO JOAO DE PIRABAS";17989
"150750 SAO JOAO DO ARAGUAIA";12601
"150760 SAO MIGUEL DO GUAMA";42561
"150770 SAO SEBASTIAO DA BOA VISTA";18174
"150775 SAPUCAIA";3906
"150780 SENADOR JOSE PORFIRIO";16175
"150790 SOURE";20535
"150795 TAILANDIA";39545
"150796 TERRA ALTA";8500
"150797 TERRA SANTA";15014
"150800 TOME-ACU";48639
"150803 TRACUATEUA";23400
"150805 TRAIRAO";14448
"150808 TUCUMA";26040
"150810 TUCURUI";75930
"150812 ULIANOPOLIS";19810
"150815 URUARA";46507
"150820 VIGIA";41337
"150830 VISEU";52566
"150835 VITORIA DO XINGU";11464
"150840 XINGUARA";36238
"160005 SERRA DO NAVIO";3418
"160010 AMAPA";7392
"160015 PEDRA BRANCA DO AMAPARI";4162
"160020 CALCOENE";6986
"160021 CUTIAS";3405
"160023 FERREIRA GOMES";3698
"160025 ITAUBAL";3004
"160027 LARANJAL DO JARI";29601
"160030 MACAPA";294094
"160040 MAZAGAO";12442
"160050 OIAPOQUE";13377
"160053 PORTO GRANDE";11462
"160055 PRACUUBA";2373
"160060 SANTANA";83501
"160070 TARTARUGALZINHO";7392
