 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Período:2009
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";25136
"110002 ARIQUEMES";91088
"110003 CABIXI";6560
"110004 CACOAL";79958
"110005 CEREJEIRAS";17521
"110006 COLORADO DO OESTE";19299
"110007 CORUMBIARA";9128
"110008 COSTA MARQUES";13612
"110009 ESPIGAO D'OESTE";29132
"110010 GUAJARA-MIRIM";42309
"110011 JARU";53338
"110012 JI-PARANA";118462
"110013 MACHADINHO D'OESTE";31139
"110014 NOVA BRASILANDIA D'OESTE";20323
"110015 OURO PRETO DO OESTE";39052
"110018 PIMENTA BUENO";34425
"110020 PORTO VELHO";430419
"110025 PRESIDENTE MEDICI";23176
"110026 RIO CRESPO";3360
"110028 ROLIM DE MOURA";51536
"110029 SANTA LUZIA D'OESTE";9321
"110030 VILHENA";76038
"110032 SAO MIGUEL DO GUAPORE";22275
"110033 NOVA MAMORE";22406
"110034 ALVORADA D'OESTE";17494
"110037 ALTO ALEGRE DOS PARECIS";13102
"110040 ALTO PARAISO";17188
"110045 BURITIS";32559
"110050 NOVO HORIZONTE DO OESTE";10648
"110060 CACAULANDIA";5837
"110070 CAMPO NOVO DE RONDONIA";12855
"110080 CANDEIAS DO JAMARI";19668
"110090 CASTANHEIRAS";3711
"110092 CHUPINGUAIA";8256
"110094 CUJUBIM";15428
"110100 GOVERNADOR JORGE TEIXEIRA";11020
"110110 ITAPUA DO OESTE";8616
"110120 MINISTRO ANDREAZZA";10674
"110130 MIRANTE DA SERRA";12259
"110140 MONTE NEGRO";14291
"110143 NOVA UNIAO";7728
"110145 PARECIS";4820
"110146 PIMENTEIRAS DO OESTE";2387
"110147 PRIMAVERA DE RONDONIA";3672
"110148 SAO FELIPE D'OESTE";6245
"110149 SAO FRANCISCO DO GUAPORE";16067
"110150 SERINGUEIRAS";11903
"110155 TEIXEIROPOLIS";5062
"110160 THEOBROMA";10936
"110170 URUPA";13435
"110175 VALE DO ANARI";9461
"110180 VALE DO PARAISO";8539
"120001 ACRELANDIA";12769
"120005 ASSIS BRASIL";6180
"120010 BRASILEIA";21758
"120013 BUJARI";8633
"120017 CAPIXABA";8812
"120020 CRUZEIRO DO SUL";80978
"120025 EPITACIOLANDIA";15373
"120030 FEIJO";33678
"120032 JORDAO";6653
"120033 MANCIO LIMA";15417
"120034 MANOEL URBANO";8164
"120035 MARECHAL THAUMATURGO";14265
"120038 PLACIDO DE CASTRO";17695
"120039 PORTO WALTER";9227
"120040 RIO BRANCO";342445
"120042 RODRIGUES ALVES";14450
"120043 SANTA ROSA DO PURUS";4658
"120045 SENADOR GUIOMARD";20770
"120050 SENA MADUREIRA";38790
"120060 TARAUACA";36351
"120070 XAPURI";16424
"120080 PORTO ACRE";15096
