 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 10 a 14 anos
Período:2018
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";1753
"110002 ARIQUEMES";8722
"110003 CABIXI";374
"110004 CACOAL";6367
"110005 CEREJEIRAS";1183
"110006 COLORADO DO OESTE";1121
"110007 CORUMBIARA";526
"110008 COSTA MARQUES";1617
"110009 ESPIGAO D'OESTE";2548
"110010 GUAJARA-MIRIM";4277
"110011 JARU";4079
"110012 JI-PARANA";10089
"110013 MACHADINHO D'OESTE";3392
"110014 NOVA BRASILANDIA D'OESTE";1502
"110015 OURO PRETO DO OESTE";2734
"110018 PIMENTA BUENO";2952
"110020 PORTO VELHO";42192
"110025 PRESIDENTE MEDICI";1387
"110026 RIO CRESPO";282
"110028 ROLIM DE MOURA";4189
"110029 SANTA LUZIA D'OESTE";466
"110030 VILHENA";7880
"110032 SAO MIGUEL DO GUAPORE";1829
"110033 NOVA MAMORE";2708
"110034 ALVORADA D'OESTE";1111
"110037 ALTO ALEGRE DOS PARECIS";1086
"110040 ALTO PARAISO";1726
"110045 BURITIS";3361
"110050 NOVO HORIZONTE DO OESTE";616
"110060 CACAULANDIA";495
"110070 CAMPO NOVO DE RONDONIA";1178
"110080 CANDEIAS DO JAMARI";2228
"110090 CASTANHEIRAS";205
"110092 CHUPINGUAIA";942
"110094 CUJUBIM";2240
"110100 GOVERNADOR JORGE TEIXEIRA";607
"110110 ITAPUA DO OESTE";856
"110120 MINISTRO ANDREAZZA";794
"110130 MIRANTE DA SERRA";857
"110140 MONTE NEGRO";1277
"110143 NOVA UNIAO";557
"110145 PARECIS";497
"110146 PIMENTEIRAS DO OESTE";173
"110147 PRIMAVERA DE RONDONIA";200
"110148 SAO FELIPE D'OESTE";347
"110149 SAO FRANCISCO DO GUAPORE";1659
"110150 SERINGUEIRAS";937
"110155 TEIXEIROPOLIS";309
"110160 THEOBROMA";795
"110170 URUPA";866
"110175 VALE DO ANARI";840
"110180 VALE DO PARAISO";501
"120001 ACRELANDIA";1421
"120005 ASSIS BRASIL";813
"120010 BRASILEIA";2569
"120013 BUJARI";983
"120017 CAPIXABA";1117
"120020 CRUZEIRO DO SUL";9812
"120025 EPITACIOLANDIA";1818
"120030 FEIJO";4323
"120032 JORDAO";1125
"120033 MANCIO LIMA";2081
"120034 MANOEL URBANO";1066
"120035 MARECHAL THAUMATURGO";2522
"120038 PLACIDO DE CASTRO";2001
"120039 PORTO WALTER";1582
"120040 RIO BRANCO";39433
"120042 RODRIGUES ALVES";2265
"120043 SANTA ROSA DO PURUS";803
"120045 SENADOR GUIOMARD";2276
"120050 SENA MADUREIRA";4868
"120060 TARAUACA";5402
"120070 XAPURI";1912
"120080 PORTO ACRE";1800
"130002 ALVARAES";1887
"130006 AMATURA";1201
"130008 ANAMA";1328
"130010 ANORI";2140
"130014 APUI";1714
"130020 ATALAIA DO NORTE";2168
"130030 AUTAZES";4004
"130040 BARCELOS";2574
"130050 BARREIRINHA";3539
"130060 BENJAMIN CONSTANT";5104
"130063 BERURI";2239
"130068 BOA VISTA DO RAMOS";2045
"130070 BOCA DO ACRE";3363
"130080 BORBA";4179
"130083 CAAPIRANGA";1335
"130090 CANUTAMA";1315
"130100 CARAUARI";3017
"130110 CAREIRO";3578
"130115 CAREIRO DA VARZEA";2686
"130120 COARI";8969
"130130 CODAJAS";2845
"130140 EIRUNEPE";3864
"130150 ENVIRA";2202
"130160 FONTE BOA";2028
"130165 GUAJARA";1799
"130170 HUMAITA";5132
"130180 IPIXUNA";3190
"130185 IRANDUBA";4891
"130190 ITACOATIARA";9841
"130195 ITAMARATI";824
"130200 ITAPIRANGA";898
"130210 JAPURA";388
"130220 JURUA";1663
"130230 JUTAI";1662
"130240 LABREA";4698
"130250 MANACAPURU";9812
"130255 MANAQUIRI";3262
"130260 MANAUS";188791
"130270 MANICORE";5459
"130280 MARAA";2167
"130290 MAUES";6850
"130300 NHAMUNDA";1966
"130310 NOVA OLINDA DO NORTE";3702
"130320 NOVO AIRAO";1889
"130330 NOVO ARIPUANA";2308
"130340 PARINTINS";11592
"130350 PAUINI";2264
"130353 PRESIDENTE FIGUEIREDO";3414
"130356 RIO PRETO DA EVA";3015
"130360 SANTA ISABEL DO RIO NEGRO";3162
"130370 SANTO ANTONIO DO ICA";2369
"130380 SAO GABRIEL DA CACHOEIRA";4950
"130390 SAO PAULO DE OLIVENCA";4106
"130395 SAO SEBASTIAO DO UATUMA";1453
"130400 SILVES";925
"130406 TABATINGA";7274
"130410 TAPAUA";1709
"130420 TEFE";6641
"130423 TONANTINS";2108
"130426 UARINI";1497
"130430 URUCARA";1670
"130440 URUCURITUBA";2257
"140002 AMAJARI";1361
"140005 ALTO ALEGRE";1767
"140010 BOA VISTA";32458
"140015 BONFIM";1264
"140017 CANTA";1624
"140020 CARACARAI";1978
"140023 CAROEBE";863
"140028 IRACEMA";1019
"140030 MUCAJAI";1536
"140040 NORMANDIA";1326
"140045 PACARAIMA";1603
"140047 RORAINOPOLIS";2562
"140050 SAO JOAO DA BALIZA";736
"140060 SAO LUIZ";561
"140070 UIRAMUTA";1352
"150010 ABAETETUBA";14292
"150013 ABEL FIGUEIREDO";701
"150020 ACARA";5876
"150030 AFUA";4511
"150034 AGUA AZUL DO NORTE";2340
"150040 ALENQUER";5824
"150050 ALMEIRIM";3545
"150060 ALTAMIRA";10966
"150070 ANAJAS";3546
"150080 ANANINDEUA";44107
"150085 ANAPU";2852
"150090 AUGUSTO CORREA";4899
"150095 AURORA DO PARA";2885
"150100 AVEIRO";1718
"150110 BAGRE";3455
"150120 BAIAO";4629
"150125 BANNACH";292
"150130 BARCARENA";11816
"150140 BELEM";116759
"150145 BELTERRA";1679
"150150 BENEVIDES";5659
"150157 BOM JESUS DO TOCANTINS";1528
"150160 BONITO";1597
"150170 BRAGANCA";12454
"150172 BRASIL NOVO";1329
"150175 BREJO GRANDE DO ARAGUAIA";705
"150178 BREU BRANCO";6724
"150180 BREVES";11656
"150190 BUJARU";3031
"150195 CACHOEIRA DO PIRIA";3745
"150200 CACHOEIRA DO ARARI";2153
"150210 CAMETA";13989
"150215 CANAA DOS CARAJAS";3661
"150220 CAPANEMA";5994
"150230 CAPITAO POCO";5050
"150240 CASTANHAL";18315
"150250 CHAVES";2643
"150260 COLARES";1133
"150270 CONCEICAO DO ARAGUAIA";4178
"150275 CONCORDIA DO PARA";3512
"150276 CUMARU DO NORTE";1199
"150277 CURIONOPOLIS";1657
"150280 CURRALINHO";4106
"150285 CURUA";1539
"150290 CURUCA";3631
"150293 DOM ELISEU";5909
"150295 ELDORADO DOS CARAJAS";3361
"150300 FARO";802
"150304 FLORESTA DO ARAGUAIA";1861
"150307 GARRAFAO DO NORTE";2583
"150309 GOIANESIA DO PARA";3803
"150310 GURUPA";3844
"150320 IGARAPE-ACU";3423
"150330 IGARAPE-MIRI";6339
"150340 INHANGAPI";1081
"150345 IPIXUNA DO PARA";6347
"150350 IRITUIA";3164
"150360 ITAITUBA";9470
"150370 ITUPIRANGA";5404
"150375 JACAREACANGA";1051
"150380 JACUNDA";5794
"150390 JURUTI";6079
"150400 LIMOEIRO DO AJURU";3085
"150405 MAE DO RIO";2961
"150410 MAGALHAES BARATA";813
"150420 MARABA";27765
"150430 MARACANA";2644
"150440 MARAPANIM";2373
"150442 MARITUBA";11517
"150445 MEDICILANDIA";2986
"150450 MELGACO";3422
"150460 MOCAJUBA";3263
"150470 MOJU";8675
"150475 MOJUI DOS CAMPOS";1353
"150480 MONTE ALEGRE";5280
"150490 MUANA";4260
"150495 NOVA ESPERANCA DO PIRIA";2269
"150497 NOVA IPIXUNA";1594
"150500 NOVA TIMBOTEUA";1283
"150503 NOVO PROGRESSO";2927
"150506 NOVO REPARTIMENTO";7510
"150510 OBIDOS";5328
"150520 OEIRAS DO PARA";3789
"150530 ORIXIMINA";7775
"150540 OUREM";1646
"150543 OURILANDIA DO NORTE";3377
"150548 PACAJA";4639
"150549 PALESTINA DO PARA";723
"150550 PARAGOMINAS";11546
"150553 PARAUAPEBAS";20607
"150555 PAU D'ARCO";498
"150560 PEIXE-BOI";687
"150563 PICARRA";1205
"150565 PLACAS";3124
"150570 PONTA DE PEDRAS";3179
"150580 PORTEL";7542
"150590 PORTO DE MOZ";5089
"150600 PRAINHA";3150
"150610 PRIMAVERA";911
"150611 QUATIPURU";1241
"150613 REDENCAO";7759
"150616 RIO MARIA";1551
"150618 RONDON DO PARA";4817
"150619 RUROPOLIS";4825
"150620 SALINOPOLIS";3621
"150630 SALVATERRA";2161
"150635 SANTA BARBARA DO PARA";1887
"150640 SANTA CRUZ DO ARARI";886
"150650 SANTA IZABEL DO PARA";6106
"150655 SANTA LUZIA DO PARA";1902
"150658 SANTA MARIA DAS BARREIRAS";1840
"150660 SANTA MARIA DO PARA";2141
"150670 SANTANA DO ARAGUAIA";6942
"150680 SANTAREM";29974
"150690 SANTAREM NOVO";606
"150700 SANTO ANTONIO DO TAUA";2864
"150710 SAO CAETANO DE ODIVELAS";1589
"150715 SAO DOMINGOS DO ARAGUAIA";2417
"150720 SAO DOMINGOS DO CAPIM";3534
"150730 SAO FELIX DO XINGU";10367
"150740 SAO FRANCISCO DO PARA";1372
"150745 SAO GERALDO DO ARAGUAIA";2290
"150746 SAO JOAO DA PONTA";557
"150747 SAO JOAO DE PIRABAS";2080
"150750 SAO JOAO DO ARAGUAIA";1369
"150760 SAO MIGUEL DO GUAMA";5896
"150770 SAO SEBASTIAO DA BOA VISTA";2897
"150775 SAPUCAIA";519
"150780 SENADOR JOSE PORFIRIO";1174
"150790 SOURE";2300
"150795 TAILANDIA";10971
"150796 TERRA ALTA";1033
"150797 TERRA SANTA";1804
"150800 TOME-ACU";6528
"150803 TRACUATEUA";3036
