 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Sexo: Feminino
Faixa Etária 1: 20 a 29 anos
Período:2013
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2109
"110002 ARIQUEMES";9277
"110003 CABIXI";460
"110004 CACOAL";7735
"110005 CEREJEIRAS";1533
"110006 COLORADO DO OESTE";1575
"110007 CORUMBIARA";695
"110008 COSTA MARQUES";1290
"110009 ESPIGAO D'OESTE";2729
"110010 GUAJARA-MIRIM";3795
"110011 JARU";4910
"110012 JI-PARANA";11624
"110013 MACHADINHO D'OESTE";2921
"110014 NOVA BRASILANDIA D'OESTE";1747
"110015 OURO PRETO DO OESTE";3496
"110018 PIMENTA BUENO";3251
"110020 PORTO VELHO";45576
"110025 PRESIDENTE MEDICI";1787
"110026 RIO CRESPO";285
"110028 ROLIM DE MOURA";5160
"110029 SANTA LUZIA D'OESTE";672
"110030 VILHENA";8240
"110032 SAO MIGUEL DO GUAPORE";2055
"110033 NOVA MAMORE";2172
"110034 ALVORADA D'OESTE";1365
"110037 ALTO ALEGRE DOS PARECIS";1099
"110040 ALTO PARAISO";1535
"110045 BURITIS";3223
"110050 NOVO HORIZONTE DO OESTE";776
"110060 CACAULANDIA";500
"110070 CAMPO NOVO DE RONDONIA";1070
"110080 CANDEIAS DO JAMARI";1967
"110090 CASTANHEIRAS";276
"110092 CHUPINGUAIA";830
"110094 CUJUBIM";1650
"110100 GOVERNADOR JORGE TEIXEIRA";794
"110110 ITAPUA DO OESTE";752
"110120 MINISTRO ANDREAZZA";918
"110130 MIRANTE DA SERRA";1009
"110140 MONTE NEGRO";1224
"110143 NOVA UNIAO";611
"110145 PARECIS";461
"110146 PIMENTEIRAS DO OESTE";176
"110147 PRIMAVERA DE RONDONIA";244
"110148 SAO FELIPE D'OESTE";478
"110149 SAO FRANCISCO DO GUAPORE";1541
"110150 SERINGUEIRAS";1018
"110155 TEIXEIROPOLIS";370
"110160 THEOBROMA";813
"110170 URUPA";1115
"110175 VALE DO ANARI";830
"110180 VALE DO PARAISO";669
"120001 ACRELANDIA";1122
"120005 ASSIS BRASIL";582
"120010 BRASILEIA";2075
"120013 BUJARI";762
"120017 CAPIXABA";766
"120020 CRUZEIRO DO SUL";7649
"120025 EPITACIOLANDIA";1502
"120030 FEIJO";2721
"120032 JORDAO";560
"120033 MANCIO LIMA";1420
"120034 MANOEL URBANO";685
"120035 MARECHAL THAUMATURGO";1255
"120038 PLACIDO DE CASTRO";1399
"120039 PORTO WALTER";728
"120040 RIO BRANCO";35744
"120042 RODRIGUES ALVES";1285
"120043 SANTA ROSA DO PURUS";463
"120045 SENADOR GUIOMARD";1813
"120050 SENA MADUREIRA";3731
"120060 TARAUACA";3077
"120070 XAPURI";1448
"120080 PORTO ACRE";1323
"130002 ALVARAES";1189
"130006 AMATURA";970
"130008 ANAMA";1004
"130010 ANORI";1616
"130014 APUI";1936
"130020 ATALAIA DO NORTE";1661
"130030 AUTAZES";2731
"130040 BARCELOS";2591
"130050 BARREIRINHA";2147
"130060 BENJAMIN CONSTANT";3271
"130063 BERURI";1300
"130068 BOA VISTA DO RAMOS";1325
"130070 BOCA DO ACRE";2677
"130080 BORBA";3228
"130083 CAAPIRANGA";1016
"130090 CANUTAMA";1227
"130100 CARAUARI";2288
"130110 CAREIRO";2984
"130115 CAREIRO DA VARZEA";2176
"130120 COARI";7805
"130130 CODAJAS";2420
"130140 EIRUNEPE";2836
"130150 ENVIRA";1529
"130160 FONTE BOA";1880
"130165 GUAJARA";1283
"130170 HUMAITA";4445
"130180 IPIXUNA";2107
"130185 IRANDUBA";3597
"130190 ITACOATIARA";7929
"130195 ITAMARATI";695
"130200 ITAPIRANGA";742
"130210 JAPURA";522
"130220 JURUA";1071
"130230 JUTAI";1374
"130240 LABREA";3557
"130250 MANACAPURU";8101
"130255 MANAQUIRI";2306
"130260 MANAUS";191921
"130270 MANICORE";4497
"130280 MARAA";1551
"130290 MAUES";4587
"130300 NHAMUNDA";1586
"130310 NOVA OLINDA DO NORTE";3096
"130320 NOVO AIRAO";1459
"130330 NOVO ARIPUANA";2051
"130340 PARINTINS";9254
"130350 PAUINI";1618
"130353 PRESIDENTE FIGUEIREDO";2585
"130356 RIO PRETO DA EVA";2656
"130360 SANTA ISABEL DO RIO NEGRO";1645
"130370 SANTO ANTONIO DO ICA";2141
"130380 SAO GABRIEL DA CACHOEIRA";3319
"130390 SAO PAULO DE OLIVENCA";2979
"130395 SAO SEBASTIAO DO UATUMA";1020
"130400 SILVES";642
"130406 TABATINGA";5346
"130410 TAPAUA";1624
"130420 TEFE";5473
"130423 TONANTINS";1605
"130426 UARINI";1099
"130430 URUCARA";1324
"130440 URUCURITUBA";1758
"140002 AMAJARI";737
"140005 ALTO ALEGRE";1149
"140010 BOA VISTA";31589
"140015 BONFIM";786
"140017 CANTA";1040
"140020 CARACARAI";1629
"140023 CAROEBE";762
"140028 IRACEMA";852
"140030 MUCAJAI";1328
"140040 NORMANDIA";698
"140045 PACARAIMA";933
"140047 RORAINOPOLIS";2406
"140050 SAO JOAO DA BALIZA";683
"140060 SAO LUIZ";737
"140070 UIRAMUTA";661
"150010 ABAETETUBA";14630
"150013 ABEL FIGUEIREDO";614
"150020 ACARA";4751
"150030 AFUA";3032
"150034 AGUA AZUL DO NORTE";2649
"150040 ALENQUER";4344
"150050 ALMEIRIM";3011
"150060 ALTAMIRA";10005
"150070 ANAJAS";2263
"150080 ANANINDEUA";49547
"150085 ANAPU";2090
"150090 AUGUSTO CORREA";3613
"150095 AURORA DO PARA";2777
"150100 AVEIRO";1220
"150110 BAGRE";2438
"150120 BAIAO";3711
"150125 BANNACH";260
"150130 BARCARENA";10922
"150140 BELEM";137597
"150145 BELTERRA";1332
"150150 BENEVIDES";5327
"150157 BOM JESUS DO TOCANTINS";1362
"150160 BONITO";1416
"150170 BRAGANCA";11378
"150172 BRASIL NOVO";1299
"150175 BREJO GRANDE DO ARAGUAIA";647
"150178 BREU BRANCO";5472
"150180 BREVES";8108
"150190 BUJARU";2314
"150195 CACHOEIRA DO PIRIA";2669
"150200 CACHOEIRA DO ARARI";1956
"150210 CAMETA";11894
"150215 CANAA DOS CARAJAS";3248
"150220 CAPANEMA";6161
"150230 CAPITAO POCO";4917
"150240 CASTANHAL";18704
"150250 CHAVES";1750
"150260 COLARES";983
"150270 CONCEICAO DO ARAGUAIA";3809
"150275 CONCORDIA DO PARA";2914
"150276 CUMARU DO NORTE";890
"150277 CURIONOPOLIS";1600
"150280 CURRALINHO";2583
"150285 CURUA";1079
"150290 CURUCA";3053
"150293 DOM ELISEU";5167
"150295 ELDORADO DOS CARAJAS";2857
"150300 FARO";645
"150304 FLORESTA DO ARAGUAIA";1604
"150307 GARRAFAO DO NORTE";2271
"150309 GOIANESIA DO PARA";3644
"150310 GURUPA";2618
"150320 IGARAPE-ACU";3502
"150330 IGARAPE-MIRI";5673
"150340 INHANGAPI";1026
"150345 IPIXUNA DO PARA";5457
"150350 IRITUIA";2667
"150360 ITAITUBA";9430
"150370 ITUPIRANGA";4577
"150375 JACAREACANGA";961
"150380 JACUNDA";5651
"150390 JURUTI";4524
"150400 LIMOEIRO DO AJURU";2387
"150405 MAE DO RIO";2769
"150410 MAGALHAES BARATA";661
"150420 MARABA";25114
"150430 MARACANA";2352
"150440 MARAPANIM";2265
"150442 MARITUBA";11975
"150445 MEDICILANDIA";2546
"150450 MELGACO";2212
"150460 MOCAJUBA";2508
"150470 MOJU";6714
"150475 MOJUI DOS CAMPOS";1292
"150480 MONTE ALEGRE";4775
"150490 MUANA";3293
"150495 NOVA ESPERANCA DO PIRIA";1865
"150497 NOVA IPIXUNA";1332
"150500 NOVA TIMBOTEUA";1237
"150503 NOVO PROGRESSO";2340
"150506 NOVO REPARTIMENTO";6032
"150510 OBIDOS";4065
"150520 OEIRAS DO PARA";2445
"150530 ORIXIMINA";5821
"150540 OUREM";1467
"150543 OURILANDIA DO NORTE";3021
